row	awma_stream_sm_raw
P8_10_80_STREAM_CONTROL	sid=13 cta_assignments=6 distinct_cta_slots=2 global_accesses=14255 local_accesses=5832 param_local_accesses=0 cta_logical_sequence=26,61,136,161,184,211
P8_10_80_STREAM_CONTROL	sid=14 cta_assignments=5 distinct_cta_slots=2 global_accesses=14470 local_accesses=6096 param_local_accesses=0 cta_logical_sequence=27,62,144,156,169
P8_10_80_STREAM_CONTROL	sid=15 cta_assignments=6 distinct_cta_slots=2 global_accesses=16001 local_accesses=6672 param_local_accesses=0 cta_logical_sequence=28,63,152,177,194,220
P8_10_80_STREAM_CONTROL	sid=16 cta_assignments=7 distinct_cta_slots=2 global_accesses=16302 local_accesses=6680 param_local_accesses=0 cta_logical_sequence=29,64,74,146,155,178,203
P8_10_80_STREAM_CONTROL	sid=17 cta_assignments=5 distinct_cta_slots=2 global_accesses=12934 local_accesses=5360 param_local_accesses=0 cta_logical_sequence=30,65,77,166,182
P8_10_80_STREAM_CONTROL	sid=18 cta_assignments=7 distinct_cta_slots=2 global_accesses=15013 local_accesses=6080 param_local_accesses=0 cta_logical_sequence=31,66,81,96,104,173,181
P8_10_80_STREAM_CONTROL	sid=19 cta_assignments=8 distinct_cta_slots=2 global_accesses=16822 local_accesses=6808 param_local_accesses=0 cta_logical_sequence=32,67,71,87,121,142,208,217
P8_10_80_STREAM_CONTROL	sid=20 cta_assignments=7 distinct_cta_slots=2 global_accesses=15523 local_accesses=6304 param_local_accesses=0 cta_logical_sequence=33,68,76,92,172,193,212
P8_10_80_STREAM_CONTROL	sid=21 cta_assignments=7 distinct_cta_slots=2 global_accesses=14786 local_accesses=5944 param_local_accesses=0 cta_logical_sequence=34,69,83,97,106,111,199
P8_10_80_STREAM_CONTROL	sid=22 cta_assignments=9 distinct_cta_slots=2 global_accesses=18885 local_accesses=7624 param_local_accesses=0 cta_logical_sequence=0,35,70,85,115,123,147,185,223
P8_10_80_STREAM_CONTROL	sid=23 cta_assignments=8 distinct_cta_slots=2 global_accesses=16317 local_accesses=6552 param_local_accesses=0 cta_logical_sequence=1,36,75,91,162,186,192,200
P8_10_80_STREAM_CONTROL	sid=24 cta_assignments=8 distinct_cta_slots=2 global_accesses=18341 local_accesses=7512 param_local_accesses=0 cta_logical_sequence=2,37,80,90,98,119,175,190
P8_10_80_STREAM_CONTROL	sid=25 cta_assignments=6 distinct_cta_slots=2 global_accesses=13991 local_accesses=5712 param_local_accesses=0 cta_logical_sequence=3,38,88,103,154,168
P8_10_80_STREAM_CONTROL	sid=26 cta_assignments=5 distinct_cta_slots=2 global_accesses=13949 local_accesses=5840 param_local_accesses=0 cta_logical_sequence=4,39,94,109,214
P8_10_80_STREAM_CONTROL	sid=27 cta_assignments=9 distinct_cta_slots=2 global_accesses=17354 local_accesses=6888 param_local_accesses=0 cta_logical_sequence=5,40,101,116,145,163,164,196,207
P8_10_80_STREAM_CONTROL	sid=28 cta_assignments=5 distinct_cta_slots=2 global_accesses=14533 local_accesses=6080 param_local_accesses=0 cta_logical_sequence=6,41,108,126,213
P8_10_80_STREAM_CONTROL	sid=29 cta_assignments=7 distinct_cta_slots=2 global_accesses=16049 local_accesses=6560 param_local_accesses=0 cta_logical_sequence=7,42,112,122,131,170,216
P8_10_80_STREAM_CONTROL	sid=30 cta_assignments=5 distinct_cta_slots=2 global_accesses=13482 local_accesses=5600 param_local_accesses=0 cta_logical_sequence=8,43,118,138,183
P8_10_80_STREAM_CONTROL	sid=31 cta_assignments=5 distinct_cta_slots=2 global_accesses=12941 local_accesses=5360 param_local_accesses=0 cta_logical_sequence=9,44,124,148,195
P8_10_80_STREAM_CONTROL	sid=32 cta_assignments=5 distinct_cta_slots=2 global_accesses=17028 local_accesses=7280 param_local_accesses=0 cta_logical_sequence=10,45,135,157,205
P8_10_80_STREAM_CONTROL	sid=33 cta_assignments=4 distinct_cta_slots=2 global_accesses=14197 local_accesses=6088 param_local_accesses=0 cta_logical_sequence=11,46,143,167
P8_10_80_STREAM_CONTROL	sid=34 cta_assignments=6 distinct_cta_slots=2 global_accesses=13187 local_accesses=5352 param_local_accesses=0 cta_logical_sequence=12,47,150,179,209,210
P8_0_80_STREAM	sid=0 cta_assignments=6 distinct_cta_slots=2 global_accesses=15244 local_accesses=5368 param_local_accesses=0 cta_logical_sequence=13,48,71,121,153,209
P8_0_80_STREAM	sid=1 cta_assignments=6 distinct_cta_slots=2 global_accesses=15772 local_accesses=5472 param_local_accesses=0 cta_logical_sequence=14,49,77,168,177,195
P8_0_80_STREAM	sid=2 cta_assignments=6 distinct_cta_slots=2 global_accesses=19104 local_accesses=6912 param_local_accesses=0 cta_logical_sequence=15,50,83,108,172,216
P8_0_80_STREAM	sid=3 cta_assignments=8 distinct_cta_slots=2 global_accesses=15038 local_accesses=5248 param_local_accesses=0 cta_logical_sequence=16,51,72,86,128,131,138,166
P8_0_80_STREAM	sid=4 cta_assignments=6 distinct_cta_slots=2 global_accesses=18448 local_accesses=6672 param_local_accesses=0 cta_logical_sequence=17,52,78,93,185,201
P8_0_80_STREAM	sid=5 cta_assignments=9 distinct_cta_slots=2 global_accesses=20116 local_accesses=6544 param_local_accesses=0 cta_logical_sequence=18,53,82,98,102,119,156,192,202
P8_0_80_STREAM	sid=6 cta_assignments=7 distinct_cta_slots=2 global_accesses=19379 local_accesses=6920 param_local_accesses=0 cta_logical_sequence=19,54,90,105,176,186,189
P8_0_80_STREAM	sid=7 cta_assignments=5 distinct_cta_slots=2 global_accesses=16779 local_accesses=5720 param_local_accesses=0 cta_logical_sequence=20,55,94,111,211
P8_0_80_STREAM	sid=8 cta_assignments=7 distinct_cta_slots=2 global_accesses=16727 local_accesses=5824 param_local_accesses=0 cta_logical_sequence=21,56,100,117,134,169,197
P8_0_80_STREAM	sid=9 cta_assignments=5 distinct_cta_slots=2 global_accesses=18102 local_accesses=7040 param_local_accesses=0 cta_logical_sequence=22,57,107,126,206
P8_0_80_STREAM	sid=10 cta_assignments=6 distinct_cta_slots=2 global_accesses=17054 local_accesses=6448 param_local_accesses=0 cta_logical_sequence=23,58,112,122,127,214
P8_0_80_STREAM	sid=11 cta_assignments=5 distinct_cta_slots=2 global_accesses=17066 local_accesses=6200 param_local_accesses=0 cta_logical_sequence=24,59,120,141,199
P8_0_80_STREAM	sid=12 cta_assignments=6 distinct_cta_slots=2 global_accesses=18884 local_accesses=6912 param_local_accesses=0 cta_logical_sequence=25,60,130,151,155,219
P8_0_80_STREAM	sid=13 cta_assignments=6 distinct_cta_slots=2 global_accesses=20259 local_accesses=7272 param_local_accesses=0 cta_logical_sequence=26,61,136,164,207,213
P8_0_80_STREAM	sid=14 cta_assignments=5 distinct_cta_slots=2 global_accesses=17350 local_accesses=6096 param_local_accesses=0 cta_logical_sequence=27,62,144,158,167
P8_0_80_STREAM	sid=15 cta_assignments=4 distinct_cta_slots=2 global_accesses=14788 local_accesses=5368 param_local_accesses=0 cta_logical_sequence=28,63,152,182
P8_0_80_STREAM	sid=16 cta_assignments=7 distinct_cta_slots=2 global_accesses=17088 local_accesses=6200 param_local_accesses=0 cta_logical_sequence=29,64,74,146,157,179,212
P8_0_80_STREAM	sid=17 cta_assignments=7 distinct_cta_slots=2 global_accesses=20597 local_accesses=7520 param_local_accesses=0 cta_logical_sequence=30,65,75,160,162,174,190
P8_0_80_STREAM	sid=18 cta_assignments=7 distinct_cta_slots=2 global_accesses=18636 local_accesses=6560 param_local_accesses=0 cta_logical_sequence=31,66,81,96,103,170,173
P8_0_80_STREAM	sid=19 cta_assignments=6 distinct_cta_slots=2 global_accesses=16079 local_accesses=5968 param_local_accesses=0 cta_logical_sequence=32,67,70,87,110,142
P8_0_80_STREAM	sid=20 cta_assignments=8 distinct_cta_slots=2 global_accesses=18928 local_accesses=7032 param_local_accesses=0 cta_logical_sequence=33,68,79,92,193,196,208,222
P8_0_80_STREAM	sid=21 cta_assignments=10 distinct_cta_slots=2 global_accesses=20883 local_accesses=7360 param_local_accesses=0 cta_logical_sequence=34,69,84,99,116,129,148,159,194,220
P8_0_80_STREAM	sid=22 cta_assignments=7 distinct_cta_slots=2 global_accesses=17819 local_accesses=6560 param_local_accesses=0 cta_logical_sequence=0,35,73,85,124,135,204
P8_0_80_STREAM	sid=23 cta_assignments=6 distinct_cta_slots=2 global_accesses=20678 local_accesses=7632 param_local_accesses=0 cta_logical_sequence=1,36,76,91,175,191
P8_0_80_STREAM	sid=24 cta_assignments=9 distinct_cta_slots=2 global_accesses=17339 local_accesses=5944 param_local_accesses=0 cta_logical_sequence=2,37,80,89,97,114,139,163,200
P8_0_80_STREAM	sid=25 cta_assignments=7 distinct_cta_slots=2 global_accesses=18604 local_accesses=6664 param_local_accesses=0 cta_logical_sequence=3,38,88,104,154,180,218
P8_0_80_STREAM	sid=26 cta_assignments=5 distinct_cta_slots=2 global_accesses=16944 local_accesses=6320 param_local_accesses=0 cta_logical_sequence=4,39,95,109,217
P8_0_80_STREAM	sid=27 cta_assignments=9 distinct_cta_slots=2 global_accesses=21205 local_accesses=6888 param_local_accesses=0 cta_logical_sequence=5,40,101,115,145,147,165,188,215
P8_0_80_STREAM	sid=28 cta_assignments=5 distinct_cta_slots=2 global_accesses=16131 local_accesses=5840 param_local_accesses=0 cta_logical_sequence=6,41,106,125,198
P8_0_80_STREAM	sid=29 cta_assignments=8 distinct_cta_slots=2 global_accesses=20913 local_accesses=7256 param_local_accesses=0 cta_logical_sequence=7,42,113,132,133,178,187,205
P8_0_80_STREAM	sid=30 cta_assignments=5 distinct_cta_slots=2 global_accesses=15560 local_accesses=5840 param_local_accesses=0 cta_logical_sequence=8,43,118,140,183
P8_0_80_STREAM	sid=31 cta_assignments=6 distinct_cta_slots=2 global_accesses=21019 local_accesses=7992 param_local_accesses=0 cta_logical_sequence=9,44,123,149,203,221
P8_0_80_STREAM	sid=32 cta_assignments=6 distinct_cta_slots=2 global_accesses=18877 local_accesses=7392 param_local_accesses=0 cta_logical_sequence=10,45,137,161,184,223
P8_0_80_STREAM	sid=33 cta_assignments=4 distinct_cta_slots=2 global_accesses=18217 local_accesses=6568 param_local_accesses=0 cta_logical_sequence=11,46,143,171
P8_0_80_STREAM	sid=34 cta_assignments=5 distinct_cta_slots=2 global_accesses=15049 local_accesses=5360 param_local_accesses=0 cta_logical_sequence=12,47,150,181,210
