universe_id	deployment_id	scenario_id	phase	stratum_id	unit_id	launch_ordinal	N_s	certainty_weight	reason	duration_ns	evidence_tier	capture_authorization
c16_llama32_1b_frozen_compatible|S4|PREFILL	c16_llama32_1b_frozen_compatible	S4	PREFILL	PREFILL|UNKNOWN_OPERATOR|TRANSFORMERS_CAUSAL_LM|R2_P2_5xP2_2|float16	launch:da75b6e2-5f58-4f6c-9cc8-131180013dfa:cuda:0:CUDA_CONTEXT_1:CUDA_STREAM_7:CUDA_CORRELATION_4810:48	48	1	1	PHASE_DURATION_GE_1_PERCENT	4019360	NATIVE_PROFILED	PENDING_G_TARGET_ACCEPTANCE
c16_llama32_1b_frozen_compatible|S4|PREFILL	c16_llama32_1b_frozen_compatible	S4	PREFILL	PREFILL|UNKNOWN_OPERATOR|TRANSFORMERS_CAUSAL_LM|R2_P2_5xP2_2|float16	launch:da75b6e2-5f58-4f6c-9cc8-131180013dfa:cuda:0:CUDA_CONTEXT_1:CUDA_STREAM_7:CUDA_CORRELATION_4853:50	50	1	1	PHASE_DURATION_GE_1_PERCENT	4237719	NATIVE_PROFILED	PENDING_G_TARGET_ACCEPTANCE
c16_llama32_1b_frozen_compatible|S4|PREFILL	c16_llama32_1b_frozen_compatible	S4	PREFILL	PREFILL|UNKNOWN_OPERATOR|TRANSFORMERS_CAUSAL_LM|R2_P2_5xP2_2|float16	launch:da75b6e2-5f58-4f6c-9cc8-131180013dfa:cuda:0:CUDA_CONTEXT_1:CUDA_STREAM_7:CUDA_CORRELATION_5234:75	75	1	1	PHASE_DURATION_GE_1_PERCENT	1197136	NATIVE_PROFILED	PENDING_G_TARGET_ACCEPTANCE
c16_llama32_1b_frozen_compatible|S4|PREFILL	c16_llama32_1b_frozen_compatible	S4	PREFILL	PREFILL|UNKNOWN_OPERATOR|TRANSFORMERS_CAUSAL_LM|R2_P2_5xP2_2|float16	launch:da75b6e2-5f58-4f6c-9cc8-131180013dfa:cuda:0:CUDA_CONTEXT_1:CUDA_STREAM_7:CUDA_CORRELATION_536041:36094	36094	1	1	PHASE_DURATION_GE_1_PERCENT	3501844	NATIVE_PROFILED	PENDING_G_TARGET_ACCEPTANCE
c16_llama32_1b_frozen_compatible|S4|PREFILL	c16_llama32_1b_frozen_compatible	S4	PREFILL	PREFILL|UNKNOWN_OPERATOR|TRANSFORMERS_CAUSAL_LM|R2_P2_5xP2_2|float16	launch:da75b6e2-5f58-4f6c-9cc8-131180013dfa:cuda:0:CUDA_CONTEXT_1:CUDA_STREAM_7:CUDA_CORRELATION_536084:36096	36096	1	1	PHASE_DURATION_GE_1_PERCENT	3493813	NATIVE_PROFILED	PENDING_G_TARGET_ACCEPTANCE
c16_llama32_1b_frozen_compatible|S4|PREFILL	c16_llama32_1b_frozen_compatible	S4	PREFILL	PREFILL|UNKNOWN_OPERATOR|TRANSFORMERS_CAUSAL_LM|R2_P2_5xP2_2|float16	launch:da75b6e2-5f58-4f6c-9cc8-131180013dfa:cuda:0:CUDA_CONTEXT_1:CUDA_STREAM_7:CUDA_CORRELATION_536123:36098	36098	1	1	PHASE_DURATION_GE_1_PERCENT	3734924	NATIVE_PROFILED	PENDING_G_TARGET_ACCEPTANCE
c16_llama32_1b_frozen_compatible|S4|PREFILL	c16_llama32_1b_frozen_compatible	S4	PREFILL	PREFILL|UNKNOWN_OPERATOR|TRANSFORMERS_CAUSAL_LM|R2_P2_5xP2_2|float16	launch:da75b6e2-5f58-4f6c-9cc8-131180013dfa:cuda:0:CUDA_CONTEXT_1:CUDA_STREAM_7:CUDA_CORRELATION_5415:86	86	1	1	PHASE_DURATION_GE_1_PERCENT	4019968	NATIVE_PROFILED	PENDING_G_TARGET_ACCEPTANCE
c16_llama32_1b_frozen_compatible|S4|PREFILL	c16_llama32_1b_frozen_compatible	S4	PREFILL	PREFILL|UNKNOWN_OPERATOR|TRANSFORMERS_CAUSAL_LM|R2_P2_5xP2_2|float16	launch:da75b6e2-5f58-4f6c-9cc8-131180013dfa:cuda:0:CUDA_CONTEXT_1:CUDA_STREAM_7:CUDA_CORRELATION_5458:88	88	1	1	PHASE_DURATION_GE_1_PERCENT	4014464	NATIVE_PROFILED	PENDING_G_TARGET_ACCEPTANCE
c16_llama32_1b_frozen_compatible|S4|PREFILL	c16_llama32_1b_frozen_compatible	S4	PREFILL	PREFILL|UNKNOWN_OPERATOR|TRANSFORMERS_CAUSAL_LM|R2_P2_5xP2_2|float16	launch:da75b6e2-5f58-4f6c-9cc8-131180013dfa:cuda:0:CUDA_CONTEXT_1:CUDA_STREAM_7:CUDA_CORRELATION_5497:90	90	1	1	PHASE_DURATION_GE_1_PERCENT	4237911	NATIVE_PROFILED	PENDING_G_TARGET_ACCEPTANCE
c16_llama32_1b_frozen_compatible|S4|PREFILL	c16_llama32_1b_frozen_compatible	S4	PREFILL	PREFILL|UNKNOWN_OPERATOR|TRANSFORMERS_CAUSAL_LM|R2_P2_5xP2_2|float16	launch:da75b6e2-5f58-4f6c-9cc8-131180013dfa:cuda:0:CUDA_CONTEXT_1:CUDA_STREAM_7:CUDA_CORRELATION_5878:115	115	1	1	PHASE_DURATION_GE_1_PERCENT	1217456	NATIVE_PROFILED	PENDING_G_TARGET_ACCEPTANCE
c16_llama32_1b_frozen_compatible|S4|PREFILL	c16_llama32_1b_frozen_compatible	S4	PREFILL	PREFILL|UNKNOWN_OPERATOR|TRANSFORMERS_CAUSAL_LM|R2_P2_5xP2_2|float16	launch:da75b6e2-5f58-4f6c-9cc8-131180013dfa:cuda:0:CUDA_CONTEXT_1:CUDA_STREAM_7:CUDA_CORRELATION_713125:48110	48110	1	1	PHASE_DURATION_GE_1_PERCENT	3532660	NATIVE_PROFILED	PENDING_G_TARGET_ACCEPTANCE
c16_llama32_1b_frozen_compatible|S4|PREFILL	c16_llama32_1b_frozen_compatible	S4	PREFILL	PREFILL|UNKNOWN_OPERATOR|TRANSFORMERS_CAUSAL_LM|R2_P2_5xP2_2|float16	launch:da75b6e2-5f58-4f6c-9cc8-131180013dfa:cuda:0:CUDA_CONTEXT_1:CUDA_STREAM_7:CUDA_CORRELATION_713168:48112	48112	1	1	PHASE_DURATION_GE_1_PERCENT	3528180	NATIVE_PROFILED	PENDING_G_TARGET_ACCEPTANCE
c16_llama32_1b_frozen_compatible|S4|PREFILL	c16_llama32_1b_frozen_compatible	S4	PREFILL	PREFILL|UNKNOWN_OPERATOR|TRANSFORMERS_CAUSAL_LM|R2_P2_5xP2_2|float16	launch:da75b6e2-5f58-4f6c-9cc8-131180013dfa:cuda:0:CUDA_CONTEXT_1:CUDA_STREAM_7:CUDA_CORRELATION_713207:48114	48114	1	1	PHASE_DURATION_GE_1_PERCENT	3756266	NATIVE_PROFILED	PENDING_G_TARGET_ACCEPTANCE
c16_qwen25_05b_native_reference|S1|FULL_FORWARD_UNATTRIBUTED	c16_qwen25_05b_native_reference	S1	FULL_FORWARD_UNATTRIBUTED	FULL_FORWARD_UNATTRIBUTED|UNKNOWN_OPERATOR|TRANSFORMERS_CAUSAL_LM|R2_P2_5xP2_2|float16	launch:2ec7d963-228d-4c8a-bcfa-60c895f13b88:cuda:0:CUDA_CONTEXT_1:CUDA_STREAM_7:CUDA_CORRELATION_1049468:71084	71084	1	1	PHASE_DURATION_GE_1_PERCENT	1106805	NATIVE_PROFILED	PENDING_G_TARGET_ACCEPTANCE
c16_qwen25_05b_native_reference|S1|FULL_FORWARD_UNATTRIBUTED	c16_qwen25_05b_native_reference	S1	FULL_FORWARD_UNATTRIBUTED	FULL_FORWARD_UNATTRIBUTED|UNKNOWN_OPERATOR|TRANSFORMERS_CAUSAL_LM|R2_P2_5xP2_2|float16	launch:2ec7d963-228d-4c8a-bcfa-60c895f13b88:cuda:0:CUDA_CONTEXT_1:CUDA_STREAM_7:CUDA_CORRELATION_21201:1004	1004	1	1	PHASE_DURATION_GE_1_PERCENT	1109300	NATIVE_PROFILED	PENDING_G_TARGET_ACCEPTANCE
c16_qwen25_05b_native_reference|S1|FULL_FORWARD_UNATTRIBUTED	c16_qwen25_05b_native_reference	S1	FULL_FORWARD_UNATTRIBUTED	FULL_FORWARD_UNATTRIBUTED|UNKNOWN_OPERATOR|TRANSFORMERS_CAUSAL_LM|R2_P2_5xP2_2|float16	launch:2ec7d963-228d-4c8a-bcfa-60c895f13b88:cuda:0:CUDA_CONTEXT_1:CUDA_STREAM_7:CUDA_CORRELATION_278273:18524	18524	1	1	PHASE_DURATION_GE_1_PERCENT	1107988	NATIVE_PROFILED	PENDING_G_TARGET_ACCEPTANCE
c16_qwen25_05b_native_reference|S1|FULL_FORWARD_UNATTRIBUTED	c16_qwen25_05b_native_reference	S1	FULL_FORWARD_UNATTRIBUTED	FULL_FORWARD_UNATTRIBUTED|UNKNOWN_OPERATOR|TRANSFORMERS_CAUSAL_LM|R2_P2_5xP2_2|float16	launch:2ec7d963-228d-4c8a-bcfa-60c895f13b88:cuda:0:CUDA_CONTEXT_1:CUDA_STREAM_7:CUDA_CORRELATION_535338:36044	36044	1	1	PHASE_DURATION_GE_1_PERCENT	1110068	NATIVE_PROFILED	PENDING_G_TARGET_ACCEPTANCE
c16_qwen25_05b_native_reference|S1|FULL_FORWARD_UNATTRIBUTED	c16_qwen25_05b_native_reference	S1	FULL_FORWARD_UNATTRIBUTED	FULL_FORWARD_UNATTRIBUTED|UNKNOWN_OPERATOR|TRANSFORMERS_CAUSAL_LM|R2_P2_5xP2_2|float16	launch:2ec7d963-228d-4c8a-bcfa-60c895f13b88:cuda:0:CUDA_CONTEXT_1:CUDA_STREAM_7:CUDA_CORRELATION_792403:53564	53564	1	1	PHASE_DURATION_GE_1_PERCENT	1105717	NATIVE_PROFILED	PENDING_G_TARGET_ACCEPTANCE
c16_qwen25_05b_native_reference|S2|FULL_FORWARD_UNATTRIBUTED	c16_qwen25_05b_native_reference	S2	FULL_FORWARD_UNATTRIBUTED	FULL_FORWARD_UNATTRIBUTED|UNKNOWN_OPERATOR|TRANSFORMERS_CAUSAL_LM|R2_P2_5xP2_1|float16	launch:bbe3ef73-bdca-443d-8fa6-58b59a35ca4c:cuda:0:CUDA_CONTEXT_1:CUDA_STREAM_7:CUDA_CORRELATION_1050992:71204	71204	1	1	PHASE_DURATION_GE_1_PERCENT	8408796	NATIVE_PROFILED	PENDING_G_TARGET_ACCEPTANCE
c16_qwen25_05b_native_reference|S2|FULL_FORWARD_UNATTRIBUTED	c16_qwen25_05b_native_reference	S2	FULL_FORWARD_UNATTRIBUTED	FULL_FORWARD_UNATTRIBUTED|UNKNOWN_OPERATOR|TRANSFORMERS_CAUSAL_LM|R2_P2_5xP2_1|float16	launch:bbe3ef73-bdca-443d-8fa6-58b59a35ca4c:cuda:0:CUDA_CONTEXT_1:CUDA_STREAM_7:CUDA_CORRELATION_1565857:106316	106316	1	1	PHASE_DURATION_GE_1_PERCENT	8336086	NATIVE_PROFILED	PENDING_G_TARGET_ACCEPTANCE
c16_qwen25_05b_native_reference|S2|FULL_FORWARD_UNATTRIBUTED	c16_qwen25_05b_native_reference	S2	FULL_FORWARD_UNATTRIBUTED	FULL_FORWARD_UNATTRIBUTED|UNKNOWN_OPERATOR|TRANSFORMERS_CAUSAL_LM|R2_P2_5xP2_1|float16	launch:bbe3ef73-bdca-443d-8fa6-58b59a35ca4c:cuda:0:CUDA_CONTEXT_1:CUDA_STREAM_7:CUDA_CORRELATION_2080722:141428	141428	1	1	PHASE_DURATION_GE_1_PERCENT	8492836	NATIVE_PROFILED	PENDING_G_TARGET_ACCEPTANCE
c16_qwen25_05b_native_reference|S2|FULL_FORWARD_UNATTRIBUTED	c16_qwen25_05b_native_reference	S2	FULL_FORWARD_UNATTRIBUTED	FULL_FORWARD_UNATTRIBUTED|UNKNOWN_OPERATOR|TRANSFORMERS_CAUSAL_LM|R2_P2_5xP2_1|float16	launch:bbe3ef73-bdca-443d-8fa6-58b59a35ca4c:cuda:0:CUDA_CONTEXT_1:CUDA_STREAM_7:CUDA_CORRELATION_21179:980	980	1	1	PHASE_DURATION_GE_1_PERCENT	8477761	NATIVE_PROFILED	PENDING_G_TARGET_ACCEPTANCE
c16_qwen25_05b_native_reference|S2|FULL_FORWARD_UNATTRIBUTED	c16_qwen25_05b_native_reference	S2	FULL_FORWARD_UNATTRIBUTED	FULL_FORWARD_UNATTRIBUTED|UNKNOWN_OPERATOR|TRANSFORMERS_CAUSAL_LM|R2_P2_5xP2_1|float16	launch:bbe3ef73-bdca-443d-8fa6-58b59a35ca4c:cuda:0:CUDA_CONTEXT_1:CUDA_STREAM_7:CUDA_CORRELATION_536127:36092	36092	1	1	PHASE_DURATION_GE_1_PERCENT	8481313	NATIVE_PROFILED	PENDING_G_TARGET_ACCEPTANCE
c16_qwen25_05b_native_reference|S3|FULL_FORWARD_UNATTRIBUTED	c16_qwen25_05b_native_reference	S3	FULL_FORWARD_UNATTRIBUTED	FULL_FORWARD_UNATTRIBUTED|UNKNOWN_OPERATOR|TRANSFORMERS_CAUSAL_LM_EAGER|R2_P2_7xP2_2|float16	launch:a67d9a5e-049a-401f-bdbe-6281e89b7351:cuda:0:CUDA_CONTEXT_1:CUDA_STREAM_7:CUDA_CORRELATION_1051193:70964	70964	1	1	PHASE_DURATION_GE_1_PERCENT	30945826	NATIVE_PROFILED	PENDING_G_TARGET_ACCEPTANCE
c16_qwen25_05b_native_reference|S3|FULL_FORWARD_UNATTRIBUTED	c16_qwen25_05b_native_reference	S3	FULL_FORWARD_UNATTRIBUTED	FULL_FORWARD_UNATTRIBUTED|UNKNOWN_OPERATOR|TRANSFORMERS_CAUSAL_LM_EAGER|R2_P2_7xP2_2|float16	launch:a67d9a5e-049a-401f-bdbe-6281e89b7351:cuda:0:CUDA_CONTEXT_1:CUDA_STREAM_7:CUDA_CORRELATION_21566:980	980	1	1	PHASE_DURATION_GE_1_PERCENT	30753249	NATIVE_PROFILED	PENDING_G_TARGET_ACCEPTANCE
c16_qwen25_05b_native_reference|S3|FULL_FORWARD_UNATTRIBUTED	c16_qwen25_05b_native_reference	S3	FULL_FORWARD_UNATTRIBUTED	FULL_FORWARD_UNATTRIBUTED|UNKNOWN_OPERATOR|TRANSFORMERS_CAUSAL_LM_EAGER|R2_P2_7xP2_2|float16	launch:a67d9a5e-049a-401f-bdbe-6281e89b7351:cuda:0:CUDA_CONTEXT_1:CUDA_STREAM_7:CUDA_CORRELATION_278978:18476	18476	1	1	PHASE_DURATION_GE_1_PERCENT	30672463	NATIVE_PROFILED	PENDING_G_TARGET_ACCEPTANCE
c16_qwen25_05b_native_reference|S3|FULL_FORWARD_UNATTRIBUTED	c16_qwen25_05b_native_reference	S3	FULL_FORWARD_UNATTRIBUTED	FULL_FORWARD_UNATTRIBUTED|UNKNOWN_OPERATOR|TRANSFORMERS_CAUSAL_LM_EAGER|R2_P2_7xP2_2|float16	launch:a67d9a5e-049a-401f-bdbe-6281e89b7351:cuda:0:CUDA_CONTEXT_1:CUDA_STREAM_7:CUDA_CORRELATION_536383:35972	35972	1	1	PHASE_DURATION_GE_1_PERCENT	30694187	NATIVE_PROFILED	PENDING_G_TARGET_ACCEPTANCE
c16_qwen25_05b_native_reference|S3|FULL_FORWARD_UNATTRIBUTED	c16_qwen25_05b_native_reference	S3	FULL_FORWARD_UNATTRIBUTED	FULL_FORWARD_UNATTRIBUTED|UNKNOWN_OPERATOR|TRANSFORMERS_CAUSAL_LM_EAGER|R2_P2_7xP2_2|float16	launch:a67d9a5e-049a-401f-bdbe-6281e89b7351:cuda:0:CUDA_CONTEXT_1:CUDA_STREAM_7:CUDA_CORRELATION_793788:53468	53468	1	1	PHASE_DURATION_GE_1_PERCENT	30681329	NATIVE_PROFILED	PENDING_G_TARGET_ACCEPTANCE
c16_qwen25_05b_native_reference|S3|PREFILL	c16_qwen25_05b_native_reference	S3	PREFILL	PREFILL|UNKNOWN_OPERATOR|TRANSFORMERS_CAUSAL_LM_EAGER|R2_P2_7xP2_2|float16	launch:a67d9a5e-049a-401f-bdbe-6281e89b7351:cuda:0:CUDA_CONTEXT_1:CUDA_STREAM_7:CUDA_CORRELATION_1036100:70019	70019	1	1	PHASE_DURATION_GE_1_PERCENT	1857240	NATIVE_PROFILED	PENDING_G_TARGET_ACCEPTANCE
c16_qwen25_05b_native_reference|S3|PREFILL	c16_qwen25_05b_native_reference	S3	PREFILL	PREFILL|UNKNOWN_OPERATOR|TRANSFORMERS_CAUSAL_LM_EAGER|R2_P2_7xP2_2|float16	launch:a67d9a5e-049a-401f-bdbe-6281e89b7351:cuda:0:CUDA_CONTEXT_1:CUDA_STREAM_7:CUDA_CORRELATION_1036739:70059	70059	1	1	PHASE_DURATION_GE_1_PERCENT	1878708	NATIVE_PROFILED	PENDING_G_TARGET_ACCEPTANCE
c16_qwen25_05b_native_reference|S3|PREFILL	c16_qwen25_05b_native_reference	S3	PREFILL	PREFILL|UNKNOWN_OPERATOR|TRANSFORMERS_CAUSAL_LM_EAGER|R2_P2_7xP2_2|float16	launch:a67d9a5e-049a-401f-bdbe-6281e89b7351:cuda:0:CUDA_CONTEXT_1:CUDA_STREAM_7:CUDA_CORRELATION_1037378:70099	70099	1	1	PHASE_DURATION_GE_1_PERCENT	1959302	NATIVE_PROFILED	PENDING_G_TARGET_ACCEPTANCE
c16_qwen25_05b_native_reference|S3|PREFILL	c16_qwen25_05b_native_reference	S3	PREFILL	PREFILL|UNKNOWN_OPERATOR|TRANSFORMERS_CAUSAL_LM_EAGER|R2_P2_7xP2_2|float16	launch:a67d9a5e-049a-401f-bdbe-6281e89b7351:cuda:0:CUDA_CONTEXT_1:CUDA_STREAM_7:CUDA_CORRELATION_1038017:70139	70139	1	1	PHASE_DURATION_GE_1_PERCENT	1917741	NATIVE_PROFILED	PENDING_G_TARGET_ACCEPTANCE
c16_qwen25_05b_native_reference|S3|PREFILL	c16_qwen25_05b_native_reference	S3	PREFILL	PREFILL|UNKNOWN_OPERATOR|TRANSFORMERS_CAUSAL_LM_EAGER|R2_P2_7xP2_2|float16	launch:a67d9a5e-049a-401f-bdbe-6281e89b7351:cuda:0:CUDA_CONTEXT_1:CUDA_STREAM_7:CUDA_CORRELATION_263885:17531	17531	1	1	PHASE_DURATION_GE_1_PERCENT	1878836	NATIVE_PROFILED	PENDING_G_TARGET_ACCEPTANCE
c16_qwen25_05b_native_reference|S3|PREFILL	c16_qwen25_05b_native_reference	S3	PREFILL	PREFILL|UNKNOWN_OPERATOR|TRANSFORMERS_CAUSAL_LM_EAGER|R2_P2_7xP2_2|float16	launch:a67d9a5e-049a-401f-bdbe-6281e89b7351:cuda:0:CUDA_CONTEXT_1:CUDA_STREAM_7:CUDA_CORRELATION_264524:17571	17571	1	1	PHASE_DURATION_GE_1_PERCENT	1874996	NATIVE_PROFILED	PENDING_G_TARGET_ACCEPTANCE
c16_qwen25_05b_native_reference|S3|PREFILL	c16_qwen25_05b_native_reference	S3	PREFILL	PREFILL|UNKNOWN_OPERATOR|TRANSFORMERS_CAUSAL_LM_EAGER|R2_P2_7xP2_2|float16	launch:a67d9a5e-049a-401f-bdbe-6281e89b7351:cuda:0:CUDA_CONTEXT_1:CUDA_STREAM_7:CUDA_CORRELATION_265163:17611	17611	1	1	PHASE_DURATION_GE_1_PERCENT	1870133	NATIVE_PROFILED	PENDING_G_TARGET_ACCEPTANCE
c16_qwen25_05b_native_reference|S3|PREFILL	c16_qwen25_05b_native_reference	S3	PREFILL	PREFILL|UNKNOWN_OPERATOR|TRANSFORMERS_CAUSAL_LM_EAGER|R2_P2_7xP2_2|float16	launch:a67d9a5e-049a-401f-bdbe-6281e89b7351:cuda:0:CUDA_CONTEXT_1:CUDA_STREAM_7:CUDA_CORRELATION_265802:17651	17651	1	1	PHASE_DURATION_GE_1_PERCENT	1934378	NATIVE_PROFILED	PENDING_G_TARGET_ACCEPTANCE
c16_qwen25_05b_native_reference|S3|PREFILL	c16_qwen25_05b_native_reference	S3	PREFILL	PREFILL|UNKNOWN_OPERATOR|TRANSFORMERS_CAUSAL_LM_EAGER|R2_P2_7xP2_2|float16	launch:a67d9a5e-049a-401f-bdbe-6281e89b7351:cuda:0:CUDA_CONTEXT_1:CUDA_STREAM_7:CUDA_CORRELATION_521290:35027	35027	1	1	PHASE_DURATION_GE_1_PERCENT	1894001	NATIVE_PROFILED	PENDING_G_TARGET_ACCEPTANCE
c16_qwen25_05b_native_reference|S3|PREFILL	c16_qwen25_05b_native_reference	S3	PREFILL	PREFILL|UNKNOWN_OPERATOR|TRANSFORMERS_CAUSAL_LM_EAGER|R2_P2_7xP2_2|float16	launch:a67d9a5e-049a-401f-bdbe-6281e89b7351:cuda:0:CUDA_CONTEXT_1:CUDA_STREAM_7:CUDA_CORRELATION_521929:35067	35067	1	1	PHASE_DURATION_GE_1_PERCENT	1930987	NATIVE_PROFILED	PENDING_G_TARGET_ACCEPTANCE
c16_qwen25_05b_native_reference|S3|PREFILL	c16_qwen25_05b_native_reference	S3	PREFILL	PREFILL|UNKNOWN_OPERATOR|TRANSFORMERS_CAUSAL_LM_EAGER|R2_P2_7xP2_2|float16	launch:a67d9a5e-049a-401f-bdbe-6281e89b7351:cuda:0:CUDA_CONTEXT_1:CUDA_STREAM_7:CUDA_CORRELATION_522568:35107	35107	1	1	PHASE_DURATION_GE_1_PERCENT	1871925	NATIVE_PROFILED	PENDING_G_TARGET_ACCEPTANCE
c16_qwen25_05b_native_reference|S3|PREFILL	c16_qwen25_05b_native_reference	S3	PREFILL	PREFILL|UNKNOWN_OPERATOR|TRANSFORMERS_CAUSAL_LM_EAGER|R2_P2_7xP2_2|float16	launch:a67d9a5e-049a-401f-bdbe-6281e89b7351:cuda:0:CUDA_CONTEXT_1:CUDA_STREAM_7:CUDA_CORRELATION_523207:35147	35147	1	1	PHASE_DURATION_GE_1_PERCENT	1887954	NATIVE_PROFILED	PENDING_G_TARGET_ACCEPTANCE
c16_qwen25_05b_native_reference|S3|PREFILL	c16_qwen25_05b_native_reference	S3	PREFILL	PREFILL|UNKNOWN_OPERATOR|TRANSFORMERS_CAUSAL_LM_EAGER|R2_P2_7xP2_2|float16	launch:a67d9a5e-049a-401f-bdbe-6281e89b7351:cuda:0:CUDA_CONTEXT_1:CUDA_STREAM_7:CUDA_CORRELATION_6445:35	35	1	1	PHASE_DURATION_GE_1_PERCENT	2239509	NATIVE_PROFILED	PENDING_G_TARGET_ACCEPTANCE
c16_qwen25_05b_native_reference|S3|PREFILL	c16_qwen25_05b_native_reference	S3	PREFILL	PREFILL|UNKNOWN_OPERATOR|TRANSFORMERS_CAUSAL_LM_EAGER|R2_P2_7xP2_2|float16	launch:a67d9a5e-049a-401f-bdbe-6281e89b7351:cuda:0:CUDA_CONTEXT_1:CUDA_STREAM_7:CUDA_CORRELATION_7104:75	75	1	1	PHASE_DURATION_GE_1_PERCENT	2130247	NATIVE_PROFILED	PENDING_G_TARGET_ACCEPTANCE
c16_qwen25_05b_native_reference|S3|PREFILL	c16_qwen25_05b_native_reference	S3	PREFILL	PREFILL|UNKNOWN_OPERATOR|TRANSFORMERS_CAUSAL_LM_EAGER|R2_P2_7xP2_2|float16	launch:a67d9a5e-049a-401f-bdbe-6281e89b7351:cuda:0:CUDA_CONTEXT_1:CUDA_STREAM_7:CUDA_CORRELATION_7743:115	115	1	1	PHASE_DURATION_GE_1_PERCENT	2222423	NATIVE_PROFILED	PENDING_G_TARGET_ACCEPTANCE
c16_qwen25_05b_native_reference|S3|PREFILL	c16_qwen25_05b_native_reference	S3	PREFILL	PREFILL|UNKNOWN_OPERATOR|TRANSFORMERS_CAUSAL_LM_EAGER|R2_P2_7xP2_2|float16	launch:a67d9a5e-049a-401f-bdbe-6281e89b7351:cuda:0:CUDA_CONTEXT_1:CUDA_STREAM_7:CUDA_CORRELATION_778695:52523	52523	1	1	PHASE_DURATION_GE_1_PERCENT	1932266	NATIVE_PROFILED	PENDING_G_TARGET_ACCEPTANCE
c16_qwen25_05b_native_reference|S3|PREFILL	c16_qwen25_05b_native_reference	S3	PREFILL	PREFILL|UNKNOWN_OPERATOR|TRANSFORMERS_CAUSAL_LM_EAGER|R2_P2_7xP2_2|float16	launch:a67d9a5e-049a-401f-bdbe-6281e89b7351:cuda:0:CUDA_CONTEXT_1:CUDA_STREAM_7:CUDA_CORRELATION_779334:52563	52563	1	1	PHASE_DURATION_GE_1_PERCENT	1878036	NATIVE_PROFILED	PENDING_G_TARGET_ACCEPTANCE
c16_qwen25_05b_native_reference|S3|PREFILL	c16_qwen25_05b_native_reference	S3	PREFILL	PREFILL|UNKNOWN_OPERATOR|TRANSFORMERS_CAUSAL_LM_EAGER|R2_P2_7xP2_2|float16	launch:a67d9a5e-049a-401f-bdbe-6281e89b7351:cuda:0:CUDA_CONTEXT_1:CUDA_STREAM_7:CUDA_CORRELATION_779973:52603	52603	1	1	PHASE_DURATION_GE_1_PERCENT	1899121	NATIVE_PROFILED	PENDING_G_TARGET_ACCEPTANCE
c16_qwen25_05b_native_reference|S3|PREFILL	c16_qwen25_05b_native_reference	S3	PREFILL	PREFILL|UNKNOWN_OPERATOR|TRANSFORMERS_CAUSAL_LM_EAGER|R2_P2_7xP2_2|float16	launch:a67d9a5e-049a-401f-bdbe-6281e89b7351:cuda:0:CUDA_CONTEXT_1:CUDA_STREAM_7:CUDA_CORRELATION_780612:52643	52643	1	1	PHASE_DURATION_GE_1_PERCENT	1944489	NATIVE_PROFILED	PENDING_G_TARGET_ACCEPTANCE
c16_qwen25_05b_native_reference|S3|PREFILL	c16_qwen25_05b_native_reference	S3	PREFILL	PREFILL|UNKNOWN_OPERATOR|TRANSFORMERS_CAUSAL_LM_EAGER|R2_P2_7xP2_2|float16	launch:a67d9a5e-049a-401f-bdbe-6281e89b7351:cuda:0:CUDA_CONTEXT_1:CUDA_STREAM_7:CUDA_CORRELATION_8382:155	155	1	1	PHASE_DURATION_GE_1_PERCENT	2186845	NATIVE_PROFILED	PENDING_G_TARGET_ACCEPTANCE
c16_qwen25_05b_native_reference|S4|FULL_FORWARD_UNATTRIBUTED	c16_qwen25_05b_native_reference	S4	FULL_FORWARD_UNATTRIBUTED	FULL_FORWARD_UNATTRIBUTED|UNKNOWN_OPERATOR|TRANSFORMERS_CAUSAL_LM_EAGER|R2_P2_5xP2_2|float16	launch:bf2bf219-1836-4a4c-8d9d-c6acc2b940f1:cuda:0:CUDA_CONTEXT_1:CUDA_STREAM_7:CUDA_CORRELATION_1084610:69524	69524	1	1	PHASE_DURATION_GE_1_PERCENT	30999060	NATIVE_PROFILED	PENDING_G_TARGET_ACCEPTANCE
c16_qwen25_05b_native_reference|S4|FULL_FORWARD_UNATTRIBUTED	c16_qwen25_05b_native_reference	S4	FULL_FORWARD_UNATTRIBUTED	FULL_FORWARD_UNATTRIBUTED|UNKNOWN_OPERATOR|TRANSFORMERS_CAUSAL_LM_EAGER|R2_P2_5xP2_2|float16	launch:bf2bf219-1836-4a4c-8d9d-c6acc2b940f1:cuda:0:CUDA_CONTEXT_1:CUDA_STREAM_7:CUDA_CORRELATION_21566:980	980	1	1	PHASE_DURATION_GE_1_PERCENT	32991235	NATIVE_PROFILED	PENDING_G_TARGET_ACCEPTANCE
