set_name	run_index	decode_index	control_decode_ms	fair_decode_ms	selected_control_sum_ms	selected_target_share	summed_local_saving_ms	observed_decode_saving_ms	realization_ratio	nonselected_up_proj_effect_ms
N28	0	1	13.68883228302002	13.56390380859375	2.276127941906452	0.1662762677522041	0.5614399574697018	0.12492847442626953	0.2225143984929347	0
N28	0	2	13.690879821777344	13.575167655944824	2.273343935608864	0.16604805280612997	0.5602239482104778	0.11571216583251953	0.20654626815247484	0
N28	0	3	13.699071884155273	13.591551780700684	2.2808959409594536	0.16650003447296316	0.5688959546387196	0.10752010345458984	0.18899783445089016	0
N28	1	1	13.696000099182129	13.57209587097168	2.2751039415597916	0.16611448051140507	0.5665279366075993	0.12390422821044922	0.21870806398779663	0
N28	1	2	13.695039749145508	13.566975593566895	2.278527945280075	0.16637614691277125	0.5674239546060562	0.12806415557861328	0.22569395341711299	0
N28	1	3	13.694975852966309	13.58028793334961	2.284511938691139	0.16681387124872643	0.5746559388935566	0.11468791961669922	0.1995766716298443	0
N28	2	1	13.689855575561523	13.561856269836426	2.276351936161518	0.1662802009558927	0.5672319419682026	0.12799930572509766	0.22565602578895835	0
N28	2	2	13.689855575561523	13.57107162475586	2.276351936161518	0.1662802009558927	0.5629439502954483	0.11878395080566406	0.21100493351660146	0
N28	2	3	13.696000099182129	13.575167655944824	2.2799039408564568	0.16646494774723342	0.5684799551963806	0.12083244323730469	0.21255356874555636	0
N28	3	1	13.70041561126709	13.605152130126953	2.276159942150116	0.1661380214099654	0.562079943716526	0.09526348114013672	0.16948386471548071	0
N28	3	2	13.7042236328125	13.593631744384766	2.280159942805767	0.16638373715285124	0.570623941719532	0.11059188842773438	0.19380870717494625	0
N28	3	3	13.700096130371094	13.617471694946289	2.2836479395627975	0.16668846100286017	0.570783942937851	0.08262443542480469	0.14475606128569937	0
N28	4	1	13.694975852966309	13.57107162475586	2.275679938495159	0.16616896319698518	0.5625279434025288	0.12390422821044922	0.220263241432945	0
N28	4	2	13.699071884155273	13.56287956237793	2.275999940931797	0.16614263799610263	0.5611199513077736	0.13619232177734375	0.24271516537582966	0
N28	4	3	13.693951606750488	13.560895919799805	2.2761599346995354	0.1662164435850272	0.5724799260497093	0.1330556869506836	0.23241982975509637	0
N28	5	1	13.703167915344238	13.587455749511719	2.2741439417004585	0.16595753301351338	0.5680959485471249	0.11571216583251953	0.20368419477105448	0
N28	5	2	13.702143669128418	13.579263687133789	2.2773759365081787	0.16620581359391343	0.5693439431488514	0.1228799819946289	0.21582732805590366	0
