profile_id	condition	layer	decode_index	kernel_index	kernel_role	kernel_name	metric_name	unit	value	replay_pass_count
L0_UP_D3_FAIR_N28	FAIR_N28	0	3	0	GEMM	gemm_forward_4bit_cuda_m16n128k32(int, int, __half *, int *, __half *, int *, int, int, int, __half *)	lts__t_sectors_srcunit_tex_op_read_lookup_hit.sum	sector	144232.0	3
L0_UP_D3_FAIR_N28	FAIR_N28	0	3	1	REDUCTION	void at::reduce_kernel<128, 4, at::ReduceOp<c10::Half, at::func_wrapper_t<c10::Half, at::sum_functor<c10::Half, float, c10::Half>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, c10::Half, 4>>(T3)	lts__t_sectors_srcunit_tex_op_read_lookup_hit.sum	sector	9472.0	3
L0_UP_D3_FAIR_N28	FAIR_N28	0	3	0	GEMM	gemm_forward_4bit_cuda_m16n128k32(int, int, __half *, int *, __half *, int *, int, int, int, __half *)	lts__t_sectors_srcunit_tex_op_read_lookup_miss.sum	sector	1102316.0	3
L0_UP_D3_FAIR_N28	FAIR_N28	0	3	1	REDUCTION	void at::reduce_kernel<128, 4, at::ReduceOp<c10::Half, at::func_wrapper_t<c10::Half, at::sum_functor<c10::Half, float, c10::Half>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, c10::Half, 4>>(T3)	lts__t_sectors_srcunit_tex_op_read_lookup_miss.sum	sector	0.0	3
L0_UP_D3_FAIR_N28	FAIR_N28	0	3	0	GEMM	gemm_forward_4bit_cuda_m16n128k32(int, int, __half *, int *, __half *, int *, int, int, int, __half *)	dram__bytes_read.sum	byte	35290624.0	3
L0_UP_D3_FAIR_N28	FAIR_N28	0	3	1	REDUCTION	void at::reduce_kernel<128, 4, at::ReduceOp<c10::Half, at::func_wrapper_t<c10::Half, at::sum_functor<c10::Half, float, c10::Half>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, c10::Half, 4>>(T3)	dram__bytes_read.sum	byte	384.0	3
L0_UP_D3_FAIR_N28	FAIR_N28	0	3	0	GEMM	gemm_forward_4bit_cuda_m16n128k32(int, int, __half *, int *, __half *, int *, int, int, int, __half *)	smsp__warp_issue_stalled_long_scoreboard_per_warp_active.pct	%	54.13	3
L0_UP_D3_FAIR_N28	FAIR_N28	0	3	1	REDUCTION	void at::reduce_kernel<128, 4, at::ReduceOp<c10::Half, at::func_wrapper_t<c10::Half, at::sum_functor<c10::Half, float, c10::Half>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, c10::Half, 4>>(T3)	smsp__warp_issue_stalled_long_scoreboard_per_warp_active.pct	%	8.3	3
L0_UP_D3_FAIR_N28	FAIR_N28	0	3	0	GEMM	gemm_forward_4bit_cuda_m16n128k32(int, int, __half *, int *, __half *, int *, int, int, int, __half *)	smsp__inst_executed_pipe_lsu.avg.pct_of_peak_sustained_active	%	6.06	3
L0_UP_D3_FAIR_N28	FAIR_N28	0	3	1	REDUCTION	void at::reduce_kernel<128, 4, at::ReduceOp<c10::Half, at::func_wrapper_t<c10::Half, at::sum_functor<c10::Half, float, c10::Half>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, c10::Half, 4>>(T3)	smsp__inst_executed_pipe_lsu.avg.pct_of_peak_sustained_active	%	0.39	3
L0_UP_D3_FAIR_N28	FAIR_N28	0	3	0	GEMM	gemm_forward_4bit_cuda_m16n128k32(int, int, __half *, int *, __half *, int *, int, int, int, __half *)	sm__warps_active.avg.pct_of_peak_sustained_active	%	33.08	3
L0_UP_D3_FAIR_N28	FAIR_N28	0	3	1	REDUCTION	void at::reduce_kernel<128, 4, at::ReduceOp<c10::Half, at::func_wrapper_t<c10::Half, at::sum_functor<c10::Half, float, c10::Half>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, c10::Half, 4>>(T3)	sm__warps_active.avg.pct_of_peak_sustained_active	%	8.32	3
L0_UP_D3_FAIR_N8	FAIR_N8	0	3	0	GEMM	gemm_forward_4bit_cuda_m16n128k32(int, int, __half *, int *, __half *, int *, int, int, int, __half *)	l1tex__t_bytes.sum	byte	46829568.0	3
L0_UP_D3_FAIR_N8	FAIR_N8	0	3	1	REDUCTION	void at::reduce_kernel<128, 4, at::ReduceOp<c10::Half, at::func_wrapper_t<c10::Half, at::sum_functor<c10::Half, float, c10::Half>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, c10::Half, 4>>(T3)	l1tex__t_bytes.sum	byte	454656.0	3
L0_UP_D3_FAIR_N8	FAIR_N8	0	3	0	GEMM	gemm_forward_4bit_cuda_m16n128k32(int, int, __half *, int *, __half *, int *, int, int, int, __half *)	lts__t_bytes.sum	byte	40631904.0	3
L0_UP_D3_FAIR_N8	FAIR_N8	0	3	1	REDUCTION	void at::reduce_kernel<128, 4, at::ReduceOp<c10::Half, at::func_wrapper_t<c10::Half, at::sum_functor<c10::Half, float, c10::Half>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, c10::Half, 4>>(T3)	lts__t_bytes.sum	byte	984448.0	3
L0_UP_D3_FAIR_N8	FAIR_N8	0	3	0	GEMM	gemm_forward_4bit_cuda_m16n128k32(int, int, __half *, int *, __half *, int *, int, int, int, __half *)	dram__bytes.sum	byte	35255168.0	3
L0_UP_D3_FAIR_N8	FAIR_N8	0	3	1	REDUCTION	void at::reduce_kernel<128, 4, at::ReduceOp<c10::Half, at::func_wrapper_t<c10::Half, at::sum_functor<c10::Half, float, c10::Half>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, c10::Half, 4>>(T3)	dram__bytes.sum	byte	384.0	3
L0_UP_D3_FAIR_N8	FAIR_N8	0	3	0	GEMM	gemm_forward_4bit_cuda_m16n128k32(int, int, __half *, int *, __half *, int *, int, int, int, __half *)	gpu__time_duration.sum	ns	59136.0	3
L0_UP_D3_FAIR_N8	FAIR_N8	0	3	1	REDUCTION	void at::reduce_kernel<128, 4, at::ReduceOp<c10::Half, at::func_wrapper_t<c10::Half, at::sum_functor<c10::Half, float, c10::Half>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, c10::Half, 4>>(T3)	gpu__time_duration.sum	ns	4448.0	3
L0_UP_D3_FAIR_N8	FAIR_N8	0	3	0	GEMM	gemm_forward_4bit_cuda_m16n128k32(int, int, __half *, int *, __half *, int *, int, int, int, __half *)	lts__t_sectors_srcunit_tex_op_read_lookup_hit.sum	sector	145752.0	3
L0_UP_D3_FAIR_N8	FAIR_N8	0	3	1	REDUCTION	void at::reduce_kernel<128, 4, at::ReduceOp<c10::Half, at::func_wrapper_t<c10::Half, at::sum_functor<c10::Half, float, c10::Half>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, c10::Half, 4>>(T3)	lts__t_sectors_srcunit_tex_op_read_lookup_hit.sum	sector	9472.0	3
L0_UP_D3_FAIR_N8	FAIR_N8	0	3	0	GEMM	gemm_forward_4bit_cuda_m16n128k32(int, int, __half *, int *, __half *, int *, int, int, int, __half *)	lts__t_sectors_srcunit_tex_op_read_lookup_miss.sum	sector	1101176.0	3
L0_UP_D3_FAIR_N8	FAIR_N8	0	3	1	REDUCTION	void at::reduce_kernel<128, 4, at::ReduceOp<c10::Half, at::func_wrapper_t<c10::Half, at::sum_functor<c10::Half, float, c10::Half>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, c10::Half, 4>>(T3)	lts__t_sectors_srcunit_tex_op_read_lookup_miss.sum	sector	0.0	3
L0_UP_D3_FAIR_N8	FAIR_N8	0	3	0	GEMM	gemm_forward_4bit_cuda_m16n128k32(int, int, __half *, int *, __half *, int *, int, int, int, __half *)	dram__bytes_read.sum	byte	35255168.0	3
L0_UP_D3_FAIR_N8	FAIR_N8	0	3	1	REDUCTION	void at::reduce_kernel<128, 4, at::ReduceOp<c10::Half, at::func_wrapper_t<c10::Half, at::sum_functor<c10::Half, float, c10::Half>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, c10::Half, 4>>(T3)	dram__bytes_read.sum	byte	384.0	3
L0_UP_D3_FAIR_N8	FAIR_N8	0	3	0	GEMM	gemm_forward_4bit_cuda_m16n128k32(int, int, __half *, int *, __half *, int *, int, int, int, __half *)	smsp__warp_issue_stalled_long_scoreboard_per_warp_active.pct	%	53.79	3
L0_UP_D3_FAIR_N8	FAIR_N8	0	3	1	REDUCTION	void at::reduce_kernel<128, 4, at::ReduceOp<c10::Half, at::func_wrapper_t<c10::Half, at::sum_functor<c10::Half, float, c10::Half>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, c10::Half, 4>>(T3)	smsp__warp_issue_stalled_long_scoreboard_per_warp_active.pct	%	8.58	3
L0_UP_D3_FAIR_N8	FAIR_N8	0	3	0	GEMM	gemm_forward_4bit_cuda_m16n128k32(int, int, __half *, int *, __half *, int *, int, int, int, __half *)	smsp__inst_executed_pipe_lsu.avg.pct_of_peak_sustained_active	%	6.04	3
L0_UP_D3_FAIR_N8	FAIR_N8	0	3	1	REDUCTION	void at::reduce_kernel<128, 4, at::ReduceOp<c10::Half, at::func_wrapper_t<c10::Half, at::sum_functor<c10::Half, float, c10::Half>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, c10::Half, 4>>(T3)	smsp__inst_executed_pipe_lsu.avg.pct_of_peak_sustained_active	%	0.39	3
L0_UP_D3_FAIR_N8	FAIR_N8	0	3	0	GEMM	gemm_forward_4bit_cuda_m16n128k32(int, int, __half *, int *, __half *, int *, int, int, int, __half *)	sm__warps_active.avg.pct_of_peak_sustained_active	%	32.99	3
L0_UP_D3_FAIR_N8	FAIR_N8	0	3	1	REDUCTION	void at::reduce_kernel<128, 4, at::ReduceOp<c10::Half, at::func_wrapper_t<c10::Half, at::sum_functor<c10::Half, float, c10::Half>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, c10::Half, 4>>(T3)	sm__warps_active.avg.pct_of_peak_sustained_active	%	8.32	3
L14_UP_D3_CONTROL_N2	CONTROL_N2	14	3	0	GEMM	gemm_forward_4bit_cuda_m16n128k32(int, int, __half *, int *, __half *, int *, int, int, int, __half *)	l1tex__t_bytes.sum	byte	46829568.0	3
L14_UP_D3_CONTROL_N2	CONTROL_N2	14	3	1	REDUCTION	void at::reduce_kernel<128, 4, at::ReduceOp<c10::Half, at::func_wrapper_t<c10::Half, at::sum_functor<c10::Half, float, c10::Half>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, c10::Half, 4>>(T3)	l1tex__t_bytes.sum	byte	454656.0	3
L14_UP_D3_CONTROL_N2	CONTROL_N2	14	3	0	GEMM	gemm_forward_4bit_cuda_m16n128k32(int, int, __half *, int *, __half *, int *, int, int, int, __half *)	lts__t_bytes.sum	byte	40725280.0	3
L14_UP_D3_CONTROL_N2	CONTROL_N2	14	3	1	REDUCTION	void at::reduce_kernel<128, 4, at::ReduceOp<c10::Half, at::func_wrapper_t<c10::Half, at::sum_functor<c10::Half, float, c10::Half>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, c10::Half, 4>>(T3)	lts__t_bytes.sum	byte	983616.0	3
L14_UP_D3_CONTROL_N2	CONTROL_N2	14	3	0	GEMM	gemm_forward_4bit_cuda_m16n128k32(int, int, __half *, int *, __half *, int *, int, int, int, __half *)	dram__bytes.sum	byte	45955840.0	3
L14_UP_D3_CONTROL_N2	CONTROL_N2	14	3	1	REDUCTION	void at::reduce_kernel<128, 4, at::ReduceOp<c10::Half, at::func_wrapper_t<c10::Half, at::sum_functor<c10::Half, float, c10::Half>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, c10::Half, 4>>(T3)	dram__bytes.sum	byte	640.0	3
L14_UP_D3_CONTROL_N2	CONTROL_N2	14	3	0	GEMM	gemm_forward_4bit_cuda_m16n128k32(int, int, __half *, int *, __half *, int *, int, int, int, __half *)	gpu__time_duration.sum	ns	77152.0	3
L14_UP_D3_CONTROL_N2	CONTROL_N2	14	3	1	REDUCTION	void at::reduce_kernel<128, 4, at::ReduceOp<c10::Half, at::func_wrapper_t<c10::Half, at::sum_functor<c10::Half, float, c10::Half>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, c10::Half, 4>>(T3)	gpu__time_duration.sum	ns	4448.0	3
L14_UP_D3_CONTROL_N2	CONTROL_N2	14	3	0	GEMM	gemm_forward_4bit_cuda_m16n128k32(int, int, __half *, int *, __half *, int *, int, int, int, __half *)	lts__t_sectors_srcunit_tex_op_read_lookup_hit.sum	sector	146076.0	3
L14_UP_D3_CONTROL_N2	CONTROL_N2	14	3	1	REDUCTION	void at::reduce_kernel<128, 4, at::ReduceOp<c10::Half, at::func_wrapper_t<c10::Half, at::sum_functor<c10::Half, float, c10::Half>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, c10::Half, 4>>(T3)	lts__t_sectors_srcunit_tex_op_read_lookup_hit.sum	sector	9472.0	3
L14_UP_D3_CONTROL_N2	CONTROL_N2	14	3	0	GEMM	gemm_forward_4bit_cuda_m16n128k32(int, int, __half *, int *, __half *, int *, int, int, int, __half *)	lts__t_sectors_srcunit_tex_op_read_lookup_miss.sum	sector	1102304.0	3
L14_UP_D3_CONTROL_N2	CONTROL_N2	14	3	1	REDUCTION	void at::reduce_kernel<128, 4, at::ReduceOp<c10::Half, at::func_wrapper_t<c10::Half, at::sum_functor<c10::Half, float, c10::Half>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, c10::Half, 4>>(T3)	lts__t_sectors_srcunit_tex_op_read_lookup_miss.sum	sector	0.0	3
L14_UP_D3_CONTROL_N2	CONTROL_N2	14	3	0	GEMM	gemm_forward_4bit_cuda_m16n128k32(int, int, __half *, int *, __half *, int *, int, int, int, __half *)	dram__bytes_read.sum	byte	35279488.0	3
L14_UP_D3_CONTROL_N2	CONTROL_N2	14	3	1	REDUCTION	void at::reduce_kernel<128, 4, at::ReduceOp<c10::Half, at::func_wrapper_t<c10::Half, at::sum_functor<c10::Half, float, c10::Half>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, c10::Half, 4>>(T3)	dram__bytes_read.sum	byte	640.0	3
L14_UP_D3_CONTROL_N2	CONTROL_N2	14	3	0	GEMM	gemm_forward_4bit_cuda_m16n128k32(int, int, __half *, int *, __half *, int *, int, int, int, __half *)	smsp__warp_issue_stalled_long_scoreboard_per_warp_active.pct	%	60.45	3
L14_UP_D3_CONTROL_N2	CONTROL_N2	14	3	1	REDUCTION	void at::reduce_kernel<128, 4, at::ReduceOp<c10::Half, at::func_wrapper_t<c10::Half, at::sum_functor<c10::Half, float, c10::Half>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, c10::Half, 4>>(T3)	smsp__warp_issue_stalled_long_scoreboard_per_warp_active.pct	%	8.41	3
L14_UP_D3_CONTROL_N2	CONTROL_N2	14	3	0	GEMM	gemm_forward_4bit_cuda_m16n128k32(int, int, __half *, int *, __half *, int *, int, int, int, __half *)	smsp__inst_executed_pipe_lsu.avg.pct_of_peak_sustained_active	%	4.59	3
L14_UP_D3_CONTROL_N2	CONTROL_N2	14	3	1	REDUCTION	void at::reduce_kernel<128, 4, at::ReduceOp<c10::Half, at::func_wrapper_t<c10::Half, at::sum_functor<c10::Half, float, c10::Half>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, c10::Half, 4>>(T3)	smsp__inst_executed_pipe_lsu.avg.pct_of_peak_sustained_active	%	0.39	3
L14_UP_D3_CONTROL_N2	CONTROL_N2	14	3	0	GEMM	gemm_forward_4bit_cuda_m16n128k32(int, int, __half *, int *, __half *, int *, int, int, int, __half *)	sm__warps_active.avg.pct_of_peak_sustained_active	%	33.48	3
L14_UP_D3_CONTROL_N2	CONTROL_N2	14	3	1	REDUCTION	void at::reduce_kernel<128, 4, at::ReduceOp<c10::Half, at::func_wrapper_t<c10::Half, at::sum_functor<c10::Half, float, c10::Half>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, c10::Half, 4>>(T3)	sm__warps_active.avg.pct_of_peak_sustained_active	%	8.32	3
L14_UP_D3_CONTROL_N28	CONTROL_N28	14	3	0	GEMM	gemm_forward_4bit_cuda_m16n128k32(int, int, __half *, int *, __half *, int *, int, int, int, __half *)	l1tex__t_bytes.sum	byte	46829568.0	3
L14_UP_D3_CONTROL_N28	CONTROL_N28	14	3	1	REDUCTION	void at::reduce_kernel<128, 4, at::ReduceOp<c10::Half, at::func_wrapper_t<c10::Half, at::sum_functor<c10::Half, float, c10::Half>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, c10::Half, 4>>(T3)	l1tex__t_bytes.sum	byte	454656.0	3
L14_UP_D3_CONTROL_N28	CONTROL_N28	14	3	0	GEMM	gemm_forward_4bit_cuda_m16n128k32(int, int, __half *, int *, __half *, int *, int, int, int, __half *)	lts__t_bytes.sum	byte	40727904.0	3
L14_UP_D3_CONTROL_N28	CONTROL_N28	14	3	1	REDUCTION	void at::reduce_kernel<128, 4, at::ReduceOp<c10::Half, at::func_wrapper_t<c10::Half, at::sum_functor<c10::Half, float, c10::Half>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, c10::Half, 4>>(T3)	lts__t_bytes.sum	byte	983904.0	3
L14_UP_D3_CONTROL_N28	CONTROL_N28	14	3	0	GEMM	gemm_forward_4bit_cuda_m16n128k32(int, int, __half *, int *, __half *, int *, int, int, int, __half *)	dram__bytes.sum	byte	45956352.0	3
L14_UP_D3_CONTROL_N28	CONTROL_N28	14	3	1	REDUCTION	void at::reduce_kernel<128, 4, at::ReduceOp<c10::Half, at::func_wrapper_t<c10::Half, at::sum_functor<c10::Half, float, c10::Half>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, c10::Half, 4>>(T3)	dram__bytes.sum	byte	512.0	3
L14_UP_D3_CONTROL_N28	CONTROL_N28	14	3	0	GEMM	gemm_forward_4bit_cuda_m16n128k32(int, int, __half *, int *, __half *, int *, int, int, int, __half *)	gpu__time_duration.sum	ns	76960.0	3
L14_UP_D3_CONTROL_N28	CONTROL_N28	14	3	1	REDUCTION	void at::reduce_kernel<128, 4, at::ReduceOp<c10::Half, at::func_wrapper_t<c10::Half, at::sum_functor<c10::Half, float, c10::Half>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, c10::Half, 4>>(T3)	gpu__time_duration.sum	ns	4480.0	3
L14_UP_D3_CONTROL_N28	CONTROL_N28	14	3	0	GEMM	gemm_forward_4bit_cuda_m16n128k32(int, int, __half *, int *, __half *, int *, int, int, int, __half *)	lts__t_sectors_srcunit_tex_op_read_lookup_hit.sum	sector	146200.0	3
L14_UP_D3_CONTROL_N28	CONTROL_N28	14	3	1	REDUCTION	void at::reduce_kernel<128, 4, at::ReduceOp<c10::Half, at::func_wrapper_t<c10::Half, at::sum_functor<c10::Half, float, c10::Half>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, c10::Half, 4>>(T3)	lts__t_sectors_srcunit_tex_op_read_lookup_hit.sum	sector	9472.0	3
L14_UP_D3_CONTROL_N28	CONTROL_N28	14	3	0	GEMM	gemm_forward_4bit_cuda_m16n128k32(int, int, __half *, int *, __half *, int *, int, int, int, __half *)	lts__t_sectors_srcunit_tex_op_read_lookup_miss.sum	sector	1102304.0	3
L14_UP_D3_CONTROL_N28	CONTROL_N28	14	3	1	REDUCTION	void at::reduce_kernel<128, 4, at::ReduceOp<c10::Half, at::func_wrapper_t<c10::Half, at::sum_functor<c10::Half, float, c10::Half>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, c10::Half, 4>>(T3)	lts__t_sectors_srcunit_tex_op_read_lookup_miss.sum	sector	0.0	3
L14_UP_D3_CONTROL_N28	CONTROL_N28	14	3	0	GEMM	gemm_forward_4bit_cuda_m16n128k32(int, int, __half *, int *, __half *, int *, int, int, int, __half *)	dram__bytes_read.sum	byte	35278976.0	3
L14_UP_D3_CONTROL_N28	CONTROL_N28	14	3	1	REDUCTION	void at::reduce_kernel<128, 4, at::ReduceOp<c10::Half, at::func_wrapper_t<c10::Half, at::sum_functor<c10::Half, float, c10::Half>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, c10::Half, 4>>(T3)	dram__bytes_read.sum	byte	512.0	3
L14_UP_D3_CONTROL_N28	CONTROL_N28	14	3	0	GEMM	gemm_forward_4bit_cuda_m16n128k32(int, int, __half *, int *, __half *, int *, int, int, int, __half *)	smsp__warp_issue_stalled_long_scoreboard_per_warp_active.pct	%	60.81	3
L14_UP_D3_CONTROL_N28	CONTROL_N28	14	3	1	REDUCTION	void at::reduce_kernel<128, 4, at::ReduceOp<c10::Half, at::func_wrapper_t<c10::Half, at::sum_functor<c10::Half, float, c10::Half>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, c10::Half, 4>>(T3)	smsp__warp_issue_stalled_long_scoreboard_per_warp_active.pct	%	8.45	3
L14_UP_D3_CONTROL_N28	CONTROL_N28	14	3	0	GEMM	gemm_forward_4bit_cuda_m16n128k32(int, int, __half *, int *, __half *, int *, int, int, int, __half *)	smsp__inst_executed_pipe_lsu.avg.pct_of_peak_sustained_active	%	4.58	3
L14_UP_D3_CONTROL_N28	CONTROL_N28	14	3	1	REDUCTION	void at::reduce_kernel<128, 4, at::ReduceOp<c10::Half, at::func_wrapper_t<c10::Half, at::sum_functor<c10::Half, float, c10::Half>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, c10::Half, 4>>(T3)	smsp__inst_executed_pipe_lsu.avg.pct_of_peak_sustained_active	%	0.39	3
L14_UP_D3_CONTROL_N28	CONTROL_N28	14	3	0	GEMM	gemm_forward_4bit_cuda_m16n128k32(int, int, __half *, int *, __half *, int *, int, int, int, __half *)	sm__warps_active.avg.pct_of_peak_sustained_active	%	33.45	3
L14_UP_D3_CONTROL_N28	CONTROL_N28	14	3	1	REDUCTION	void at::reduce_kernel<128, 4, at::ReduceOp<c10::Half, at::func_wrapper_t<c10::Half, at::sum_functor<c10::Half, float, c10::Half>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, c10::Half, 4>>(T3)	sm__warps_active.avg.pct_of_peak_sustained_active	%	8.32	3
L14_UP_D3_CONTROL_N8	CONTROL_N8	14	3	0	GEMM	gemm_forward_4bit_cuda_m16n128k32(int, int, __half *, int *, __half *, int *, int, int, int, __half *)	l1tex__t_bytes.sum	byte	46829568.0	3
L14_UP_D3_CONTROL_N8	CONTROL_N8	14	3	1	REDUCTION	void at::reduce_kernel<128, 4, at::ReduceOp<c10::Half, at::func_wrapper_t<c10::Half, at::sum_functor<c10::Half, float, c10::Half>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, c10::Half, 4>>(T3)	l1tex__t_bytes.sum	byte	454656.0	3
L14_UP_D3_CONTROL_N8	CONTROL_N8	14	3	0	GEMM	gemm_forward_4bit_cuda_m16n128k32(int, int, __half *, int *, __half *, int *, int, int, int, __half *)	lts__t_bytes.sum	byte	40734656.0	3
L14_UP_D3_CONTROL_N8	CONTROL_N8	14	3	1	REDUCTION	void at::reduce_kernel<128, 4, at::ReduceOp<c10::Half, at::func_wrapper_t<c10::Half, at::sum_functor<c10::Half, float, c10::Half>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, c10::Half, 4>>(T3)	lts__t_bytes.sum	byte	983904.0	3
L14_UP_D3_CONTROL_N8	CONTROL_N8	14	3	0	GEMM	gemm_forward_4bit_cuda_m16n128k32(int, int, __half *, int *, __half *, int *, int, int, int, __half *)	dram__bytes.sum	byte	45924224.0	3
L14_UP_D3_CONTROL_N8	CONTROL_N8	14	3	1	REDUCTION	void at::reduce_kernel<128, 4, at::ReduceOp<c10::Half, at::func_wrapper_t<c10::Half, at::sum_functor<c10::Half, float, c10::Half>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, c10::Half, 4>>(T3)	dram__bytes.sum	byte	512.0	3
L14_UP_D3_CONTROL_N8	CONTROL_N8	14	3	0	GEMM	gemm_forward_4bit_cuda_m16n128k32(int, int, __half *, int *, __half *, int *, int, int, int, __half *)	gpu__time_duration.sum	ns	77600.0	3
L14_UP_D3_CONTROL_N8	CONTROL_N8	14	3	1	REDUCTION	void at::reduce_kernel<128, 4, at::ReduceOp<c10::Half, at::func_wrapper_t<c10::Half, at::sum_functor<c10::Half, float, c10::Half>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, c10::Half, 4>>(T3)	gpu__time_duration.sum	ns	4608.0	3
L14_UP_D3_CONTROL_N8	CONTROL_N8	14	3	0	GEMM	gemm_forward_4bit_cuda_m16n128k32(int, int, __half *, int *, __half *, int *, int, int, int, __half *)	lts__t_sectors_srcunit_tex_op_read_lookup_hit.sum	sector	146432.0	3
L14_UP_D3_CONTROL_N8	CONTROL_N8	14	3	1	REDUCTION	void at::reduce_kernel<128, 4, at::ReduceOp<c10::Half, at::func_wrapper_t<c10::Half, at::sum_functor<c10::Half, float, c10::Half>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, c10::Half, 4>>(T3)	lts__t_sectors_srcunit_tex_op_read_lookup_hit.sum	sector	9472.0	3
L14_UP_D3_CONTROL_N8	CONTROL_N8	14	3	0	GEMM	gemm_forward_4bit_cuda_m16n128k32(int, int, __half *, int *, __half *, int *, int, int, int, __half *)	lts__t_sectors_srcunit_tex_op_read_lookup_miss.sum	sector	1102304.0	3
L14_UP_D3_CONTROL_N8	CONTROL_N8	14	3	1	REDUCTION	void at::reduce_kernel<128, 4, at::ReduceOp<c10::Half, at::func_wrapper_t<c10::Half, at::sum_functor<c10::Half, float, c10::Half>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, c10::Half, 4>>(T3)	lts__t_sectors_srcunit_tex_op_read_lookup_miss.sum	sector	0.0	3
L14_UP_D3_CONTROL_N8	CONTROL_N8	14	3	0	GEMM	gemm_forward_4bit_cuda_m16n128k32(int, int, __half *, int *, __half *, int *, int, int, int, __half *)	dram__bytes_read.sum	byte	35279232.0	3
L14_UP_D3_CONTROL_N8	CONTROL_N8	14	3	1	REDUCTION	void at::reduce_kernel<128, 4, at::ReduceOp<c10::Half, at::func_wrapper_t<c10::Half, at::sum_functor<c10::Half, float, c10::Half>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, c10::Half, 4>>(T3)	dram__bytes_read.sum	byte	512.0	3
L14_UP_D3_CONTROL_N8	CONTROL_N8	14	3	0	GEMM	gemm_forward_4bit_cuda_m16n128k32(int, int, __half *, int *, __half *, int *, int, int, int, __half *)	smsp__warp_issue_stalled_long_scoreboard_per_warp_active.pct	%	60.68	3
L14_UP_D3_CONTROL_N8	CONTROL_N8	14	3	1	REDUCTION	void at::reduce_kernel<128, 4, at::ReduceOp<c10::Half, at::func_wrapper_t<c10::Half, at::sum_functor<c10::Half, float, c10::Half>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, c10::Half, 4>>(T3)	smsp__warp_issue_stalled_long_scoreboard_per_warp_active.pct	%	8.16	3
