condition	target	decode_index	token_id	median_ms	min_ms	max_ms	cv	samples_ms	input_sha256	output_sha256	requested_setaside_bytes	actual_setaside_bytes	transition_count
SHARE2_L0	L0_UP	3	3950	0.05632000043988228	0.055296000093221664	0.05632000043988228	0.008256602379830497	[0.05632000043988228, 0.055296000093221664, 0.05632000043988228, 0.05632000043988228, 0.05632000043988228, 0.05632000043988228, 0.055296000093221664]	9e7734930ffe1cb6f035cd455794ce8e535a9853c7ceb5a236770a4cc2b33a06	abb444c62e12fec00485479cc7d40d69aa816d2965f7ba1af6f781a3ede0d142	33947648	37748736	15
SHARE2_L0	L14_UP	0	23578	0.06348799914121628	0.062463998794555664	0.06348799914121628	0.008037361585166788	[0.06348799914121628, 0.06348799914121628, 0.06348799914121628, 0.06348799914121628, 0.062463998794555664, 0.062463998794555664, 0.062463998794555664]	17cb33dd1fdc75886d6152d68abd826d676bab4423d2a3000986f0d27b2b86c5	282a61a18e36691780f971001ffa7a4e0473e70416164304de1410d2f1293df7	33947648	37748736	15
SHARE2_L0	L14_UP	1	11	0.06348799914121628	0.062463998794555664	0.063680000603199	0.00846926943153593	[0.06348799914121628, 0.062463998794555664, 0.062463998794555664, 0.06348799914121628, 0.062463998794555664, 0.063680000603199, 0.06348799914121628]	7452778f19f09e10a4563921776438a1bf015853ab35544b839429f9d52f66e4	01bbee782d3ad81acbdad62b1f87be20228e7351223548ad1b447b190d16957d	33947648	37748736	15
SHARE2_L0	L14_UP	2	323	0.06348799914121628	0.062463998794555664	0.06451199948787689	0.008663200966271942	[0.062463998794555664, 0.06348799914121628, 0.06348799914121628, 0.06364800035953522, 0.06451199948787689, 0.06348799914121628, 0.06348799914121628]	225308e20251277b8e8894ffbde9d11989015a36fbce06334a9eb9961712066b	7fd4ace031eb223e62056e45cd0e3b3e69cf5bb159921725ac44f1c148f1b3a3	33947648	37748736	15
SHARE2_L0	L14_UP	3	3950	0.062463998794555664	0.062463998794555664	0.06348799914121628	0.005631950430276324	[0.062463998794555664, 0.06255999952554703, 0.062463998794555664, 0.062463998794555664, 0.06281600147485733, 0.062463998794555664, 0.06348799914121628]	fad24b505c70b2c4d5265fc0f028fbda7ab87338c131c47e6a534663615297e5	1d4d06b3d59eb3dd8dc7907fd560d2c3bcc97efd037df072c8f534d199ea6eca	33947648	37748736	15
SHARE2_L0	L0_DOWN	0	23578	0.07577600330114365	0.07372800260782242	0.07577600330114365	0.009920274376190048	[0.07475200295448303, 0.07372800260782242, 0.07577600330114365, 0.07577600330114365, 0.07577600330114365, 0.07475200295448303, 0.07577600330114365]	cb50a226fd7403effa427b3aa248b7094a3cffb982b6e6b92aa40d2559b27f93	b01d6063f53842fa93448b59b0f73631b28568764501577e389ca4cf469de6f7	33947648	37748736	15
SHARE2_L0	L0_DOWN	1	11	0.06758400052785873	0.06656000018119812	0.06860800087451935	0.009665588795777957	[0.0676800012588501, 0.06656000018119812, 0.06758400052785873, 0.06659200042486191, 0.06758400052785873, 0.06860800087451935, 0.06758400052785873]	025b9c6e3bb9a34ed6c79e0397b52fdda4892e4718f4ac832eaf27a37eca2fa8	b720fdd0913b1dd3b7df909bd50f71ac928a92531d1b9479a454891d873bf4b2	33947648	37748736	15
SHARE2_L0	L0_DOWN	2	323	0.06656000018119812	0.06656000018119812	0.06758400052785873	0.007563543167706928	[0.06758400052785873, 0.06656000018119812, 0.06656000018119812, 0.06758400052785873, 0.06656000018119812, 0.06758400052785873, 0.06656000018119812]	d4595db8994a4ff32ff77750cf9b8dfdaab4f473145da0e1b871b4a387b92389	06ecadba2a7ce105244e5594071264b9e30b13b27d33dda9b36d044b6209e5e4	33947648	37748736	15
SHARE2_L0	L0_DOWN	3	3950	0.06656000018119812	0.0655359998345375	0.0676800012588501	0.011501080317587368	[0.06649599969387054, 0.0676800012588501, 0.06656000018119812, 0.0655359998345375, 0.0674239993095398, 0.06656000018119812, 0.0655359998345375]	957ce18d03dcf95851592b34c608119b40e80ddccb115ba484f15e60f92e69e5	edc30fd987ec937b10dc014ec39abf7faf615baf9b01d097462356f5b4887ded	33947648	37748736	15
SHARE3	L0_UP	0	23578	0.09830400347709656	0.09696000069379807	0.10019200295209885	0.010235352149164843	[0.09830400347709656, 0.10019200295209885, 0.09696000069379807, 0.09830400347709656, 0.09830400347709656, 0.09913600236177444, 0.09728000313043594]	1241b8f94067b40d63d7946e485ab95746b0f01055ccf76f2646e7d9f7bf42ef	858e096b29bd6b0ba94ee9aa1d980ceb45430073354ca232ecc3bba2ed948876	33947648	37748736	15
