pattern	point	mode	repetition	step	active_bytes	selected_experts	step_ms	point_id	allocated_bytes	migration_count	migration_bytes	migration_time_ns	gpu_fault_events
D2	MILD_OVERSUB	M1	repeat	5	7046430720		113.877	D2_MILD_OVERSUB_M1	18790481920	1120	2348810240	94913365	UNAVAILABLE
D2	MILD_OVERSUB	M1	repeat	6	8220835840		115.818	D2_MILD_OVERSUB_M1	18790481920	1120	2348810240	94927698	UNAVAILABLE
D2	MILD_OVERSUB	M1	repeat	7	9395240960		117.534	D2_MILD_OVERSUB_M1	18790481920	1120	2348810240	94922927	UNAVAILABLE
D2	MILD_OVERSUB	M1	repeat	8	10569646080		119.41	D2_MILD_OVERSUB_M1	18790481920	1120	2348810240	94934166	UNAVAILABLE
D2	MILD_OVERSUB	M1	repeat	9	11744051200		121.158	D2_MILD_OVERSUB_M1	18790481920	1120	2348810240	94918890	UNAVAILABLE
D2	MILD_OVERSUB	M1	repeat	10	12918456320		122.946	D2_MILD_OVERSUB_M1	18790481920	1120	2348810240	94896846	UNAVAILABLE
D2	MILD_OVERSUB	M1	repeat	11	14092861440		125.004	D2_MILD_OVERSUB_M1	18790481920	1120	2348810240	94955759	UNAVAILABLE
D2	MILD_OVERSUB	M1	repeat	12	15267266560		126.603	D2_MILD_OVERSUB_M1	18790481920	1120	2348810240	94952023	UNAVAILABLE
D2	MILD_OVERSUB	M1	repeat	13	16441671680		3026.45	D2_MILD_OVERSUB_M1	18790481920	330981	35232284672	1763361227	UNAVAILABLE
D2	MILD_OVERSUB	M1	repeat	14	17616076800		3234.01	D2_MILD_OVERSUB_M1	18790481920	355639	37581094912	1883934599	UNAVAILABLE
D2	MILD_OVERSUB	M1	repeat	15	18790481920		3444.64	D2_MILD_OVERSUB_M1	18790481920	378359	39929905152	2002108886	UNAVAILABLE
D3	ACTUAL_DECODE8	M0	cold	0	1054085120	22,44,60,57,24,7,43,39	142.012	D3_ACTUAL_DECODE8_M0	13838323712	19140	1071321088	66439280	UNAVAILABLE
D3	ACTUAL_DECODE8	M0	cold	1	100663296	58,12,25,49,54,62,1,31	14.8083	D3_ACTUAL_DECODE8_M0	13838323712	2999	102760448	7662927	UNAVAILABLE
D3	ACTUAL_DECODE8	M0	cold	2	100663296	29,0,44,63,40,5,60,23	13.5609	D3_ACTUAL_DECODE8_M0	13838323712	2432	108003328	7247136	UNAVAILABLE
D3	ACTUAL_DECODE8	M0	cold	3	100663296	30,12,42,49,6,27,15,51	14.6834	D3_ACTUAL_DECODE8_M0	13838323712	2351	109051904	7198572	UNAVAILABLE
D3	ACTUAL_DECODE8	M0	cold	4	100663296	24,6,39,23,58,50,21,55	13.9409	D3_ACTUAL_DECODE8_M0	13838323712	2163	104333312	6729594	UNAVAILABLE
D3	ACTUAL_DECODE8	M0	cold	5	100663296	51,21,42,53,55,52,0,61	13.6244	D3_ACTUAL_DECODE8_M0	13838323712	1868	104333312	6400962	UNAVAILABLE
D3	ACTUAL_DECODE8	M0	cold	6	100663296	40,24,30,63,36,57,23,52	14.2937	D3_ACTUAL_DECODE8_M0	13838323712	1947	108003328	6646409	UNAVAILABLE
D3	ACTUAL_DECODE8	M0	cold	7	100663296	10,35,19,13,21,4,52,45	13.5973	D3_ACTUAL_DECODE8_M0	13838323712	2344	101711872	6808994	UNAVAILABLE
D3	ACTUAL_DECODE8	M0	cold	8	100663296	27,59,60,7,32,16,9,18	13.1937	D3_ACTUAL_DECODE8_M0	13838323712	2110	108003328	6819030	UNAVAILABLE
D3	ACTUAL_DECODE8	M0	cold	9	100663296	43,49,61,51,52,6,39,22	13.628	D3_ACTUAL_DECODE8_M0	13838323712	1724	105250816	6285378	UNAVAILABLE
D3	ACTUAL_DECODE8	M0	cold	10	100663296	42,26,20,22,44,57,35,62	12.8623	D3_ACTUAL_DECODE8_M0	13838323712	1546	101711872	5942318	UNAVAILABLE
D3	ACTUAL_DECODE8	M0	cold	11	100663296	4,7,14,47,39,27,10,62	13.5091	D3_ACTUAL_DECODE8_M0	13838323712	1688	103809024	6185431	UNAVAILABLE
D3	ACTUAL_DECODE8	M0	cold	12	100663296	28,60,32,45,15,38,9,43	12.7713	D3_ACTUAL_DECODE8_M0	13838323712	1462	102498304	5888190	UNAVAILABLE
D3	ACTUAL_DECODE8	M0	cold	13	100663296	11,15,6,50,2,26,56,49	13.9235	D3_ACTUAL_DECODE8_M0	13838323712	1535	104857600	6059619	UNAVAILABLE
D3	ACTUAL_DECODE8	M0	cold	14	100663296	54,36,56,6,28,45,5,37	13.7012	D3_ACTUAL_DECODE8_M0	13838323712	2026	108003328	6728420	UNAVAILABLE
D3	ACTUAL_DECODE8	M0	cold	15	100663296	30,62,15,27,56,61,34,21	13.0474	D3_ACTUAL_DECODE8_M0	13838323712	1811	101122048	6204785	UNAVAILABLE
D3	ACTUAL_DECODE8	M0	cold	16	1054085120	49,41,21,0,13,14,11,20	17.4529	D3_ACTUAL_DECODE8_M0	13838323712	2247	104857600	6845443	UNAVAILABLE
D3	ACTUAL_DECODE8	M0	cold	17	100663296	25,1,47,21,0,35,15,52	10.5731	D3_ACTUAL_DECODE8_M0	13838323712	2117	76546048	5519319	UNAVAILABLE
D3	ACTUAL_DECODE8	M0	cold	18	100663296	50,5,1,40,8,59,18,51	9.76128	D3_ACTUAL_DECODE8_M0	13838323712	1722	78643200	5168895	UNAVAILABLE
D3	ACTUAL_DECODE8	M0	cold	19	100663296	20,8,43,31,48,2,23,35	13.8231	D3_ACTUAL_DECODE8_M0	13838323712	2147	104857600	6730262	UNAVAILABLE
D3	ACTUAL_DECODE8	M0	cold	20	100663296	55,20,39,35,22,47,33,52	10.3729	D3_ACTUAL_DECODE8_M0	13838323712	1461	77070336	4817109	UNAVAILABLE
D3	ACTUAL_DECODE8	M0	cold	21	100663296	27,29,10,55,8,49,44,34	12.0514	D3_ACTUAL_DECODE8_M0	13838323712	1538	90701824	5473741	UNAVAILABLE
D3	ACTUAL_DECODE8	M0	cold	22	100663296	50,40,18,35,42,36,13,30	9.14704	D3_ACTUAL_DECODE8_M0	13838323712	1213	67108864	4130998	UNAVAILABLE
D3	ACTUAL_DECODE8	M0	cold	23	100663296	4,30,22,33,40,32,43,1	11.6968	D3_ACTUAL_DECODE8_M0	13838323712	1967	88473600	5848330	UNAVAILABLE
D3	ACTUAL_DECODE8	M0	cold	24	100663296	2,49,27,36,6,24,51,33	11.2505	D3_ACTUAL_DECODE8_M0	13838323712	1789	92274688	5807922	UNAVAILABLE
D3	ACTUAL_DECODE8	M0	cold	25	100663296	1,51,38,36,63,11,31,4	12.1104	D3_ACTUAL_DECODE8_M0	13838323712	1533	91357184	5493309	UNAVAILABLE
D3	ACTUAL_DECODE8	M0	cold	26	100663296	29,9,39,22,53,47,20,19	9.77229	D3_ACTUAL_DECODE8_M0	13838323712	1159	76152832	4449634	UNAVAILABLE
D3	ACTUAL_DECODE8	M0	cold	27	100663296	3,11,38,14,47,51,7,13	8.47043	D3_ACTUAL_DECODE8_M0	13838323712	985	63700992	3737909	UNAVAILABLE
D3	ACTUAL_DECODE8	M0	cold	28	100663296	41,40,31,53,45,21,32,18	9.6889	D3_ACTUAL_DECODE8_M0	13838323712	1106	76546048	4407534	UNAVAILABLE
D3	ACTUAL_DECODE8	M0	cold	29	100663296	11,21,48,43,16,6,35,56	8.79146	D3_ACTUAL_DECODE8_M0	13838323712	890	64487424	3668182	UNAVAILABLE
D3	ACTUAL_DECODE8	M0	cold	30	100663296	28,3,6,36,46,4,14,23	8.86726	D3_ACTUAL_DECODE8_M0	13838323712	1294	67108864	4220120	UNAVAILABLE
D3	ACTUAL_DECODE8	M0	cold	31	100663296	33,5,12,61,27,55,20,30	8.52685	D3_ACTUAL_DECODE8_M0	13838323712	1063	63045632	3797402	UNAVAILABLE
D3	ACTUAL_DECODE8	M0	cold	32	1054085120	44,50,14,19,61,0,30,49	11.1059	D3_ACTUAL_DECODE8_M0	13838323712	1232	53477376	3582101	UNAVAILABLE
D3	ACTUAL_DECODE8	M0	cold	33	100663296	48,29,35,31,25,5,9,42	8.8279	D3_ACTUAL_DECODE8_M0	13838323712	1722	63176704	4525409	UNAVAILABLE
D3	ACTUAL_DECODE8	M0	cold	34	100663296	49,5,40,18,15,59,8,58	5.32301	D3_ACTUAL_DECODE8_M0	13838323712	907	38797312	2621234	UNAVAILABLE
D3	ACTUAL_DECODE8	M0	cold	35	100663296	35,31,36,23,48,43,44,33	5.61763	D3_ACTUAL_DECODE8_M0	13838323712	737	38797312	2428324	UNAVAILABLE
D3	ACTUAL_DECODE8	M0	cold	36	100663296	17,55,34,10,62,21,47,4	8.91642	D3_ACTUAL_DECODE8_M0	13838323712	1290	63963136	4081152	UNAVAILABLE
D3	ACTUAL_DECODE8	M0	cold	37	100663296	5,29,8,25,36,38,27,49	7.05971	D3_ACTUAL_DECODE8_M0	13838323712	840	51118080	3054176	UNAVAILABLE
D3	ACTUAL_DECODE8	M0	cold	38	100663296	18,48,47,29,20,44,39,42	10.7225	D3_ACTUAL_DECODE8_M0	13838323712	1448	80740352	4955845	UNAVAILABLE
D3	ACTUAL_DECODE8	M0	cold	39	100663296	59,46,4,26,25,62,13,7	10.2293	D3_ACTUAL_DECODE8_M0	13838323712	1717	76021760	5053708	UNAVAILABLE
D3	ACTUAL_DECODE8	M0	cold	40	100663296	27,49,24,12,52,20,57,55	8.57968	D3_ACTUAL_DECODE8_M0	13838323712	1363	66060288	4247398	UNAVAILABLE
D3	ACTUAL_DECODE8	M0	cold	41	100663296	63,26,20,51,48,4,28,7	8.85168	D3_ACTUAL_DECODE8_M0	13838323712	1134	65273856	3968635	UNAVAILABLE
D3	ACTUAL_DECODE8	M0	cold	42	100663296	28,13,31,20,22,15,2,9	8.10842	D3_ACTUAL_DECODE8_M0	13838323712	905	63176704	3628733	UNAVAILABLE
D3	ACTUAL_DECODE8	M0	cold	43	100663296	46,28,14,17,10,13,47,49	6.75312	D3_ACTUAL_DECODE8_M0	13838323712	706	51118080	2906565	UNAVAILABLE
D3	ACTUAL_DECODE8	M0	cold	44	100663296	41,4,45,31,57,29,17,48	8.12582	D3_ACTUAL_DECODE8_M0	13838323712	919	63438848	3652490	UNAVAILABLE
D3	ACTUAL_DECODE8	M0	cold	45	100663296	11,0,57,6,31,36,16,62	8.668	D3_ACTUAL_DECODE8_M0	13838323712	850	63963136	3601980	UNAVAILABLE
D3	ACTUAL_DECODE8	M0	cold	46	100663296	36,28,6,46,23,13,10,35	5.32851	D3_ACTUAL_DECODE8_M0	13838323712	710	38797312	2397176	UNAVAILABLE
D3	ACTUAL_DECODE8	M0	cold	47	100663296	5,20,30,40,42,34,28,55	5.50618	D3_ACTUAL_DECODE8_M0	13838323712	625	37879808	2266866	UNAVAILABLE
D3	ACTUAL_DECODE8	M0	cold	48	1054085120	44,41,3,30,0,35,21,60	7.98605	D3_ACTUAL_DECODE8_M0	13838323712	612	26214400	1777599	UNAVAILABLE
D3	ACTUAL_DECODE8	M0	cold	49	100663296	59,44,25,28,12,26,46,35	8.63136	D3_ACTUAL_DECODE8_M0	13838323712	1661	63176704	4457114	UNAVAILABLE
D3	ACTUAL_DECODE8	M0	cold	50	100663296	18,5,15,40,11,6,54,28	6.68445	D3_ACTUAL_DECODE8_M0	13838323712	1111	51380224	3363905	UNAVAILABLE
D3	ACTUAL_DECODE8	M0	cold	51	100663296	59,57,33,31,35,1,4,43	7.54157	D3_ACTUAL_DECODE8_M0	13838323712	1117	53477376	3457230	UNAVAILABLE
D3	ACTUAL_DECODE8	M0	cold	52	100663296	55,62,17,47,56,46,31,45	7.1336	D3_ACTUAL_DECODE8_M0	13838323712	930	50855936	3143171	UNAVAILABLE
D3	ACTUAL_DECODE8	M0	cold	53	100663296	8,29,36,27,38,25,55,49	0.82416	D3_ACTUAL_DECODE8_M0	13838323712	0	0	0	UNAVAILABLE
D3	ACTUAL_DECODE8	M0	cold	54	100663296	18,40,47,48,42,31,29,39	2.24893	D3_ACTUAL_DECODE8_M0	13838323712	206	12582912	751599	UNAVAILABLE
D3	ACTUAL_DECODE8	M0	cold	55	100663296	12,26,46,59,4,13,30,33	2.28365	D3_ACTUAL_DECODE8_M0	13838323712	262	12582912	811832	UNAVAILABLE
D3	ACTUAL_DECODE8	M0	cold	56	100663296	27,49,6,52,22,20,24,12	2.47914	D3_ACTUAL_DECODE8_M0	13838323712	306	13631488	903885	UNAVAILABLE
D3	ACTUAL_DECODE8	M0	cold	57	100663296	28,27,47,41,20,33,63,26	6.98157	D3_ACTUAL_DECODE8_M0	13838323712	816	50593792	3004633	UNAVAILABLE
D3	ACTUAL_DECODE8	M0	cold	58	100663296	28,15,49,2,20,23,18,24	6.6768	D3_ACTUAL_DECODE8_M0	13838323712	777	50462720	2957729	UNAVAILABLE
D3	ACTUAL_DECODE8	M0	cold	59	100663296	14,54,28,49,12,10,17,13	3.59843	D3_ACTUAL_DECODE8_M0	13838323712	354	24903680	1428539	UNAVAILABLE
D3	ACTUAL_DECODE8	M0	cold	60	100663296	41,48,31,4,28,29,3,10	3.82346	D3_ACTUAL_DECODE8_M0	13838323712	352	25427968	1448296	UNAVAILABLE
D3	ACTUAL_DECODE8	M0	cold	61	100663296	57,31,0,62,10,16,38,6	4.01469	D3_ACTUAL_DECODE8_M0	13838323712	365	25690112	1473432	UNAVAILABLE
D3	ACTUAL_DECODE8	M0	cold	62	100663296	46,23,40,36,7,6,61,57	7.03456	D3_ACTUAL_DECODE8_M0	13838323712	918	52428800	3198312	UNAVAILABLE
D3	ACTUAL_DECODE8	M0	cold	63	100663296	57,23,22,5,36,42,31,43	9.59491	D3_ACTUAL_DECODE8_M0	13838323712	1203	75563008	4473411	UNAVAILABLE
D3	ACTUAL_DECODE8	M0	cold	64	1054085120	60,7,22,43,24,57,44,19	4.66182	D3_ACTUAL_DECODE8_M0	13838323712	0	0	0	UNAVAILABLE
D3	ACTUAL_DECODE8	M0	cold	65	100663296	45,12,62,59,23,25,14,31	5.49654	D3_ACTUAL_DECODE8_M0	13838323712	959	37748736	2627007	UNAVAILABLE
D3	ACTUAL_DECODE8	M0	cold	66	100663296	5,6,15,18,40,11,16,42	3.82352	D3_ACTUAL_DECODE8_M0	13838323712	557	26214400	1707251	UNAVAILABLE
D3	ACTUAL_DECODE8	M0	cold	67	100663296	47,59,4,31,2,33,35,48	2.35139	D3_ACTUAL_DECODE8_M0	13838323712	249	12582912	797607	UNAVAILABLE
D3	ACTUAL_DECODE8	M0	cold	68	100663296	55,40,17,62,10,4,21,39	2.46749	D3_ACTUAL_DECODE8_M0	13838323712	265	12582912	816027	UNAVAILABLE
D3	ACTUAL_DECODE8	M0	cold	69	100663296	15,49,8,29,47,27,53,36	4.18438	D3_ACTUAL_DECODE8_M0	13838323712	508	26476544	1661259	UNAVAILABLE
D3	ACTUAL_DECODE8	M0	cold	70	100663296	40,18,27,39,8,13,35,15	5.64758	D3_ACTUAL_DECODE8_M0	13838323712	780	40894464	2566102	UNAVAILABLE
D3	ACTUAL_DECODE8	M0	cold	71	100663296	16,62,35,54,40,8,14,13	6.90368	D3_ACTUAL_DECODE8_M0	13838323712	1193	50593792	3420782	UNAVAILABLE
D3	ACTUAL_DECODE8	M0	cold	72	100663296	41,48,27,49,59,52,13,12	5.23734	D3_ACTUAL_DECODE8_M0	13838323712	711	38797312	2397845	UNAVAILABLE
D3	ACTUAL_DECODE8	M0	cold	73	100663296	27,47,51,62,63,26,33,6	2.22544	D3_ACTUAL_DECODE8_M0	13838323712	169	11927552	685782	UNAVAILABLE
D3	ACTUAL_DECODE8	M0	cold	74	100663296	15,20,22,55,27,28,23,8	5.23562	D3_ACTUAL_DECODE8_M0	13838323712	560	37748736	2193588	UNAVAILABLE
D3	ACTUAL_DECODE8	M0	cold	75	100663296	54,28,14,30,7,18,36,46	5.55914	D3_ACTUAL_DECODE8_M0	13838323712	616	38273024	2272350	UNAVAILABLE
D3	ACTUAL_DECODE8	M0	cold	76	100663296	4,34,49,45,1,16,57,50	8.07274	D3_ACTUAL_DECODE8_M0	13838323712	935	63176704	3670012	UNAVAILABLE
D3	ACTUAL_DECODE8	M0	cold	77	100663296	30,0,12,33,6,58,37,16	8.62752	D3_ACTUAL_DECODE8_M0	13838323712	884	62914560	3604334	UNAVAILABLE
D3	ACTUAL_DECODE8	M0	cold	78	100663296	10,18,31,50,0,15,13,36	8.6953	D3_ACTUAL_DECODE8_M0	13838323712	1129	65011712	3964948	UNAVAILABLE
D3	ACTUAL_DECODE8	M0	cold	79	100663296	4,46,10,13,50,54,24,28	11.4396	D3_ACTUAL_DECODE8_M0	13838323712	1429	88211456	5267626	UNAVAILABLE
D3	ACTUAL_DECODE8	M0	cold	80	1054085120	10,41,55,56,46,60,48,0	12.2162	D3_ACTUAL_DECODE8_M0	13838323712	1358	63963136	4162479	UNAVAILABLE
D3	ACTUAL_DECODE8	M0	cold	81	100663296	25,59,12,40,31,58,46,47	2.46048	D3_ACTUAL_DECODE8_M0	13838323712	354	12845056	924989	UNAVAILABLE
D3	ACTUAL_DECODE8	M0	cold	82	100663296	20,54,5,21,40,56,15,12	7.81082	D3_ACTUAL_DECODE8_M0	13838323712	1134	52428800	3435882	UNAVAILABLE
D3	ACTUAL_DECODE8	M0	cold	83	100663296	18,46,28,2,25,43,57,35	8.82819	D3_ACTUAL_DECODE8_M0	13838323712	1134	52428800	3455801	UNAVAILABLE
D3	ACTUAL_DECODE8	M0	cold	84	100663296	55,13,60,46,17,36,57,38	9.98083	D3_ACTUAL_DECODE8_M0	13838323712	1192	62914560	3955421	UNAVAILABLE
D3	ACTUAL_DECODE8	M0	cold	85	100663296	18,42,8,36,50,21,29,38	3.83683	D3_ACTUAL_DECODE8_M0	13838323712	384	24379392	1440735	UNAVAILABLE
D3	ACTUAL_DECODE8	M0	cold	86	100663296	3,60,13,6,42,37,18,56	8.56922	D3_ACTUAL_DECODE8_M0	13838323712	1114	62914560	3847458	UNAVAILABLE
D3	ACTUAL_DECODE8	M0	cold	87	100663296	14,16,6,4,13,54,9,15	5.20941	D3_ACTUAL_DECODE8_M0	13838323712	791	37486592	2433913	UNAVAILABLE
D3	ACTUAL_DECODE8	M0	cold	88	100663296	27,59,6,51,40,28,22,20	3.70906	D3_ACTUAL_DECODE8_M0	13838323712	460	25165824	1555053	UNAVAILABLE
D3	ACTUAL_DECODE8	M0	cold	89	100663296	47,59,51,33,11,29,61,28	3.90355	D3_ACTUAL_DECODE8_M0	13838323712	376	25165824	1467339	UNAVAILABLE
D3	ACTUAL_DECODE8	M0	cold	90	100663296	3,20,61,14,22,45,44,19	6.77014	D3_ACTUAL_DECODE8_M0	13838323712	788	50200576	2960436	UNAVAILABLE
D3	ACTUAL_DECODE8	M0	cold	91	100663296	14,47,31,23,8,13,29,7	6.95709	D3_ACTUAL_DECODE8_M0	13838323712	777	50331648	2951479	UNAVAILABLE
D3	ACTUAL_DECODE8	M0	cold	92	100663296	45,18,32,33,22,38,31,62	5.23882	D3_ACTUAL_DECODE8_M0	13838323712	541	37748736	2167817	UNAVAILABLE
D3	ACTUAL_DECODE8	M0	cold	93	100663296	24,60,11,2,34,6,7,15	7.11168	D3_ACTUAL_DECODE8_M0	13838323712	716	50855936	2905752	UNAVAILABLE
D3	ACTUAL_DECODE8	M0	cold	94	100663296	53,20,29,36,4,6,28,23	5.33277	D3_ACTUAL_DECODE8_M0	13838323712	689	37748736	2331150	UNAVAILABLE
D3	ACTUAL_DECODE8	M0	cold	95	100663296	61,34,24,12,30,57,22,44	2.28451	D3_ACTUAL_DECODE8_M0	13838323712	170	12582912	713076	UNAVAILABLE
D3	ACTUAL_DECODE8	M0	cold	96	1054085120	24,60,41,46,11,22,59,49	6.37219	D3_ACTUAL_DECODE8_M0	13838323712	241	13631488	833743	UNAVAILABLE
D3	ACTUAL_DECODE8	M0	cold	97	100663296	30,31,46,59,25,60,47,49	4.22672	D3_ACTUAL_DECODE8_M0	13838323712	720	25427968	1853869	UNAVAILABLE
D3	ACTUAL_DECODE8	M0	cold	98	100663296	5,13,11,6,53,35,54,40	5.23238	D3_ACTUAL_DECODE8_M0	13838323712	832	38797312	2529980	UNAVAILABLE
D3	ACTUAL_DECODE8	M0	cold	99	100663296	57,31,43,35,59,6,2,25	0.828416	D3_ACTUAL_DECODE8_M0	13838323712	0	0	0	UNAVAILABLE
D3	ACTUAL_DECODE8	M0	cold	100	100663296	17,55,13,62,19,0,30,47	5.56362	D3_ACTUAL_DECODE8_M0	13838323712	667	38273024	2331112	UNAVAILABLE
D3	ACTUAL_DECODE8	M0	cold	101	100663296	38,8,36,29,42,0,48,59	3.96013	D3_ACTUAL_DECODE8_M0	13838323712	387	25165824	1475424	UNAVAILABLE
D3	ACTUAL_DECODE8	M0	cold	102	100663296	18,60,40,56,42,21,57,7	3.6367	D3_ACTUAL_DECODE8_M0	13838323712	372	24117248	1415047	UNAVAILABLE
D3	ACTUAL_DECODE8	M0	cold	103	100663296	4,46,35,9,0,32,55,21	3.79245	D3_ACTUAL_DECODE8_M0	13838323712	480	25034752	1570264	UNAVAILABLE
D3	ACTUAL_DECODE8	M0	cold	104	100663296	27,49,36,59,7,6,52,22	0.82512	D3_ACTUAL_DECODE8_M0	13838323712	0	0	0	UNAVAILABLE
D3	ACTUAL_DECODE8	M0	cold	105	100663296	47,33,2,41,51,26,31,28	2.43565	D3_ACTUAL_DECODE8_M0	13838323712	207	12582912	752274	UNAVAILABLE
D3	ACTUAL_DECODE8	M0	cold	106	100663296	28,22,20,52,55,61,50,19	3.80678	D3_ACTUAL_DECODE8_M0	13838323712	340	25296896	1428814	UNAVAILABLE
D3	ACTUAL_DECODE8	M0	cold	107	100663296	35,14,47,28,54,40,3,25	5.54675	D3_ACTUAL_DECODE8_M0	13838323712	589	38273024	2242390	UNAVAILABLE
D3	ACTUAL_DECODE8	M0	cold	108	100663296	48,31,29,46,10,24,20,13	6.88458	D3_ACTUAL_DECODE8_M0	13838323712	775	50855936	2974846	UNAVAILABLE
D3	ACTUAL_DECODE8	M0	cold	109	100663296	57,60,31,32,16,5,62,25	5.10512	D3_ACTUAL_DECODE8_M0	13838323712	487	36175872	2044499	UNAVAILABLE
D3	ACTUAL_DECODE8	M0	cold	110	100663296	4,34,57,17,40,63,51,7	6.82061	D3_ACTUAL_DECODE8_M0	13838323712	879	50331648	3065833	UNAVAILABLE
D3	ACTUAL_DECODE8	M0	cold	111	100663296	5,33,19,42,47,24,12,16	5.2777	D3_ACTUAL_DECODE8_M0	13838323712	589	37814272	2221776	UNAVAILABLE
D3	ACTUAL_DECODE8	M0	cold	112	1054085120	22,36,57,24,60,7,19,59	6.2281	D3_ACTUAL_DECODE8_M0	13838323712	241	12582912	788752	UNAVAILABLE
D3	ACTUAL_DECODE8	M0	cold	113	100663296	27,23,62,31,54,34,52,14	3.98694	D3_ACTUAL_DECODE8_M0	13838323712	657	24903680	1759881	UNAVAILABLE
D3	ACTUAL_DECODE8	M0	cold	114	100663296	22,3,13,63,35,33,38,48	8.21427	D3_ACTUAL_DECODE8_M0	13838323712	1413	63963136	4220625	UNAVAILABLE
D3	ACTUAL_DECODE8	M0	cold	115	100663296	37,42,30,12,19,54,13,6	7.16867	D3_ACTUAL_DECODE8_M0	13838323712	960	50331648	3151938	UNAVAILABLE
D3	ACTUAL_DECODE8	M0	cold	116	100663296	61,6,43,42,23,21,25,63	8.68934	D3_ACTUAL_DECODE8_M0	13838323712	1139	62914560	3874961	UNAVAILABLE
D3	ACTUAL_DECODE8	M0	cold	117	100663296	58,52,53,42,55,22,51,21	4.00243	D3_ACTUAL_DECODE8_M0	13838323712	424	25165824	1515293	UNAVAILABLE
D3	ACTUAL_DECODE8	M0	cold	118	100663296	24,40,36,62,57,23,53,52	3.8353	D3_ACTUAL_DECODE8_M0	13838323712	417	25165824	1505885	UNAVAILABLE
D3	ACTUAL_DECODE8	M0	cold	119	100663296	35,4,13,45,29,1,2,33	3.98698	D3_ACTUAL_DECODE8_M0	13838323712	583	25296896	1696471	UNAVAILABLE
D3	ACTUAL_DECODE8	M0	cold	120	100663296	27,16,21,30,48,7,59,32	3.68464	D3_ACTUAL_DECODE8_M0	13838323712	490	25165824	1587183	UNAVAILABLE
D3	ACTUAL_DECODE8	M0	cold	121	100663296	52,51,6,47,8,39,34,20	3.81667	D3_ACTUAL_DECODE8_M0	13838323712	342	25165824	1427212	UNAVAILABLE
D3	ACTUAL_DECODE8	M0	cold	122	100663296	50,12,11,58,62,7,43,22	8.33046	D3_ACTUAL_DECODE8_M0	13838323712	918	62783488	3627504	UNAVAILABLE
D3	ACTUAL_DECODE8	M0	cold	123	100663296	7,44,47,37,24,10,40,25	5.22189	D3_ACTUAL_DECODE8_M0	13838323712	550	36962304	2147219	UNAVAILABLE
D3	ACTUAL_DECODE8	M0	cold	124	100663296	15,45,38,32,17,51,43,62	2.38202	D3_ACTUAL_DECODE8_M0	13838323712	196	12582912	741760	UNAVAILABLE
D3	ACTUAL_DECODE8	M0	cold	125	100663296	54,11,15,6,2,60,49,21	2.54	D3_ACTUAL_DECODE8_M0	13838323712	202	13107200	769305	UNAVAILABLE
D3	ACTUAL_DECODE8	M0	cold	126	100663296	5,6,56,36,28,45,4,51	0.823808	D3_ACTUAL_DECODE8_M0	13838323712	0	0	0	UNAVAILABLE
D3	ACTUAL_DECODE8	M0	cold	127	100663296	47,34,12,50,33,30,45,20	2.27222	D3_ACTUAL_DECODE8_M0	13838323712	148	12517376	686249	UNAVAILABLE
D3	ACTUAL_DECODE8	M0	repeat	0	1054085120	22,44,60,57,24,7,43,39	4.66163	D3_ACTUAL_DECODE8_M0	13838323712	0	0	0	UNAVAILABLE
D3	ACTUAL_DECODE8	M0	repeat	1	100663296	58,12,25,49,54,62,1,31	0.824416	D3_ACTUAL_DECODE8_M0	13838323712	0	0	0	UNAVAILABLE
D3	ACTUAL_DECODE8	M0	repeat	2	100663296	29,0,44,63,40,5,60,23	0.823328	D3_ACTUAL_DECODE8_M0	13838323712	0	0	0	UNAVAILABLE
D3	ACTUAL_DECODE8	M0	repeat	3	100663296	30,12,42,49,6,27,15,51	0.824384	D3_ACTUAL_DECODE8_M0	13838323712	0	0	0	UNAVAILABLE
D3	ACTUAL_DECODE8	M0	repeat	4	100663296	24,6,39,23,58,50,21,55	0.82304	D3_ACTUAL_DECODE8_M0	13838323712	0	0	0	UNAVAILABLE
D3	ACTUAL_DECODE8	M0	repeat	5	100663296	51,21,42,53,55,52,0,61	0.820544	D3_ACTUAL_DECODE8_M0	13838323712	0	0	0	UNAVAILABLE
D3	ACTUAL_DECODE8	M0	repeat	6	100663296	40,24,30,63,36,57,23,52	0.823296	D3_ACTUAL_DECODE8_M0	13838323712	0	0	0	UNAVAILABLE
D3	ACTUAL_DECODE8	M0	repeat	7	100663296	10,35,19,13,21,4,52,45	0.823072	D3_ACTUAL_DECODE8_M0	13838323712	0	0	0	UNAVAILABLE
D3	ACTUAL_DECODE8	M0	repeat	8	100663296	27,59,60,7,32,16,9,18	0.824032	D3_ACTUAL_DECODE8_M0	13838323712	0	0	0	UNAVAILABLE
D3	ACTUAL_DECODE8	M0	repeat	9	100663296	43,49,61,51,52,6,39,22	0.823808	D3_ACTUAL_DECODE8_M0	13838323712	0	0	0	UNAVAILABLE
D3	ACTUAL_DECODE8	M0	repeat	10	100663296	42,26,20,22,44,57,35,62	0.821952	D3_ACTUAL_DECODE8_M0	13838323712	0	0	0	UNAVAILABLE
D3	ACTUAL_DECODE8	M0	repeat	11	100663296	4,7,14,47,39,27,10,62	0.823072	D3_ACTUAL_DECODE8_M0	13838323712	0	0	0	UNAVAILABLE
