plan_id	split_id	source_roi	reference_arm	candidate_arm	metric	reference_value	estimate	absolute_error	relative_error	percentage_point_error	interval_kind	interval_low	interval_high	effect_reference	effect_estimate	effect_resolution	prediction_verdict	validation_verdict	test_set_previously_seen	scope
STRATIFIED_RANDOM_CHEAP_V1__B8	C12_RETROSPECTIVE_ALL_SEEN	decode1	F0	NA	vm_translation_walk_starts	15691	0	15691	1	NA	SEED_SENSITIVITY_ONLY	NA	NA	NA	NA	NA	FAIL	FAIL	TRUE	retrospective full-ROI per-kernel exact values; macro cycle 5% is screening only
STRATIFIED_RANDOM_CHEAP_V1__B8	C12_RETROSPECTIVE_ALL_SEEN	decode1	F0	NA	vm_pte_requests	15796	0	15796	1	NA	SEED_SENSITIVITY_ONLY	NA	NA	NA	NA	NA	FAIL	FAIL	TRUE	retrospective full-ROI per-kernel exact values; macro cycle 5% is screening only
STRATIFIED_RANDOM_CHEAP_V1__B8	C12_RETROSPECTIVE_ALL_SEEN	decode1	F0	NA	vm_pte_dram_responses	4134	0	4134	1	NA	SEED_SENSITIVITY_ONLY	NA	NA	NA	NA	NA	FAIL	FAIL	TRUE	retrospective full-ROI per-kernel exact values; macro cycle 5% is screening only
STRATIFIED_REPRESENTATIVE_CHEAP_V1__B12	C12_RETROSPECTIVE_ALL_SEEN	prefill	F0	NA	gpu_sim_cycle	62490238	2112376479.33	2049886241.33	32.8033034749	NA	NOT_DESIGN_BASED	NA	NA	NA	NA	NA	FAIL	FAIL	TRUE	retrospective full-ROI per-kernel exact values; macro cycle 5% is screening only
STRATIFIED_REPRESENTATIVE_CHEAP_V1__B12	C12_RETROSPECTIVE_ALL_SEEN	prefill	F0	NA	vm_l1_tlb_accesses	94168155	3099635464	3005467309	31.9159625566	NA	NOT_DESIGN_BASED	NA	NA	NA	NA	NA	FAIL	FAIL	TRUE	retrospective full-ROI per-kernel exact values; macro cycle 5% is screening only
STRATIFIED_REPRESENTATIVE_CHEAP_V1__B12	C12_RETROSPECTIVE_ALL_SEEN	prefill	F0	NA	vm_l1_tlb_misses	1119527	36037976	34918449	31.1903589641	NA	NOT_DESIGN_BASED	NA	NA	NA	NA	NA	FAIL	FAIL	TRUE	retrospective full-ROI per-kernel exact values; macro cycle 5% is screening only
STRATIFIED_REPRESENTATIVE_CHEAP_V1__B12	C12_RETROSPECTIVE_ALL_SEEN	prefill	F0	NA	vm_l2_tlb_accesses	1119527	36037976	34918449	31.1903589641	NA	NOT_DESIGN_BASED	NA	NA	NA	NA	NA	FAIL	FAIL	TRUE	retrospective full-ROI per-kernel exact values; macro cycle 5% is screening only
STRATIFIED_REPRESENTATIVE_CHEAP_V1__B12	C12_RETROSPECTIVE_ALL_SEEN	prefill	F0	NA	vm_l2_tlb_misses	45227	2405738	2360511	52.1925177438	NA	NOT_DESIGN_BASED	NA	NA	NA	NA	NA	FAIL	FAIL	TRUE	retrospective full-ROI per-kernel exact values; macro cycle 5% is screening only
STRATIFIED_REPRESENTATIVE_CHEAP_V1__B12	C12_RETROSPECTIVE_ALL_SEEN	prefill	F0	NA	vm_translation_walk_starts	20816	1463349.33333	1442533.33333	69.2992569818	NA	NOT_DESIGN_BASED	NA	NA	NA	NA	NA	FAIL	FAIL	TRUE	retrospective full-ROI per-kernel exact values; macro cycle 5% is screening only
STRATIFIED_REPRESENTATIVE_CHEAP_V1__B12	C12_RETROSPECTIVE_ALL_SEEN	prefill	F0	NA	vm_pte_requests	20899	1468885.33333	1447986.33333	69.284957813	NA	NOT_DESIGN_BASED	NA	NA	NA	NA	NA	FAIL	FAIL	TRUE	retrospective full-ROI per-kernel exact values; macro cycle 5% is screening only
STRATIFIED_REPRESENTATIVE_CHEAP_V1__B12	C12_RETROSPECTIVE_ALL_SEEN	prefill	F0	NA	vm_pte_dram_responses	8629	737095.333333	728466.333333	84.4207130992	NA	NOT_DESIGN_BASED	NA	NA	NA	NA	NA	FAIL	FAIL	TRUE	retrospective full-ROI per-kernel exact values; macro cycle 5% is screening only
STRATIFIED_REPRESENTATIVE_CHEAP_V1__B12	C12_RETROSPECTIVE_ALL_SEEN	decode1	F0	NA	gpu_sim_cycle	34564626	471420083.333	436855457.333	12.6388018008	NA	NOT_DESIGN_BASED	NA	NA	NA	NA	NA	FAIL	FAIL	TRUE	retrospective full-ROI per-kernel exact values; macro cycle 5% is screening only
STRATIFIED_REPRESENTATIVE_CHEAP_V1__B12	C12_RETROSPECTIVE_ALL_SEEN	decode1	F0	NA	vm_l1_tlb_accesses	76015393	652697760	576682367	7.58638933828	NA	NOT_DESIGN_BASED	NA	NA	NA	NA	NA	FAIL	FAIL	TRUE	retrospective full-ROI per-kernel exact values; macro cycle 5% is screening only
STRATIFIED_REPRESENTATIVE_CHEAP_V1__B12	C12_RETROSPECTIVE_ALL_SEEN	decode1	F0	NA	vm_l1_tlb_misses	57947	1213106.66667	1155159.66667	19.9347622253	NA	NOT_DESIGN_BASED	NA	NA	NA	NA	NA	FAIL	FAIL	TRUE	retrospective full-ROI per-kernel exact values; macro cycle 5% is screening only
STRATIFIED_REPRESENTATIVE_CHEAP_V1__B12	C12_RETROSPECTIVE_ALL_SEEN	decode1	F0	NA	vm_l2_tlb_accesses	57947	1213106.66667	1155159.66667	19.9347622253	NA	NOT_DESIGN_BASED	NA	NA	NA	NA	NA	FAIL	FAIL	TRUE	retrospective full-ROI per-kernel exact values; macro cycle 5% is screening only
STRATIFIED_REPRESENTATIVE_CHEAP_V1__B12	C12_RETROSPECTIVE_ALL_SEEN	decode1	F0	NA	vm_l2_tlb_misses	22220	1012566.66667	990346.666667	44.5700570057	NA	NOT_DESIGN_BASED	NA	NA	NA	NA	NA	FAIL	FAIL	TRUE	retrospective full-ROI per-kernel exact values; macro cycle 5% is screening only
STRATIFIED_REPRESENTATIVE_CHEAP_V1__B12	C12_RETROSPECTIVE_ALL_SEEN	decode1	F0	NA	vm_translation_walk_starts	15691	994190	978499	62.3605251418	NA	NOT_DESIGN_BASED	NA	NA	NA	NA	NA	FAIL	FAIL	TRUE	retrospective full-ROI per-kernel exact values; macro cycle 5% is screening only
STRATIFIED_REPRESENTATIVE_CHEAP_V1__B12	C12_RETROSPECTIVE_ALL_SEEN	decode1	F0	NA	vm_pte_requests	15796	1002453.33333	986657.333333	62.4624799527	NA	NOT_DESIGN_BASED	NA	NA	NA	NA	NA	FAIL	FAIL	TRUE	retrospective full-ROI per-kernel exact values; macro cycle 5% is screening only
STRATIFIED_REPRESENTATIVE_CHEAP_V1__B12	C12_RETROSPECTIVE_ALL_SEEN	decode1	F0	NA	vm_pte_dram_responses	4134	257273.333333	253139.333333	61.2335107241	NA	NOT_DESIGN_BASED	NA	NA	NA	NA	NA	FAIL	FAIL	TRUE	retrospective full-ROI per-kernel exact values; macro cycle 5% is screening only
STRATIFIED_REPRESENTATIVE_CHEAP_V1__B24	C12_RETROSPECTIVE_ALL_SEEN	prefill	F0	NA	gpu_sim_cycle	62490238	1053811796.33	991321558.333	15.8636227043	NA	NOT_DESIGN_BASED	NA	NA	NA	NA	NA	FAIL	FAIL	TRUE	retrospective full-ROI per-kernel exact values; macro cycle 5% is screening only
STRATIFIED_REPRESENTATIVE_CHEAP_V1__B24	C12_RETROSPECTIVE_ALL_SEEN	prefill	F0	NA	vm_l1_tlb_accesses	94168155	1526408756	1432240601	15.2093943117	NA	NOT_DESIGN_BASED	NA	NA	NA	NA	NA	FAIL	FAIL	TRUE	retrospective full-ROI per-kernel exact values; macro cycle 5% is screening only
STRATIFIED_REPRESENTATIVE_CHEAP_V1__B24	C12_RETROSPECTIVE_ALL_SEEN	prefill	F0	NA	vm_l1_tlb_misses	1119527	17901232.6667	16781705.6667	14.9899963705	NA	NOT_DESIGN_BASED	NA	NA	NA	NA	NA	FAIL	FAIL	TRUE	retrospective full-ROI per-kernel exact values; macro cycle 5% is screening only
STRATIFIED_REPRESENTATIVE_CHEAP_V1__B24	C12_RETROSPECTIVE_ALL_SEEN	prefill	F0	NA	vm_l2_tlb_accesses	1119527	17901232.6667	16781705.6667	14.9899963705	NA	NOT_DESIGN_BASED	NA	NA	NA	NA	NA	FAIL	FAIL	TRUE	retrospective full-ROI per-kernel exact values; macro cycle 5% is screening only
STRATIFIED_REPRESENTATIVE_CHEAP_V1__B24	C12_RETROSPECTIVE_ALL_SEEN	prefill	F0	NA	vm_l2_tlb_misses	45227	1219707.66667	1174480.66667	25.9685733448	NA	NOT_DESIGN_BASED	NA	NA	NA	NA	NA	FAIL	FAIL	TRUE	retrospective full-ROI per-kernel exact values; macro cycle 5% is screening only
STRATIFIED_REPRESENTATIVE_CHEAP_V1__B24	C12_RETROSPECTIVE_ALL_SEEN	prefill	F0	NA	vm_translation_walk_starts	20816	728214.666667	707398.666667	33.9834101973	NA	NOT_DESIGN_BASED	NA	NA	NA	NA	NA	FAIL	FAIL	TRUE	retrospective full-ROI per-kernel exact values; macro cycle 5% is screening only
STRATIFIED_REPRESENTATIVE_CHEAP_V1__B24	C12_RETROSPECTIVE_ALL_SEEN	prefill	F0	NA	vm_pte_requests	20899	730982.666667	710083.666667	33.9769207458	NA	NOT_DESIGN_BASED	NA	NA	NA	NA	NA	FAIL	FAIL	TRUE	retrospective full-ROI per-kernel exact values; macro cycle 5% is screening only
STRATIFIED_REPRESENTATIVE_CHEAP_V1__B24	C12_RETROSPECTIVE_ALL_SEEN	prefill	F0	NA	vm_pte_dram_responses	8629	367971	359342	41.6435276394	NA	NOT_DESIGN_BASED	NA	NA	NA	NA	NA	FAIL	FAIL	TRUE	retrospective full-ROI per-kernel exact values; macro cycle 5% is screening only
STRATIFIED_REPRESENTATIVE_CHEAP_V1__B24	C12_RETROSPECTIVE_ALL_SEEN	decode1	F0	NA	gpu_sim_cycle	34564626	240229715	205665089	5.9501609825	NA	NOT_DESIGN_BASED	NA	NA	NA	NA	NA	FAIL	FAIL	TRUE	retrospective full-ROI per-kernel exact values; macro cycle 5% is screening only
STRATIFIED_REPRESENTATIVE_CHEAP_V1__B24	C12_RETROSPECTIVE_ALL_SEEN	decode1	F0	NA	vm_l1_tlb_accesses	76015393	331179600	255164207	3.35674390317	NA	NOT_DESIGN_BASED	NA	NA	NA	NA	NA	FAIL	FAIL	TRUE	retrospective full-ROI per-kernel exact values; macro cycle 5% is screening only
STRATIFIED_REPRESENTATIVE_CHEAP_V1__B24	C12_RETROSPECTIVE_ALL_SEEN	decode1	F0	NA	vm_l1_tlb_misses	57947	605011.666667	547064.666667	9.4407763416	NA	NOT_DESIGN_BASED	NA	NA	NA	NA	NA	FAIL	FAIL	TRUE	retrospective full-ROI per-kernel exact values; macro cycle 5% is screening only
STRATIFIED_REPRESENTATIVE_CHEAP_V1__B24	C12_RETROSPECTIVE_ALL_SEEN	decode1	F0	NA	vm_l2_tlb_accesses	57947	605011.666667	547064.666667	9.4407763416	NA	NOT_DESIGN_BASED	NA	NA	NA	NA	NA	FAIL	FAIL	TRUE	retrospective full-ROI per-kernel exact values; macro cycle 5% is screening only
STRATIFIED_REPRESENTATIVE_CHEAP_V1__B24	C12_RETROSPECTIVE_ALL_SEEN	decode1	F0	NA	vm_l2_tlb_misses	22220	509736.666667	487516.666667	21.9404440444	NA	NOT_DESIGN_BASED	NA	NA	NA	NA	NA	FAIL	FAIL	TRUE	retrospective full-ROI per-kernel exact values; macro cycle 5% is screening only
STRATIFIED_REPRESENTATIVE_CHEAP_V1__B24	C12_RETROSPECTIVE_ALL_SEEN	decode1	F0	NA	vm_translation_walk_starts	15691	497588.333333	481897.333333	30.7117030994	NA	NOT_DESIGN_BASED	NA	NA	NA	NA	NA	FAIL	FAIL	TRUE	retrospective full-ROI per-kernel exact values; macro cycle 5% is screening only
STRATIFIED_REPRESENTATIVE_CHEAP_V1__B24	C12_RETROSPECTIVE_ALL_SEEN	decode1	F0	NA	vm_pte_requests	15796	501720	485924	30.7624715118	NA	NOT_DESIGN_BASED	NA	NA	NA	NA	NA	FAIL	FAIL	TRUE	retrospective full-ROI per-kernel exact values; macro cycle 5% is screening only
STRATIFIED_REPRESENTATIVE_CHEAP_V1__B24	C12_RETROSPECTIVE_ALL_SEEN	decode1	F0	NA	vm_pte_dram_responses	4134	128821.666667	124687.666667	30.1615062087	NA	NOT_DESIGN_BASED	NA	NA	NA	NA	NA	FAIL	FAIL	TRUE	retrospective full-ROI per-kernel exact values; macro cycle 5% is screening only
STRATIFIED_REPRESENTATIVE_CHEAP_V1__B48	C12_RETROSPECTIVE_ALL_SEEN	prefill	F0	NA	gpu_sim_cycle	62490238	581340715.478	518850477.478	8.30290448691	NA	NOT_DESIGN_BASED	NA	NA	NA	NA	NA	FAIL	FAIL	TRUE	retrospective full-ROI per-kernel exact values; macro cycle 5% is screening only
STRATIFIED_REPRESENTATIVE_CHEAP_V1__B48	C12_RETROSPECTIVE_ALL_SEEN	prefill	F0	NA	vm_l1_tlb_accesses	94168155	850400424.696	756232269.696	8.03065823787	NA	NOT_DESIGN_BASED	NA	NA	NA	NA	NA	FAIL	FAIL	TRUE	retrospective full-ROI per-kernel exact values; macro cycle 5% is screening only
STRATIFIED_REPRESENTATIVE_CHEAP_V1__B48	C12_RETROSPECTIVE_ALL_SEEN	prefill	F0	NA	vm_l1_tlb_misses	1119527	9729610.26087	8610083.26087	7.69082233914	NA	NOT_DESIGN_BASED	NA	NA	NA	NA	NA	FAIL	FAIL	TRUE	retrospective full-ROI per-kernel exact values; macro cycle 5% is screening only
STRATIFIED_REPRESENTATIVE_CHEAP_V1__B48	C12_RETROSPECTIVE_ALL_SEEN	prefill	F0	NA	vm_l2_tlb_accesses	1119527	9729610.26087	8610083.26087	7.69082233914	NA	NOT_DESIGN_BASED	NA	NA	NA	NA	NA	FAIL	FAIL	TRUE	retrospective full-ROI per-kernel exact values; macro cycle 5% is screening only
STRATIFIED_REPRESENTATIVE_CHEAP_V1__B48	C12_RETROSPECTIVE_ALL_SEEN	prefill	F0	NA	vm_l2_tlb_misses	45227	651533.043478	606306.043478	13.4058426046	NA	NOT_DESIGN_BASED	NA	NA	NA	NA	NA	FAIL	FAIL	TRUE	retrospective full-ROI per-kernel exact values; macro cycle 5% is screening only
STRATIFIED_REPRESENTATIVE_CHEAP_V1__B48	C12_RETROSPECTIVE_ALL_SEEN	prefill	F0	NA	vm_translation_walk_starts	20816	387640.347826	366824.347826	17.6222303913	NA	NOT_DESIGN_BASED	NA	NA	NA	NA	NA	FAIL	FAIL	TRUE	retrospective full-ROI per-kernel exact values; macro cycle 5% is screening only
STRATIFIED_REPRESENTATIVE_CHEAP_V1__B48	C12_RETROSPECTIVE_ALL_SEEN	prefill	F0	NA	vm_pte_requests	20899	389084.521739	368185.521739	17.6173750772	NA	NOT_DESIGN_BASED	NA	NA	NA	NA	NA	FAIL	FAIL	TRUE	retrospective full-ROI per-kernel exact values; macro cycle 5% is screening only
STRATIFIED_REPRESENTATIVE_CHEAP_V1__B48	C12_RETROSPECTIVE_ALL_SEEN	prefill	F0	NA	vm_pte_dram_responses	8629	194000.695652	185371.695652	21.4824076547	NA	NOT_DESIGN_BASED	NA	NA	NA	NA	NA	FAIL	FAIL	TRUE	retrospective full-ROI per-kernel exact values; macro cycle 5% is screening only
STRATIFIED_REPRESENTATIVE_CHEAP_V1__B48	C12_RETROSPECTIVE_ALL_SEEN	decode1	F0	NA	gpu_sim_cycle	34564626	148438139.2	113873513.2	3.29451020821	NA	NOT_DESIGN_BASED	NA	NA	NA	NA	NA	FAIL	FAIL	TRUE	retrospective full-ROI per-kernel exact values; macro cycle 5% is screening only
STRATIFIED_REPRESENTATIVE_CHEAP_V1__B48	C12_RETROSPECTIVE_ALL_SEEN	decode1	F0	NA	vm_l1_tlb_accesses	76015393	245353571.2	169338178.2	2.22768273	NA	NOT_DESIGN_BASED	NA	NA	NA	NA	NA	FAIL	FAIL	TRUE	retrospective full-ROI per-kernel exact values; macro cycle 5% is screening only
STRATIFIED_REPRESENTATIVE_CHEAP_V1__B48	C12_RETROSPECTIVE_ALL_SEEN	decode1	F0	NA	vm_l1_tlb_misses	57947	333473.6	275526.6	4.75480352736	NA	NOT_DESIGN_BASED	NA	NA	NA	NA	NA	FAIL	FAIL	TRUE	retrospective full-ROI per-kernel exact values; macro cycle 5% is screening only
STRATIFIED_REPRESENTATIVE_CHEAP_V1__B48	C12_RETROSPECTIVE_ALL_SEEN	decode1	F0	NA	vm_l2_tlb_accesses	57947	333473.6	275526.6	4.75480352736	NA	NOT_DESIGN_BASED	NA	NA	NA	NA	NA	FAIL	FAIL	TRUE	retrospective full-ROI per-kernel exact values; macro cycle 5% is screening only
STRATIFIED_REPRESENTATIVE_CHEAP_V1__B48	C12_RETROSPECTIVE_ALL_SEEN	decode1	F0	NA	vm_l2_tlb_misses	22220	257608.8	235388.8	10.5935553555	NA	NOT_DESIGN_BASED	NA	NA	NA	NA	NA	FAIL	FAIL	TRUE	retrospective full-ROI per-kernel exact values; macro cycle 5% is screening only
STRATIFIED_REPRESENTATIVE_CHEAP_V1__B48	C12_RETROSPECTIVE_ALL_SEEN	decode1	F0	NA	vm_translation_walk_starts	15691	248492	232801	14.836594226	NA	NOT_DESIGN_BASED	NA	NA	NA	NA	NA	FAIL	FAIL	TRUE	retrospective full-ROI per-kernel exact values; macro cycle 5% is screening only
STRATIFIED_REPRESENTATIVE_CHEAP_V1__B48	C12_RETROSPECTIVE_ALL_SEEN	decode1	F0	NA	vm_pte_requests	15796	250475.2	234679.2	14.8568751583	NA	NOT_DESIGN_BASED	NA	NA	NA	NA	NA	FAIL	FAIL	TRUE	retrospective full-ROI per-kernel exact values; macro cycle 5% is screening only
STRATIFIED_REPRESENTATIVE_CHEAP_V1__B48	C12_RETROSPECTIVE_ALL_SEEN	decode1	F0	NA	vm_pte_dram_responses	4134	64350.4	60216.4	14.5661344944	NA	NOT_DESIGN_BASED	NA	NA	NA	NA	NA	FAIL	FAIL	TRUE	retrospective full-ROI per-kernel exact values; macro cycle 5% is screening only
STRATIFIED_REPRESENTATIVE_CHEAP_V1__B8	C12_RETROSPECTIVE_ALL_SEEN	prefill	F0	NA	gpu_sim_cycle	62490238	3073710203	3011219965	48.1870458711	NA	NOT_DESIGN_BASED	NA	NA	NA	NA	NA	FAIL	FAIL	TRUE	retrospective full-ROI per-kernel exact values; macro cycle 5% is screening only
STRATIFIED_REPRESENTATIVE_CHEAP_V1__B8	C12_RETROSPECTIVE_ALL_SEEN	prefill	F0	NA	vm_l1_tlb_accesses	94168155	4475500485	4381332330	46.5266876047	NA	NOT_DESIGN_BASED	NA	NA	NA	NA	NA	FAIL	FAIL	TRUE	retrospective full-ROI per-kernel exact values; macro cycle 5% is screening only
STRATIFIED_REPRESENTATIVE_CHEAP_V1__B8	C12_RETROSPECTIVE_ALL_SEEN	prefill	F0	NA	vm_l1_tlb_misses	1119527	53003567	51884040	46.3446080354	NA	NOT_DESIGN_BASED	NA	NA	NA	NA	NA	FAIL	FAIL	TRUE	retrospective full-ROI per-kernel exact values; macro cycle 5% is screening only
STRATIFIED_REPRESENTATIVE_CHEAP_V1__B8	C12_RETROSPECTIVE_ALL_SEEN	prefill	F0	NA	vm_l2_tlb_accesses	1119527	53003567	51884040	46.3446080354	NA	NOT_DESIGN_BASED	NA	NA	NA	NA	NA	FAIL	FAIL	TRUE	retrospective full-ROI per-kernel exact values; macro cycle 5% is screening only
STRATIFIED_REPRESENTATIVE_CHEAP_V1__B8	C12_RETROSPECTIVE_ALL_SEEN	prefill	F0	NA	vm_l2_tlb_misses	45227	3563973	3518746	77.8018882526	NA	NOT_DESIGN_BASED	NA	NA	NA	NA	NA	FAIL	FAIL	TRUE	retrospective full-ROI per-kernel exact values; macro cycle 5% is screening only
STRATIFIED_REPRESENTATIVE_CHEAP_V1__B8	C12_RETROSPECTIVE_ALL_SEEN	prefill	F0	NA	vm_translation_walk_starts	20816	2168728	2147912	103.185626441	NA	NOT_DESIGN_BASED	NA	NA	NA	NA	NA	FAIL	FAIL	TRUE	retrospective full-ROI per-kernel exact values; macro cycle 5% is screening only
STRATIFIED_REPRESENTATIVE_CHEAP_V1__B8	C12_RETROSPECTIVE_ALL_SEEN	prefill	F0	NA	vm_pte_requests	20899	2177032	2156133	103.169194698	NA	NOT_DESIGN_BASED	NA	NA	NA	NA	NA	FAIL	FAIL	TRUE	retrospective full-ROI per-kernel exact values; macro cycle 5% is screening only
STRATIFIED_REPRESENTATIVE_CHEAP_V1__B8	C12_RETROSPECTIVE_ALL_SEEN	prefill	F0	NA	vm_pte_dram_responses	8629	1098896	1090267	126.349171399	NA	NOT_DESIGN_BASED	NA	NA	NA	NA	NA	FAIL	FAIL	TRUE	retrospective full-ROI per-kernel exact values; macro cycle 5% is screening only
STRATIFIED_REPRESENTATIVE_CHEAP_V1__B8	C12_RETROSPECTIVE_ALL_SEEN	decode1	F0	NA	gpu_sim_cycle	34564626	708088055	673523429	19.4859168735	NA	NOT_DESIGN_BASED	NA	NA	NA	NA	NA	FAIL	FAIL	TRUE	retrospective full-ROI per-kernel exact values; macro cycle 5% is screening only
STRATIFIED_REPRESENTATIVE_CHEAP_V1__B8	C12_RETROSPECTIVE_ALL_SEEN	decode1	F0	NA	vm_l1_tlb_accesses	76015393	992335930	916320537	12.0544076777	NA	NOT_DESIGN_BASED	NA	NA	NA	NA	NA	FAIL	FAIL	TRUE	retrospective full-ROI per-kernel exact values; macro cycle 5% is screening only
STRATIFIED_REPRESENTATIVE_CHEAP_V1__B8	C12_RETROSPECTIVE_ALL_SEEN	decode1	F0	NA	vm_l1_tlb_misses	57947	1804860	1746913	30.146737536	NA	NOT_DESIGN_BASED	NA	NA	NA	NA	NA	FAIL	FAIL	TRUE	retrospective full-ROI per-kernel exact values; macro cycle 5% is screening only
STRATIFIED_REPRESENTATIVE_CHEAP_V1__B8	C12_RETROSPECTIVE_ALL_SEEN	decode1	F0	NA	vm_l2_tlb_accesses	57947	1804860	1746913	30.146737536	NA	NOT_DESIGN_BASED	NA	NA	NA	NA	NA	FAIL	FAIL	TRUE	retrospective full-ROI per-kernel exact values; macro cycle 5% is screening only
STRATIFIED_REPRESENTATIVE_CHEAP_V1__B8	C12_RETROSPECTIVE_ALL_SEEN	decode1	F0	NA	vm_l2_tlb_misses	22220	1525140	1502920	67.6381638164	NA	NOT_DESIGN_BASED	NA	NA	NA	NA	NA	FAIL	FAIL	TRUE	retrospective full-ROI per-kernel exact values; macro cycle 5% is screening only
STRATIFIED_REPRESENTATIVE_CHEAP_V1__B8	C12_RETROSPECTIVE_ALL_SEEN	decode1	F0	NA	vm_translation_walk_starts	15691	1492765	1477074	94.1351092983	NA	NOT_DESIGN_BASED	NA	NA	NA	NA	NA	FAIL	FAIL	TRUE	retrospective full-ROI per-kernel exact values; macro cycle 5% is screening only
STRATIFIED_REPRESENTATIVE_CHEAP_V1__B8	C12_RETROSPECTIVE_ALL_SEEN	decode1	F0	NA	vm_pte_requests	15796	1505160	1489364	94.2874145353	NA	NOT_DESIGN_BASED	NA	NA	NA	NA	NA	FAIL	FAIL	TRUE	retrospective full-ROI per-kernel exact values; macro cycle 5% is screening only
STRATIFIED_REPRESENTATIVE_CHEAP_V1__B8	C12_RETROSPECTIVE_ALL_SEEN	decode1	F0	NA	vm_pte_dram_responses	4134	386280	382146	92.4397677794	NA	NOT_DESIGN_BASED	NA	NA	NA	NA	NA	FAIL	FAIL	TRUE	retrospective full-ROI per-kernel exact values; macro cycle 5% is screening only
TRACE_INFORMED_ORACLE_DIAGNOSTIC_V1__B12	C12_RETROSPECTIVE_ALL_SEEN	prefill	F0	NA	gpu_sim_cycle	62490238	42072562	20417676	0.326733849213	NA	NOT_DESIGN_BASED	NA	NA	NA	NA	NA	FAIL	FAIL	TRUE	retrospective full-ROI per-kernel exact values; macro cycle 5% is screening only
TRACE_INFORMED_ORACLE_DIAGNOSTIC_V1__B12	C12_RETROSPECTIVE_ALL_SEEN	prefill	F0	NA	vm_l1_tlb_accesses	94168155	38945068	55223087	0.58643059323	NA	NOT_DESIGN_BASED	NA	NA	NA	NA	NA	FAIL	FAIL	TRUE	retrospective full-ROI per-kernel exact values; macro cycle 5% is screening only
TRACE_INFORMED_ORACLE_DIAGNOSTIC_V1__B12	C12_RETROSPECTIVE_ALL_SEEN	prefill	F0	NA	vm_l1_tlb_misses	1119527	451991.333333	667535.666667	0.596265803921	NA	NOT_DESIGN_BASED	NA	NA	NA	NA	NA	FAIL	FAIL	TRUE	retrospective full-ROI per-kernel exact values; macro cycle 5% is screening only
TRACE_INFORMED_ORACLE_DIAGNOSTIC_V1__B12	C12_RETROSPECTIVE_ALL_SEEN	prefill	F0	NA	vm_l2_tlb_accesses	1119527	451991.333333	667535.666667	0.596265803921	NA	NOT_DESIGN_BASED	NA	NA	NA	NA	NA	FAIL	FAIL	TRUE	retrospective full-ROI per-kernel exact values; macro cycle 5% is screening only
TRACE_INFORMED_ORACLE_DIAGNOSTIC_V1__B12	C12_RETROSPECTIVE_ALL_SEEN	prefill	F0	NA	vm_l2_tlb_misses	45227	31716.6666667	13510.3333333	0.298722739367	NA	NOT_DESIGN_BASED	NA	NA	NA	NA	NA	FAIL	FAIL	TRUE	retrospective full-ROI per-kernel exact values; macro cycle 5% is screening only
TRACE_INFORMED_ORACLE_DIAGNOSTIC_V1__B12	C12_RETROSPECTIVE_ALL_SEEN	prefill	F0	NA	vm_translation_walk_starts	20816	4959.33333333	15856.6666667	0.761753779144	NA	NOT_DESIGN_BASED	NA	NA	NA	NA	NA	FAIL	FAIL	TRUE	retrospective full-ROI per-kernel exact values; macro cycle 5% is screening only
TRACE_INFORMED_ORACLE_DIAGNOSTIC_V1__B12	C12_RETROSPECTIVE_ALL_SEEN	prefill	F0	NA	vm_pte_requests	20899	4959.33333333	15939.6666667	0.762699969696	NA	NOT_DESIGN_BASED	NA	NA	NA	NA	NA	FAIL	FAIL	TRUE	retrospective full-ROI per-kernel exact values; macro cycle 5% is screening only
TRACE_INFORMED_ORACLE_DIAGNOSTIC_V1__B12	C12_RETROSPECTIVE_ALL_SEEN	prefill	F0	NA	vm_pte_dram_responses	8629	1614.66666667	7014.33333333	0.812879051261	NA	NOT_DESIGN_BASED	NA	NA	NA	NA	NA	FAIL	FAIL	TRUE	retrospective full-ROI per-kernel exact values; macro cycle 5% is screening only
TRACE_INFORMED_ORACLE_DIAGNOSTIC_V1__B12	C12_RETROSPECTIVE_ALL_SEEN	decode1	F0	NA	gpu_sim_cycle	34564626	24402240	10162386	0.294011166214	NA	NOT_DESIGN_BASED	NA	NA	NA	NA	NA	FAIL	FAIL	TRUE	retrospective full-ROI per-kernel exact values; macro cycle 5% is screening only
TRACE_INFORMED_ORACLE_DIAGNOSTIC_V1__B12	C12_RETROSPECTIVE_ALL_SEEN	decode1	F0	NA	vm_l1_tlb_accesses	76015393	45599910	30415483	0.400122683047	NA	NOT_DESIGN_BASED	NA	NA	NA	NA	NA	FAIL	FAIL	TRUE	retrospective full-ROI per-kernel exact values; macro cycle 5% is screening only
TRACE_INFORMED_ORACLE_DIAGNOSTIC_V1__B12	C12_RETROSPECTIVE_ALL_SEEN	decode1	F0	NA	vm_l1_tlb_misses	57947	129500	71553	1.23480076622	NA	NOT_DESIGN_BASED	NA	NA	NA	NA	NA	FAIL	FAIL	TRUE	retrospective full-ROI per-kernel exact values; macro cycle 5% is screening only
TRACE_INFORMED_ORACLE_DIAGNOSTIC_V1__B12	C12_RETROSPECTIVE_ALL_SEEN	decode1	F0	NA	vm_l2_tlb_accesses	57947	129500	71553	1.23480076622	NA	NOT_DESIGN_BASED	NA	NA	NA	NA	NA	FAIL	FAIL	TRUE	retrospective full-ROI per-kernel exact values; macro cycle 5% is screening only
