plan_id	split_id	source_roi	reference_arm	candidate_arm	metric	reference_value	estimate	absolute_error	relative_error	percentage_point_error	interval_kind	interval_low	interval_high	effect_reference	effect_estimate	effect_resolution	prediction_verdict	validation_verdict	test_set_previously_seen	scope
STRATIFIED_RANDOM_CHEAP_V1__B24	C12_RETROSPECTIVE_ALL_SEEN	decode1	F0	NA	unique_64KiB_pages_KV_CACHE	82	8	74	0.90243902439	NA	EXACT_SET_COMPARISON_NO_SAMPLING_CI	NA	NA	NA	NA	NA	FAIL	FAIL	TRUE	TRACE_DERIVED_EXACT_UNION; sample plan is cheap/oracle as named
STRATIFIED_RANDOM_CHEAP_V1__B24	C12_RETROSPECTIVE_ALL_SEEN	decode1	F0	NA	unique_64KiB_pages_UNKNOWN	81	15	66	0.814814814815	NA	EXACT_SET_COMPARISON_NO_SAMPLING_CI	NA	NA	NA	NA	NA	FAIL	FAIL	TRUE	TRACE_DERIVED_EXACT_UNION; sample plan is cheap/oracle as named
STRATIFIED_RANDOM_CHEAP_V1__B48	C12_RETROSPECTIVE_ALL_SEEN	decode1	F0	NA	unique_64KiB_pages_WEIGHT	15443	188	15255	0.987826199573	NA	EXACT_SET_COMPARISON_NO_SAMPLING_CI	NA	NA	NA	NA	NA	FAIL	FAIL	TRUE	TRACE_DERIVED_EXACT_UNION; sample plan is cheap/oracle as named
STRATIFIED_RANDOM_CHEAP_V1__B48	C12_RETROSPECTIVE_ALL_SEEN	decode1	F0	NA	unique_64KiB_pages_KV_CACHE	82	23	59	0.719512195122	NA	EXACT_SET_COMPARISON_NO_SAMPLING_CI	NA	NA	NA	NA	NA	FAIL	FAIL	TRUE	TRACE_DERIVED_EXACT_UNION; sample plan is cheap/oracle as named
STRATIFIED_RANDOM_CHEAP_V1__B48	C12_RETROSPECTIVE_ALL_SEEN	decode1	F0	NA	unique_64KiB_pages_UNKNOWN	81	31	50	0.617283950617	NA	EXACT_SET_COMPARISON_NO_SAMPLING_CI	NA	NA	NA	NA	NA	FAIL	FAIL	TRUE	TRACE_DERIVED_EXACT_UNION; sample plan is cheap/oracle as named
STRATIFIED_RANDOM_CHEAP_V1__B8	C12_RETROSPECTIVE_ALL_SEEN	decode1	F0	NA	unique_64KiB_pages_WEIGHT	15443	0	15443	1	NA	EXACT_SET_COMPARISON_NO_SAMPLING_CI	NA	NA	NA	NA	NA	FAIL	FAIL	TRUE	TRACE_DERIVED_EXACT_UNION; sample plan is cheap/oracle as named
STRATIFIED_RANDOM_CHEAP_V1__B8	C12_RETROSPECTIVE_ALL_SEEN	decode1	F0	NA	unique_64KiB_pages_KV_CACHE	82	0	82	1	NA	EXACT_SET_COMPARISON_NO_SAMPLING_CI	NA	NA	NA	NA	NA	FAIL	FAIL	TRUE	TRACE_DERIVED_EXACT_UNION; sample plan is cheap/oracle as named
STRATIFIED_RANDOM_CHEAP_V1__B8	C12_RETROSPECTIVE_ALL_SEEN	decode1	F0	NA	unique_64KiB_pages_UNKNOWN	81	4	77	0.950617283951	NA	EXACT_SET_COMPARISON_NO_SAMPLING_CI	NA	NA	NA	NA	NA	FAIL	FAIL	TRUE	TRACE_DERIVED_EXACT_UNION; sample plan is cheap/oracle as named
STRATIFIED_REPRESENTATIVE_CHEAP_V1__B12	C12_RETROSPECTIVE_ALL_SEEN	decode1	F0	NA	unique_64KiB_pages_WEIGHT	15443	8016	7427	0.480929871139	NA	EXACT_SET_COMPARISON_NO_SAMPLING_CI	NA	NA	NA	NA	NA	FAIL	FAIL	TRUE	TRACE_DERIVED_EXACT_UNION; sample plan is cheap/oracle as named
STRATIFIED_REPRESENTATIVE_CHEAP_V1__B12	C12_RETROSPECTIVE_ALL_SEEN	decode1	F0	NA	unique_64KiB_pages_KV_CACHE	82	10	72	0.878048780488	NA	EXACT_SET_COMPARISON_NO_SAMPLING_CI	NA	NA	NA	NA	NA	FAIL	FAIL	TRUE	TRACE_DERIVED_EXACT_UNION; sample plan is cheap/oracle as named
STRATIFIED_REPRESENTATIVE_CHEAP_V1__B12	C12_RETROSPECTIVE_ALL_SEEN	decode1	F0	NA	unique_64KiB_pages_UNKNOWN	81	47	34	0.41975308642	NA	EXACT_SET_COMPARISON_NO_SAMPLING_CI	NA	NA	NA	NA	NA	FAIL	FAIL	TRUE	TRACE_DERIVED_EXACT_UNION; sample plan is cheap/oracle as named
STRATIFIED_REPRESENTATIVE_CHEAP_V1__B24	C12_RETROSPECTIVE_ALL_SEEN	decode1	F0	NA	unique_64KiB_pages_WEIGHT	15443	8025	7418	0.480347082821	NA	EXACT_SET_COMPARISON_NO_SAMPLING_CI	NA	NA	NA	NA	NA	FAIL	FAIL	TRUE	TRACE_DERIVED_EXACT_UNION; sample plan is cheap/oracle as named
STRATIFIED_REPRESENTATIVE_CHEAP_V1__B24	C12_RETROSPECTIVE_ALL_SEEN	decode1	F0	NA	unique_64KiB_pages_KV_CACHE	82	7	75	0.914634146341	NA	EXACT_SET_COMPARISON_NO_SAMPLING_CI	NA	NA	NA	NA	NA	FAIL	FAIL	TRUE	TRACE_DERIVED_EXACT_UNION; sample plan is cheap/oracle as named
STRATIFIED_REPRESENTATIVE_CHEAP_V1__B24	C12_RETROSPECTIVE_ALL_SEEN	decode1	F0	NA	unique_64KiB_pages_UNKNOWN	81	42	39	0.481481481481	NA	EXACT_SET_COMPARISON_NO_SAMPLING_CI	NA	NA	NA	NA	NA	FAIL	FAIL	TRUE	TRACE_DERIVED_EXACT_UNION; sample plan is cheap/oracle as named
STRATIFIED_REPRESENTATIVE_CHEAP_V1__B48	C12_RETROSPECTIVE_ALL_SEEN	decode1	F0	NA	unique_64KiB_pages_WEIGHT	15443	8348	7095	0.459431457618	NA	EXACT_SET_COMPARISON_NO_SAMPLING_CI	NA	NA	NA	NA	NA	FAIL	FAIL	TRUE	TRACE_DERIVED_EXACT_UNION; sample plan is cheap/oracle as named
STRATIFIED_REPRESENTATIVE_CHEAP_V1__B48	C12_RETROSPECTIVE_ALL_SEEN	decode1	F0	NA	unique_64KiB_pages_KV_CACHE	82	17	65	0.792682926829	NA	EXACT_SET_COMPARISON_NO_SAMPLING_CI	NA	NA	NA	NA	NA	FAIL	FAIL	TRUE	TRACE_DERIVED_EXACT_UNION; sample plan is cheap/oracle as named
STRATIFIED_REPRESENTATIVE_CHEAP_V1__B48	C12_RETROSPECTIVE_ALL_SEEN	decode1	F0	NA	unique_64KiB_pages_UNKNOWN	81	55	26	0.320987654321	NA	EXACT_SET_COMPARISON_NO_SAMPLING_CI	NA	NA	NA	NA	NA	FAIL	FAIL	TRUE	TRACE_DERIVED_EXACT_UNION; sample plan is cheap/oracle as named
STRATIFIED_REPRESENTATIVE_CHEAP_V1__B8	C12_RETROSPECTIVE_ALL_SEEN	decode1	F0	NA	unique_64KiB_pages_WEIGHT	15443	8025	7418	0.480347082821	NA	EXACT_SET_COMPARISON_NO_SAMPLING_CI	NA	NA	NA	NA	NA	FAIL	FAIL	TRUE	TRACE_DERIVED_EXACT_UNION; sample plan is cheap/oracle as named
STRATIFIED_REPRESENTATIVE_CHEAP_V1__B8	C12_RETROSPECTIVE_ALL_SEEN	decode1	F0	NA	unique_64KiB_pages_KV_CACHE	82	5	77	0.939024390244	NA	EXACT_SET_COMPARISON_NO_SAMPLING_CI	NA	NA	NA	NA	NA	FAIL	FAIL	TRUE	TRACE_DERIVED_EXACT_UNION; sample plan is cheap/oracle as named
STRATIFIED_REPRESENTATIVE_CHEAP_V1__B8	C12_RETROSPECTIVE_ALL_SEEN	decode1	F0	NA	unique_64KiB_pages_UNKNOWN	81	41	40	0.493827160494	NA	EXACT_SET_COMPARISON_NO_SAMPLING_CI	NA	NA	NA	NA	NA	FAIL	FAIL	TRUE	TRACE_DERIVED_EXACT_UNION; sample plan is cheap/oracle as named
TRACE_INFORMED_ORACLE_DIAGNOSTIC_V1__B12	C12_RETROSPECTIVE_ALL_SEEN	decode1	F0	NA	unique_64KiB_pages_WEIGHT	15443	35	15408	0.997733600984	NA	EXACT_SET_COMPARISON_NO_SAMPLING_CI	NA	NA	NA	NA	NA	FAIL	FAIL	TRUE	TRACE_DERIVED_EXACT_UNION; sample plan is cheap/oracle as named
TRACE_INFORMED_ORACLE_DIAGNOSTIC_V1__B12	C12_RETROSPECTIVE_ALL_SEEN	decode1	F0	NA	unique_64KiB_pages_KV_CACHE	82	7	75	0.914634146341	NA	EXACT_SET_COMPARISON_NO_SAMPLING_CI	NA	NA	NA	NA	NA	FAIL	FAIL	TRUE	TRACE_DERIVED_EXACT_UNION; sample plan is cheap/oracle as named
TRACE_INFORMED_ORACLE_DIAGNOSTIC_V1__B12	C12_RETROSPECTIVE_ALL_SEEN	decode1	F0	NA	unique_64KiB_pages_UNKNOWN	81	25	56	0.691358024691	NA	EXACT_SET_COMPARISON_NO_SAMPLING_CI	NA	NA	NA	NA	NA	FAIL	FAIL	TRUE	TRACE_DERIVED_EXACT_UNION; sample plan is cheap/oracle as named
TRACE_INFORMED_ORACLE_DIAGNOSTIC_V1__B24	C12_RETROSPECTIVE_ALL_SEEN	decode1	F0	NA	unique_64KiB_pages_WEIGHT	15443	89	15354	0.994236871074	NA	EXACT_SET_COMPARISON_NO_SAMPLING_CI	NA	NA	NA	NA	NA	FAIL	FAIL	TRUE	TRACE_DERIVED_EXACT_UNION; sample plan is cheap/oracle as named
TRACE_INFORMED_ORACLE_DIAGNOSTIC_V1__B24	C12_RETROSPECTIVE_ALL_SEEN	decode1	F0	NA	unique_64KiB_pages_KV_CACHE	82	7	75	0.914634146341	NA	EXACT_SET_COMPARISON_NO_SAMPLING_CI	NA	NA	NA	NA	NA	FAIL	FAIL	TRUE	TRACE_DERIVED_EXACT_UNION; sample plan is cheap/oracle as named
TRACE_INFORMED_ORACLE_DIAGNOSTIC_V1__B24	C12_RETROSPECTIVE_ALL_SEEN	decode1	F0	NA	unique_64KiB_pages_UNKNOWN	81	25	56	0.691358024691	NA	EXACT_SET_COMPARISON_NO_SAMPLING_CI	NA	NA	NA	NA	NA	FAIL	FAIL	TRUE	TRACE_DERIVED_EXACT_UNION; sample plan is cheap/oracle as named
TRACE_INFORMED_ORACLE_DIAGNOSTIC_V1__B48	C12_RETROSPECTIVE_ALL_SEEN	decode1	F0	NA	unique_64KiB_pages_WEIGHT	15443	1044	14399	0.932396555073	NA	EXACT_SET_COMPARISON_NO_SAMPLING_CI	NA	NA	NA	NA	NA	FAIL	FAIL	TRUE	TRACE_DERIVED_EXACT_UNION; sample plan is cheap/oracle as named
TRACE_INFORMED_ORACLE_DIAGNOSTIC_V1__B48	C12_RETROSPECTIVE_ALL_SEEN	decode1	F0	NA	unique_64KiB_pages_KV_CACHE	82	8	74	0.90243902439	NA	EXACT_SET_COMPARISON_NO_SAMPLING_CI	NA	NA	NA	NA	NA	FAIL	FAIL	TRUE	TRACE_DERIVED_EXACT_UNION; sample plan is cheap/oracle as named
TRACE_INFORMED_ORACLE_DIAGNOSTIC_V1__B48	C12_RETROSPECTIVE_ALL_SEEN	decode1	F0	NA	unique_64KiB_pages_UNKNOWN	81	25	56	0.691358024691	NA	EXACT_SET_COMPARISON_NO_SAMPLING_CI	NA	NA	NA	NA	NA	FAIL	FAIL	TRUE	TRACE_DERIVED_EXACT_UNION; sample plan is cheap/oracle as named
TRACE_INFORMED_ORACLE_DIAGNOSTIC_V1__B8	C12_RETROSPECTIVE_ALL_SEEN	decode1	F0	NA	unique_64KiB_pages_WEIGHT	15443	17	15426	0.998899177621	NA	EXACT_SET_COMPARISON_NO_SAMPLING_CI	NA	NA	NA	NA	NA	FAIL	FAIL	TRUE	TRACE_DERIVED_EXACT_UNION; sample plan is cheap/oracle as named
TRACE_INFORMED_ORACLE_DIAGNOSTIC_V1__B8	C12_RETROSPECTIVE_ALL_SEEN	decode1	F0	NA	unique_64KiB_pages_KV_CACHE	82	7	75	0.914634146341	NA	EXACT_SET_COMPARISON_NO_SAMPLING_CI	NA	NA	NA	NA	NA	FAIL	FAIL	TRUE	TRACE_DERIVED_EXACT_UNION; sample plan is cheap/oracle as named
TRACE_INFORMED_ORACLE_DIAGNOSTIC_V1__B8	C12_RETROSPECTIVE_ALL_SEEN	decode1	F0	NA	unique_64KiB_pages_UNKNOWN	81	24	57	0.703703703704	NA	EXACT_SET_COMPARISON_NO_SAMPLING_CI	NA	NA	NA	NA	NA	FAIL	FAIL	TRUE	TRACE_DERIVED_EXACT_UNION; sample plan is cheap/oracle as named
LAYER_ANCHOR_CHEAP_V1__B12	C12_RETROSPECTIVE_ALL_SEEN	prefill	F0	NA	gpu_sim_cycle	62490238	2112376479.33	2049886241.33	32.8033034749	NA	NOT_DESIGN_BASED	NA	NA	NA	NA	NA	FAIL	FAIL	TRUE	retrospective full-ROI per-kernel exact values; macro cycle 5% is screening only
LAYER_ANCHOR_CHEAP_V1__B12	C12_RETROSPECTIVE_ALL_SEEN	prefill	F0	NA	vm_l1_tlb_accesses	94168155	3099635464	3005467309	31.9159625566	NA	NOT_DESIGN_BASED	NA	NA	NA	NA	NA	FAIL	FAIL	TRUE	retrospective full-ROI per-kernel exact values; macro cycle 5% is screening only
LAYER_ANCHOR_CHEAP_V1__B12	C12_RETROSPECTIVE_ALL_SEEN	prefill	F0	NA	vm_l1_tlb_misses	1119527	36037976	34918449	31.1903589641	NA	NOT_DESIGN_BASED	NA	NA	NA	NA	NA	FAIL	FAIL	TRUE	retrospective full-ROI per-kernel exact values; macro cycle 5% is screening only
LAYER_ANCHOR_CHEAP_V1__B12	C12_RETROSPECTIVE_ALL_SEEN	prefill	F0	NA	vm_l2_tlb_accesses	1119527	36037976	34918449	31.1903589641	NA	NOT_DESIGN_BASED	NA	NA	NA	NA	NA	FAIL	FAIL	TRUE	retrospective full-ROI per-kernel exact values; macro cycle 5% is screening only
LAYER_ANCHOR_CHEAP_V1__B12	C12_RETROSPECTIVE_ALL_SEEN	prefill	F0	NA	vm_l2_tlb_misses	45227	2405738	2360511	52.1925177438	NA	NOT_DESIGN_BASED	NA	NA	NA	NA	NA	FAIL	FAIL	TRUE	retrospective full-ROI per-kernel exact values; macro cycle 5% is screening only
LAYER_ANCHOR_CHEAP_V1__B12	C12_RETROSPECTIVE_ALL_SEEN	prefill	F0	NA	vm_translation_walk_starts	20816	1463349.33333	1442533.33333	69.2992569818	NA	NOT_DESIGN_BASED	NA	NA	NA	NA	NA	FAIL	FAIL	TRUE	retrospective full-ROI per-kernel exact values; macro cycle 5% is screening only
LAYER_ANCHOR_CHEAP_V1__B12	C12_RETROSPECTIVE_ALL_SEEN	prefill	F0	NA	vm_pte_requests	20899	1468885.33333	1447986.33333	69.284957813	NA	NOT_DESIGN_BASED	NA	NA	NA	NA	NA	FAIL	FAIL	TRUE	retrospective full-ROI per-kernel exact values; macro cycle 5% is screening only
LAYER_ANCHOR_CHEAP_V1__B12	C12_RETROSPECTIVE_ALL_SEEN	prefill	F0	NA	vm_pte_dram_responses	8629	737095.333333	728466.333333	84.4207130992	NA	NOT_DESIGN_BASED	NA	NA	NA	NA	NA	FAIL	FAIL	TRUE	retrospective full-ROI per-kernel exact values; macro cycle 5% is screening only
LAYER_ANCHOR_CHEAP_V1__B12	C12_RETROSPECTIVE_ALL_SEEN	decode1	F0	NA	gpu_sim_cycle	34564626	471420083.333	436855457.333	12.6388018008	NA	NOT_DESIGN_BASED	NA	NA	NA	NA	NA	FAIL	FAIL	TRUE	retrospective full-ROI per-kernel exact values; macro cycle 5% is screening only
LAYER_ANCHOR_CHEAP_V1__B12	C12_RETROSPECTIVE_ALL_SEEN	decode1	F0	NA	vm_l1_tlb_accesses	76015393	652697760	576682367	7.58638933828	NA	NOT_DESIGN_BASED	NA	NA	NA	NA	NA	FAIL	FAIL	TRUE	retrospective full-ROI per-kernel exact values; macro cycle 5% is screening only
LAYER_ANCHOR_CHEAP_V1__B12	C12_RETROSPECTIVE_ALL_SEEN	decode1	F0	NA	vm_l1_tlb_misses	57947	1213106.66667	1155159.66667	19.9347622253	NA	NOT_DESIGN_BASED	NA	NA	NA	NA	NA	FAIL	FAIL	TRUE	retrospective full-ROI per-kernel exact values; macro cycle 5% is screening only
LAYER_ANCHOR_CHEAP_V1__B12	C12_RETROSPECTIVE_ALL_SEEN	decode1	F0	NA	vm_l2_tlb_accesses	57947	1213106.66667	1155159.66667	19.9347622253	NA	NOT_DESIGN_BASED	NA	NA	NA	NA	NA	FAIL	FAIL	TRUE	retrospective full-ROI per-kernel exact values; macro cycle 5% is screening only
LAYER_ANCHOR_CHEAP_V1__B12	C12_RETROSPECTIVE_ALL_SEEN	decode1	F0	NA	vm_l2_tlb_misses	22220	1012566.66667	990346.666667	44.5700570057	NA	NOT_DESIGN_BASED	NA	NA	NA	NA	NA	FAIL	FAIL	TRUE	retrospective full-ROI per-kernel exact values; macro cycle 5% is screening only
LAYER_ANCHOR_CHEAP_V1__B12	C12_RETROSPECTIVE_ALL_SEEN	decode1	F0	NA	vm_translation_walk_starts	15691	994190	978499	62.3605251418	NA	NOT_DESIGN_BASED	NA	NA	NA	NA	NA	FAIL	FAIL	TRUE	retrospective full-ROI per-kernel exact values; macro cycle 5% is screening only
LAYER_ANCHOR_CHEAP_V1__B12	C12_RETROSPECTIVE_ALL_SEEN	decode1	F0	NA	vm_pte_requests	15796	1002453.33333	986657.333333	62.4624799527	NA	NOT_DESIGN_BASED	NA	NA	NA	NA	NA	FAIL	FAIL	TRUE	retrospective full-ROI per-kernel exact values; macro cycle 5% is screening only
LAYER_ANCHOR_CHEAP_V1__B12	C12_RETROSPECTIVE_ALL_SEEN	decode1	F0	NA	vm_pte_dram_responses	4134	257273.333333	253139.333333	61.2335107241	NA	NOT_DESIGN_BASED	NA	NA	NA	NA	NA	FAIL	FAIL	TRUE	retrospective full-ROI per-kernel exact values; macro cycle 5% is screening only
LAYER_ANCHOR_CHEAP_V1__B24	C12_RETROSPECTIVE_ALL_SEEN	prefill	F0	NA	gpu_sim_cycle	62490238	1053811796.33	991321558.333	15.8636227043	NA	NOT_DESIGN_BASED	NA	NA	NA	NA	NA	FAIL	FAIL	TRUE	retrospective full-ROI per-kernel exact values; macro cycle 5% is screening only
LAYER_ANCHOR_CHEAP_V1__B24	C12_RETROSPECTIVE_ALL_SEEN	prefill	F0	NA	vm_l1_tlb_accesses	94168155	1526408756	1432240601	15.2093943117	NA	NOT_DESIGN_BASED	NA	NA	NA	NA	NA	FAIL	FAIL	TRUE	retrospective full-ROI per-kernel exact values; macro cycle 5% is screening only
LAYER_ANCHOR_CHEAP_V1__B24	C12_RETROSPECTIVE_ALL_SEEN	prefill	F0	NA	vm_l1_tlb_misses	1119527	17901232.6667	16781705.6667	14.9899963705	NA	NOT_DESIGN_BASED	NA	NA	NA	NA	NA	FAIL	FAIL	TRUE	retrospective full-ROI per-kernel exact values; macro cycle 5% is screening only
LAYER_ANCHOR_CHEAP_V1__B24	C12_RETROSPECTIVE_ALL_SEEN	prefill	F0	NA	vm_l2_tlb_accesses	1119527	17901232.6667	16781705.6667	14.9899963705	NA	NOT_DESIGN_BASED	NA	NA	NA	NA	NA	FAIL	FAIL	TRUE	retrospective full-ROI per-kernel exact values; macro cycle 5% is screening only
LAYER_ANCHOR_CHEAP_V1__B24	C12_RETROSPECTIVE_ALL_SEEN	prefill	F0	NA	vm_l2_tlb_misses	45227	1219707.66667	1174480.66667	25.9685733448	NA	NOT_DESIGN_BASED	NA	NA	NA	NA	NA	FAIL	FAIL	TRUE	retrospective full-ROI per-kernel exact values; macro cycle 5% is screening only
LAYER_ANCHOR_CHEAP_V1__B24	C12_RETROSPECTIVE_ALL_SEEN	prefill	F0	NA	vm_translation_walk_starts	20816	728214.666667	707398.666667	33.9834101973	NA	NOT_DESIGN_BASED	NA	NA	NA	NA	NA	FAIL	FAIL	TRUE	retrospective full-ROI per-kernel exact values; macro cycle 5% is screening only
LAYER_ANCHOR_CHEAP_V1__B24	C12_RETROSPECTIVE_ALL_SEEN	prefill	F0	NA	vm_pte_requests	20899	730982.666667	710083.666667	33.9769207458	NA	NOT_DESIGN_BASED	NA	NA	NA	NA	NA	FAIL	FAIL	TRUE	retrospective full-ROI per-kernel exact values; macro cycle 5% is screening only
LAYER_ANCHOR_CHEAP_V1__B24	C12_RETROSPECTIVE_ALL_SEEN	prefill	F0	NA	vm_pte_dram_responses	8629	367971	359342	41.6435276394	NA	NOT_DESIGN_BASED	NA	NA	NA	NA	NA	FAIL	FAIL	TRUE	retrospective full-ROI per-kernel exact values; macro cycle 5% is screening only
LAYER_ANCHOR_CHEAP_V1__B24	C12_RETROSPECTIVE_ALL_SEEN	decode1	F0	NA	gpu_sim_cycle	34564626	240229715	205665089	5.9501609825	NA	NOT_DESIGN_BASED	NA	NA	NA	NA	NA	FAIL	FAIL	TRUE	retrospective full-ROI per-kernel exact values; macro cycle 5% is screening only
LAYER_ANCHOR_CHEAP_V1__B24	C12_RETROSPECTIVE_ALL_SEEN	decode1	F0	NA	vm_l1_tlb_accesses	76015393	331179600	255164207	3.35674390317	NA	NOT_DESIGN_BASED	NA	NA	NA	NA	NA	FAIL	FAIL	TRUE	retrospective full-ROI per-kernel exact values; macro cycle 5% is screening only
LAYER_ANCHOR_CHEAP_V1__B24	C12_RETROSPECTIVE_ALL_SEEN	decode1	F0	NA	vm_l1_tlb_misses	57947	605011.666667	547064.666667	9.4407763416	NA	NOT_DESIGN_BASED	NA	NA	NA	NA	NA	FAIL	FAIL	TRUE	retrospective full-ROI per-kernel exact values; macro cycle 5% is screening only
LAYER_ANCHOR_CHEAP_V1__B24	C12_RETROSPECTIVE_ALL_SEEN	decode1	F0	NA	vm_l2_tlb_accesses	57947	605011.666667	547064.666667	9.4407763416	NA	NOT_DESIGN_BASED	NA	NA	NA	NA	NA	FAIL	FAIL	TRUE	retrospective full-ROI per-kernel exact values; macro cycle 5% is screening only
LAYER_ANCHOR_CHEAP_V1__B24	C12_RETROSPECTIVE_ALL_SEEN	decode1	F0	NA	vm_l2_tlb_misses	22220	509736.666667	487516.666667	21.9404440444	NA	NOT_DESIGN_BASED	NA	NA	NA	NA	NA	FAIL	FAIL	TRUE	retrospective full-ROI per-kernel exact values; macro cycle 5% is screening only
LAYER_ANCHOR_CHEAP_V1__B24	C12_RETROSPECTIVE_ALL_SEEN	decode1	F0	NA	vm_translation_walk_starts	15691	497588.333333	481897.333333	30.7117030994	NA	NOT_DESIGN_BASED	NA	NA	NA	NA	NA	FAIL	FAIL	TRUE	retrospective full-ROI per-kernel exact values; macro cycle 5% is screening only
LAYER_ANCHOR_CHEAP_V1__B24	C12_RETROSPECTIVE_ALL_SEEN	decode1	F0	NA	vm_pte_requests	15796	501720	485924	30.7624715118	NA	NOT_DESIGN_BASED	NA	NA	NA	NA	NA	FAIL	FAIL	TRUE	retrospective full-ROI per-kernel exact values; macro cycle 5% is screening only
LAYER_ANCHOR_CHEAP_V1__B24	C12_RETROSPECTIVE_ALL_SEEN	decode1	F0	NA	vm_pte_dram_responses	4134	128821.666667	124687.666667	30.1615062087	NA	NOT_DESIGN_BASED	NA	NA	NA	NA	NA	FAIL	FAIL	TRUE	retrospective full-ROI per-kernel exact values; macro cycle 5% is screening only
LAYER_ANCHOR_CHEAP_V1__B48	C12_RETROSPECTIVE_ALL_SEEN	prefill	F0	NA	gpu_sim_cycle	62490238	581340715.478	518850477.478	8.30290448691	NA	NOT_DESIGN_BASED	NA	NA	NA	NA	NA	FAIL	FAIL	TRUE	retrospective full-ROI per-kernel exact values; macro cycle 5% is screening only
LAYER_ANCHOR_CHEAP_V1__B48	C12_RETROSPECTIVE_ALL_SEEN	prefill	F0	NA	vm_l1_tlb_accesses	94168155	850400424.696	756232269.696	8.03065823787	NA	NOT_DESIGN_BASED	NA	NA	NA	NA	NA	FAIL	FAIL	TRUE	retrospective full-ROI per-kernel exact values; macro cycle 5% is screening only
LAYER_ANCHOR_CHEAP_V1__B48	C12_RETROSPECTIVE_ALL_SEEN	prefill	F0	NA	vm_l1_tlb_misses	1119527	9729610.26087	8610083.26087	7.69082233914	NA	NOT_DESIGN_BASED	NA	NA	NA	NA	NA	FAIL	FAIL	TRUE	retrospective full-ROI per-kernel exact values; macro cycle 5% is screening only
LAYER_ANCHOR_CHEAP_V1__B48	C12_RETROSPECTIVE_ALL_SEEN	prefill	F0	NA	vm_l2_tlb_accesses	1119527	9729610.26087	8610083.26087	7.69082233914	NA	NOT_DESIGN_BASED	NA	NA	NA	NA	NA	FAIL	FAIL	TRUE	retrospective full-ROI per-kernel exact values; macro cycle 5% is screening only
LAYER_ANCHOR_CHEAP_V1__B48	C12_RETROSPECTIVE_ALL_SEEN	prefill	F0	NA	vm_l2_tlb_misses	45227	651533.043478	606306.043478	13.4058426046	NA	NOT_DESIGN_BASED	NA	NA	NA	NA	NA	FAIL	FAIL	TRUE	retrospective full-ROI per-kernel exact values; macro cycle 5% is screening only
LAYER_ANCHOR_CHEAP_V1__B48	C12_RETROSPECTIVE_ALL_SEEN	prefill	F0	NA	vm_translation_walk_starts	20816	387640.347826	366824.347826	17.6222303913	NA	NOT_DESIGN_BASED	NA	NA	NA	NA	NA	FAIL	FAIL	TRUE	retrospective full-ROI per-kernel exact values; macro cycle 5% is screening only
LAYER_ANCHOR_CHEAP_V1__B48	C12_RETROSPECTIVE_ALL_SEEN	prefill	F0	NA	vm_pte_requests	20899	389084.521739	368185.521739	17.6173750772	NA	NOT_DESIGN_BASED	NA	NA	NA	NA	NA	FAIL	FAIL	TRUE	retrospective full-ROI per-kernel exact values; macro cycle 5% is screening only
LAYER_ANCHOR_CHEAP_V1__B48	C12_RETROSPECTIVE_ALL_SEEN	prefill	F0	NA	vm_pte_dram_responses	8629	194000.695652	185371.695652	21.4824076547	NA	NOT_DESIGN_BASED	NA	NA	NA	NA	NA	FAIL	FAIL	TRUE	retrospective full-ROI per-kernel exact values; macro cycle 5% is screening only
LAYER_ANCHOR_CHEAP_V1__B48	C12_RETROSPECTIVE_ALL_SEEN	decode1	F0	NA	gpu_sim_cycle	34564626	148438139.2	113873513.2	3.29451020821	NA	NOT_DESIGN_BASED	NA	NA	NA	NA	NA	FAIL	FAIL	TRUE	retrospective full-ROI per-kernel exact values; macro cycle 5% is screening only
LAYER_ANCHOR_CHEAP_V1__B48	C12_RETROSPECTIVE_ALL_SEEN	decode1	F0	NA	vm_l1_tlb_accesses	76015393	245353571.2	169338178.2	2.22768273	NA	NOT_DESIGN_BASED	NA	NA	NA	NA	NA	FAIL	FAIL	TRUE	retrospective full-ROI per-kernel exact values; macro cycle 5% is screening only
LAYER_ANCHOR_CHEAP_V1__B48	C12_RETROSPECTIVE_ALL_SEEN	decode1	F0	NA	vm_l1_tlb_misses	57947	333473.6	275526.6	4.75480352736	NA	NOT_DESIGN_BASED	NA	NA	NA	NA	NA	FAIL	FAIL	TRUE	retrospective full-ROI per-kernel exact values; macro cycle 5% is screening only
LAYER_ANCHOR_CHEAP_V1__B48	C12_RETROSPECTIVE_ALL_SEEN	decode1	F0	NA	vm_l2_tlb_accesses	57947	333473.6	275526.6	4.75480352736	NA	NOT_DESIGN_BASED	NA	NA	NA	NA	NA	FAIL	FAIL	TRUE	retrospective full-ROI per-kernel exact values; macro cycle 5% is screening only
LAYER_ANCHOR_CHEAP_V1__B48	C12_RETROSPECTIVE_ALL_SEEN	decode1	F0	NA	vm_l2_tlb_misses	22220	257608.8	235388.8	10.5935553555	NA	NOT_DESIGN_BASED	NA	NA	NA	NA	NA	FAIL	FAIL	TRUE	retrospective full-ROI per-kernel exact values; macro cycle 5% is screening only
