phase	utc	mem_available_kb	swap_free_kb	memory_psi_full_avg10	io_psi_full_avg10	pswpin	pswpout	cpu_iowait_ticks	cpu_total_ticks	loadavg_1	loadavg_5	loadavg_15	c12_simulator_count	c12_worker_rss_kb	swap_in_mib_s	swap_out_mib_s	cpu_iowait_pct
independent_live_monitor	2026-09-09T02:19:59+00:00	133389520	48	0.0	0.0	3049432	8851290	1112752238	288610722029	579.40	538.96	509.58	8	1130907:1705120;1162513:1394260;1162534:1396068;1176172:1352060;1884819:947856;2074901:928784;2074920:481768;2465421:516096	0.000000	0.000000	0.0007
batch_running	2026-09-09T02:20:03+00:00	132954424	48	0.0	0.0	3049432	8851290	1112752239	288610917336	579.40	538.96	509.58	8	1130907:1705120;1162513:1394260;1162534:1396068;1176172:1352060;1884819:947856;2074901:928784;2074920:481768;2465421:516096	0.000000	0.000000	0.0005
batch_running	2026-09-09T02:20:05+00:00	132722708	48	0.0	0.0	3049432	8851290	1112752255	288611035692	576.97	539.13	509.79	8	1130907:1705120;1162513:1398356;1162534:1396068;1176172:1352060;1884819:947856;2074901:928784;2074920:481768;2465421:516096	0.000000	0.000000	0.0135
batch_running	2026-09-09T02:20:09+00:00	132646220	52	0.0	0.0	3049433	8851290	1112752256	288611235942	562.96	536.85	509.21	8	1130907:1705120;1162513:1398356;1162534:1396068;1176172:1352060;1884819:947856;2074901:928784;2074920:481768;2465421:516096	0.000977	0.000000	0.0005
batch_running	2026-09-09T02:20:09+00:00	132650116	52	0.0	0.0	3049433	8851290	1112752256	288611239945	562.96	536.85	509.21	8	1130907:1705120;1162513:1398356;1162534:1396068;1176172:1352060;1884819:947856;2074901:928784;2074920:481768;2465421:516096	0.000000	0.000000	0.0000
batch_running	2026-09-09T02:20:16+00:00	132994404	56	0.0	0.0	3049434	8851290	1112752262	288611610622	541.74	532.89	508.08	8	1130907:1705120;1162513:1398356;1162534:1396068;1176172:1352060;1884819:947856;2074901:928784;2074920:481768;2465421:528384	0.000558	0.000000	0.0016
batch_running	2026-09-09T02:20:18+00:00	133072436	56	0.0	0.0	3049434	8851290	1112752262	288611705718	541.74	532.89	508.08	8	1130907:1705120;1162513:1398356;1162534:1396068;1176172:1352060;1884819:947856;2074901:928784;2074920:481768;2465421:528384	0.000000	0.000000	0.0000
batch_running	2026-09-09T02:20:33+00:00	133048400	1608	0.0	0.0	3049467	8851290	1112752281	288612460992	444.53	511.97	501.64	8	1130907:1705120;1162513:1398356;1162534:1396068;1176172:1352060;1884819:947856;2074901:928784;2074920:481768;2465421:528384	0.008594	0.000000	0.0025
batch_running	2026-09-09T02:20:35+00:00	133186252	1612	0.0	0.0	3049468	8851290	1112752281	288612579518	412.61	504.24	499.19	8	1130907:1705120;1162513:1398356;1162534:1396068;1176172:1352060;1884819:947856;2074901:928784;2074920:481768;2465421:528384	0.001953	0.000000	0.0000
independent_live_monitor	2026-09-09T02:20:39+00:00	133367596	1616	0.0	0.0	3049469	8851290	1112752285	288612770688	383.34	496.65	496.76	8	1130907:1705120;1162513:1398356;1162534:1396068;1176172:1352060;1884819:947856;2074901:928784;2074920:481768;2465421:528384	0.000977	0.000000	0.0021
batch_running	2026-09-09T02:20:39+00:00	133348880	1616	0.0	0.0	3049469	8851290	1112752286	288612779759	383.34	496.65	496.76	8	1130907:1705120;1162513:1398356;1162534:1396068;1176172:1352060;1884819:947856;2074901:928784;2074920:481768;2465421:528384	0.000000	0.000000	0.0110
batch_running	2026-09-09T02:20:39+00:00	133294844	1616	0.0	0.0	3049469	8851290	1112752286	288612783482	383.34	496.65	496.76	8	1130907:1705120;1162513:1398356;1162534:1396068;1176172:1352060;1884819:947856;2074901:928784;2074920:481768;2465421:528384	0.000000	0.000000	0.0000
batch_running	2026-09-09T02:20:47+00:00	133191372	0	0.0	0.0	3049470	8851695	1112752320	288613153201	356.56	489.21	494.36	8	1130907:1705120;1162513:1398356;1162534:1396068;1176172:1352060;1884819:947856;2074901:928784;2074920:481768;2465421:528384	0.000488	0.197754	0.0092
batch_running	2026-09-09T02:20:48+00:00	133238276	0	0.0	0.0	3049470	8851695	1112752321	288613249469	331.85	481.89	491.96	8	1130907:1705120;1162513:1398356;1162534:1396068;1176172:1352060;1884819:947856;2074901:928784;2074920:481768;2465421:528384	0.000000	0.000000	0.0010
batch_running	2026-09-09T02:21:03+00:00	132864396	4	0.0	0.0	3049470	8851695	1112752322	288614003573	287.75	467.50	487.17	8	1130907:1705120;1162513:1398356;1162534:1396068;1176172:1352060;1884819:956048;2074901:928784;2074920:481768;2465421:528384	0.000000	0.000000	0.0001
batch_running	2026-09-09T02:21:05+00:00	133056584	4	0.0	0.0	3049470	8851695	1112752323	288614123260	268.31	460.49	484.79	8	1130907:1705120;1162513:1398356;1162534:1396068;1176172:1352060;1884819:950416;2074901:928784;2074920:481768;2465421:528384	0.000000	0.000000	0.0008
batch_running	2026-09-09T02:21:09+00:00	133092656	8	0.0	0.0	3049471	8851695	1112752323	288614323430	250.51	453.61	482.44	8	1130907:1705120;1162513:1398356;1162534:1396068;1176172:1352060;1884819:950416;2074901:928784;2074920:481768;2465421:528384	0.000977	0.000000	0.0000
batch_running	2026-09-09T02:21:09+00:00	133098428	8	0.0	0.0	3049471	8851695	1112752323	288614327589	250.51	453.61	482.44	8	1130907:1705120;1162513:1398356;1162534:1396068;1176172:1352060;1884819:950416;2074901:928784;2074920:481768;2465421:528384	0.000000	0.000000	0.0000
batch_running	2026-09-09T02:21:17+00:00	133351952	16	0.0	0.0	3049472	8851695	1112752323	288614697637	233.97	446.81	480.08	8	1130907:1705120;1162513:1398356;1162534:1396068;1176172:1352060;1884819:950416;2074901:928784;2074920:481768;2465421:528384	0.000488	0.000000	0.0000
batch_running	2026-09-09T02:21:19+00:00	133387760	16	0.0	0.0	3049472	8851695	1112752323	288614793003	218.76	440.12	477.74	8	1130907:1705120;1162513:1398356;1162534:1396068;1176172:1352060;1884819:950416;2074901:928784;2074920:481768;2465421:528384	0.000000	0.000000	0.0000
independent_live_monitor	2026-09-09T02:21:19+00:00	133405680	16	0.0	0.0	3049472	8851695	1112752323	288614833427	218.76	440.12	477.74	8	1130907:1705120;1162513:1398356;1162534:1396068;1176172:1352060;1884819:950416;2074901:928784;2074920:481768;2465421:528384	0.000000	0.000000	0.0000
batch_running	2026-09-09T02:21:33+00:00	136950884	24	0.0	0.0	3049473	8851695	1112752368	288615546861	192.27	427.16	473.12	8	1130907:1705120;1162513:1398356;1162534:1396068;1176172:1352060;1884819:950416;2074901:928784;2074920:481768;2465421:528384	0.000279	0.000000	0.0063
batch_running	2026-09-09T02:21:36+00:00	136889428	24	0.0	0.0	3049473	8851695	1112752393	288615666734	180.63	420.85	470.83	8	1130907:1705120;1162513:1398356;1162534:1396068;1176172:1352060;1884819:950416;2074901:928784;2074920:481768;2465421:528384	0.000000	0.000000	0.0209
batch_running	2026-09-09T02:21:40+00:00	136789680	28	0.0	0.0	3049474	8851695	1112752431	288615867197	198.44	420.55	470.47	8	1130907:1705120;1162513:1398356;1162534:1396068;1176172:1352060;1884819:950416;2074901:928784;2074920:481768;2465421:528384	0.000977	0.000000	0.0190
batch_running	2026-09-09T02:21:40+00:00	136784872	28	0.0	0.0	3049474	8851695	1112752433	288615871492	198.44	420.55	470.47	8	1130907:1705120;1162513:1398356;1162534:1396068;1176172:1352060;1884819:950416;2074901:928784;2074920:481768;2465421:528384	0.000000	0.000000	0.0466
batch_running	2026-09-09T02:21:47+00:00	134200712	32	0.0	0.0	3049475	8851695	1112752433	288616241229	228.03	423.00	470.99	8	1130907:1705120;1162513:1398356;1162534:1396068;1176172:1360252;1884819:950416;2074901:928784;2074920:481768;2465421:528384	0.000558	0.000000	0.0000
batch_running	2026-09-09T02:21:49+00:00	133842980	32	0.0	0.0	3049475	8851695	1112752433	288616336819	255.98	425.55	471.56	8	1130907:1705120;1162513:1398356;1162534:1396068;1176172:1360252;1884819:950416;2074901:928784;2074920:481768;2465421:528384	0.000000	0.000000	0.0000
independent_live_monitor	2026-09-09T02:21:59+00:00	133649396	36	0.0	0.0	3049476	8851695	1112752440	288616873594	318.47	433.37	473.61	8	1130907:1705120;1162513:1398356;1162534:1396068;1176172:1360252;1884819:950416;2074901:928784;2074920:481768;2465421:528384	0.000391	0.000000	0.0013
batch_running	2026-09-09T02:22:03+00:00	133502660	40	0.0	0.0	3049477	8851695	1112752442	288617090397	344.37	436.83	474.51	8	1130907:1705120;1162513:1398356;1162534:1396068;1176172:1360252;1884819:950416;2074901:928784;2074920:481768;2465421:528384	0.000977	0.000000	0.0009
batch_running	2026-09-09T02:22:06+00:00	133605932	48	0.0	0.0	3049478	8851695	1112752442	288617210621	344.37	436.83	474.51	8	1130907:1705120;1162513:1398356;1162534:1396068;1176172:1360252;1884819:950416;2074901:928784;2074920:481768;2465421:528384	0.001302	0.000000	0.0000
batch_running	2026-09-09T02:22:10+00:00	133714840	52	0.0	0.0	3049479	8851695	1112752445	288617411705	367.57	440.11	475.37	8	1130907:1709216;1162513:1398356;1162534:1396068;1176172:1360252;1884819:950416;2074901:928784;2074920:481768;2465421:528384	0.000977	0.000000	0.0015
batch_running	2026-09-09T02:22:10+00:00	133722408	52	0.0	0.0	3049479	8851695	1112752445	288617415496	367.57	440.11	475.37	8	1130907:1709216;1162513:1398356;1162534:1396068;1176172:1360252;1884819:950416;2074901:928784;2074920:481768;2465421:528384	0.000000	0.000000	0.0000
batch_running	2026-09-09T02:22:17+00:00	133840000	52	0.0	0.0	3049479	8851695	1112752448	288617784715	388.90	443.33	476.22	8	1130907:1709216;1162513:1398356;1162534:1396068;1176172:1360252;1884819:950416;2074901:928784;2074920:481768;2465421:528384	0.000000	0.000000	0.0008
batch_running	2026-09-09T02:22:19+00:00	133915636	52	0.0	0.0	3049479	8851695	1112752449	288617880384	403.73	445.50	476.75	8	1130907:1709216;1162513:1398356;1162534:1396068;1176172:1360252;1884819:950416;2074901:928784;2074920:481768;2465421:528384	0.000000	0.000000	0.0010
batch_running	2026-09-09T02:22:34+00:00	133567324	56	0.0	0.0	3049479	8851695	1112752456	288618633252	441.96	451.91	478.35	8	1130907:1709216;1162513:1398356;1162534:1396068;1176172:1360252;1884819:950416;2074901:928784;2074920:481768;2465421:528384	0.000000	0.000000	0.0009
batch_running	2026-09-09T02:22:36+00:00	133718808	56	0.0	0.0	3049479	8851695	1112752456	288618754708	441.96	451.91	478.35	8	1130907:1709216;1162513:1398356;1162534:1396068;1176172:1360252;1884819:950416;2074901:928784;2074920:481768;2465421:528384	0.000000	0.000000	0.0000
independent_live_monitor	2026-09-09T02:22:39+00:00	133804660	56	0.0	0.0	3049479	8851695	1112752461	288618914710	452.61	453.95	478.87	8	1130907:1709216;1162513:1398356;1162534:1396068;1176172:1360252;1884819:950416;2074901:928784;2074920:481768;2465421:528384	0.000000	0.000000	0.0031
batch_running	2026-09-09T02:22:40+00:00	133668672	56	0.0	0.0	3049479	8851695	1112752461	288618956477	452.61	453.95	478.87	8	1130907:1709216;1162513:1398356;1162534:1396068;1176172:1360252;1884819:950416;2074901:928784;2074920:481768;2465421:528384	0.000000	0.000000	0.0000
batch_running	2026-09-09T02:22:40+00:00	133672096	56	0.0	0.0	3049479	8851695	1112752461	288618959978	452.61	453.95	478.87	8	1130907:1709216;1162513:1398356;1162534:1396068;1176172:1360252;1884819:950416;2074901:928784;2074920:481768;2465421:528384	0.000000	0.000000	0.0000
batch_running	2026-09-09T02:22:47+00:00	133711176	56	0.0	0.0	3049479	8851695	1112752469	288619327733	462.25	455.93	479.37	8	1130907:1709216;1162513:1398356;1162534:1396068;1176172:1360252;1884819:950416;2074901:932880;2074920:481768;2465421:528384	0.000000	0.000000	0.0022
batch_running	2026-09-09T02:22:49+00:00	133879888	56	0.0	0.0	3049479	8851695	1112752472	288619424078	470.56	457.75	479.84	8	1130907:1709216;1162513:1398356;1162534:1396068;1176172:1360252;1884819:950416;2074901:932880;2074920:481768;2465421:528384	0.000000	0.000000	0.0031
batch_running	2026-09-09T02:23:04+00:00	133992436	60	0.0	0.0	3049487	8851695	1112752483	288620176214	492.76	463.30	481.30	8	1130907:1709216;1162513:1398356;1162534:1396068;1176172:1360252;1884819:950416;2074901:932880;2074920:481768;2465421:528384	0.002083	0.000000	0.0015
batch_running	2026-09-09T02:23:06+00:00	134014172	60	0.0	0.0	3049487	8851695	1112752486	288620298637	492.76	463.30	481.30	8	1130907:1709216;1162513:1398356;1162534:1396068;1176172:1360252;1884819:950416;2074901:932880;2074920:481768;2465421:528384	0.000000	0.000000	0.0025
batch_running	2026-09-09T02:23:10+00:00	133990820	60	0.0	0.0	3049487	8851695	1112752486	288620500310	499.19	465.12	481.79	8	1130907:1709216;1162513:1398356;1162534:1396068;1176172:1360252;1884819:950416;2074901:932880;2074920:481768;2465421:528384	0.000000	0.000000	0.0000
batch_running	2026-09-09T02:23:10+00:00	133993408	60	0.0	0.0	3049487	8851695	1112752486	288620503861	499.19	465.12	481.79	8	1130907:1709216;1162513:1398356;1162534:1396068;1176172:1360252;1884819:950416;2074901:932880;2074920:481768;2465421:528384	0.000000	0.000000	0.0000
batch_running	2026-09-09T02:23:17+00:00	133985764	68	0.0	0.0	3049490	8851695	1112752503	288620871409	505.02	466.90	482.28	8	1130907:1709216;1162513:1398356;1162534:1396068;1176172:1360252;1884819:950416;2074901:932880;2074920:481768;2465421:528384	0.001674	0.000000	0.0046
independent_live_monitor	2026-09-09T02:23:19+00:00	133977336	68	0.0	0.0	3049490	8851695	1112752503	288620948527	511.74	468.92	482.85	8	1130907:1709216;1162513:1398356;1162534:1396068;1176172:1360252;1884819:950416;2074901:932880;2074920:481768;2465421:528384	0.000000	0.000000	0.0000
batch_running	2026-09-09T02:23:19+00:00	133887520	68	0.0	0.0	3049490	8851695	1112752503	288620967743	511.74	468.92	482.85	8	1130907:1709216;1162513:1398356;1162534:1396068;1176172:1360252;1884819:950416;2074901:932880;2074920:481768;2465421:528384	0.000000	0.000000	0.0000
batch_running	2026-09-09T02:23:29+00:00	131962412	76	0.0	0.0	3049491	8851695	1112752516	288621463840	520.75	472.25	483.78	8	1130907:1709216;1162513:1398356;1162534:1396068;1176172:1360252;1884819:950416;2074901:932880;2074920:481768;2465421:528384	0.000391	0.000000	0.0026
batch_running	2026-09-09T02:23:36+00:00	133480852	76	0.0	0.0	3049491	8851695	1112752521	288621842388	523.97	473.73	484.20	8	1130907:1709216;1162513:1398356;1162534:1396068;1176172:1360252;1884819:958608;2074901:932880;2074920:481768;2465421:528384	0.000000	0.000000	0.0013
batch_running	2026-09-09T02:23:40+00:00	133642304	76	0.0	0.0	3049491	8851695	1112752539	288622044331	527.26	475.24	484.63	8	1130907:1709216;1162513:1398356;1162534:1396068;1176172:1360252;1884819:962704;2074901:932880;2074920:481768;2465421:528384	0.000000	0.000000	0.0089
batch_running	2026-09-09T02:23:40+00:00	133643552	76	0.0	0.0	3049491	8851695	1112752539	288622047807	527.26	475.24	484.63	8	1130907:1709216;1162513:1398356;1162534:1396068;1176172:1360252;1884819:962704;2074901:932880;2074920:481768;2465421:528384	0.000000	0.000000	0.0000
batch_running	2026-09-09T02:23:47+00:00	133493140	84	0.0	0.0	3049491	8851695	1112752541	288622416040	530.84	476.85	485.10	8	1130907:1709216;1162513:1398356;1162534:1400164;1176172:1360252;1884819:962704;2074901:932880;2074920:481768;2465421:528384	0.000000	0.000000	0.0005
batch_running	2026-09-09T02:23:49+00:00	133584768	84	0.0	0.0	3049491	8851695	1112752543	288622511869	533.42	478.28	485.52	8	1130907:1709216;1162513:1398356;1162534:1400164;1176172:1360252;1884819:962704;2074901:932880;2074920:481768;2465421:528384	0.000000	0.000000	0.0021
independent_live_monitor	2026-09-09T02:23:58+00:00	133633140	84	0.0	0.0	3049491	8851695	1112752552	288622986541	538.42	481.17	486.38	8	1130907:1709216;1162513:1398356;1162534:1400164;1176172:1360252;1884819:962704;2074901:932880;2074920:481768;2465421:528384	0.000000	0.000000	0.0019
batch_running	2026-09-09T02:23:59+00:00	133521172	84	0.0	0.0	3049491	8851695	1112752552	288623007172	538.42	481.17	486.38	8	1130907:1709216;1162513:1398356;1162534:1400164;1176172:1360252;1884819:962704;2074901:932880;2074920:481768;2465421:528384	0.000000	0.000000	0.0000
batch_running	2026-09-09T02:24:06+00:00	133618076	88	0.0	0.0	3049492	8851695	1112752566	288623387153	540.46	482.54	486.80	8	1130907:1709216;1162513:1398356;1162534:1400164;1176172:1360252;1884819:962704;2074901:932880;2074920:481768;2465421:528384	0.000558	0.000000	0.0037
batch_running	2026-09-09T02:24:10+00:00	133629316	92	0.0	0.0	3049493	8851695	1112752566	288623588362	542.83	484.00	487.25	8	1130907:1709216;1162513:1398356;1162534:1400164;1176172:1360252;1884819:962704;2074901:932880;2074920:481768;2465421:528384	0.000977	0.000000	0.0000
batch_running	2026-09-09T02:24:10+00:00	133618132	92	0.0	0.0	3049493	8851695	1112752566	288623592382	542.83	484.00	487.25	8	1130907:1709216;1162513:1398356;1162534:1400164;1176172:1360252;1884819:962704;2074901:932880;2074920:481768;2465421:528384	0.000000	0.000000	0.0000
batch_running	2026-09-09T02:24:17+00:00	133795220	100	0.0	0.0	3049494	8851695	1112752571	288623959968	545.09	485.44	487.70	8	1130907:1709216;1162513:1398356;1162534:1400164;1176172:1360252;1884819:962704;2074901:932880;2074920:481768;2465421:528384	0.000558	0.000000	0.0014
batch_running	2026-09-09T02:24:19+00:00	133868440	104	0.0	0.0	3049495	8851695	1112752571	288624055743	546.68	486.76	488.11	8	1130907:1709216;1162513:1398356;1162534:1400164;1176172:1360252;1884819:962704;2074901:932880;2074920:481768;2465421:528384	0.001953	0.000000	0.0000
batch_running	2026-09-09T02:24:29+00:00	131609332	120	0.0	0.0	3049501	8851695	1112752582	288624550354	548.77	489.18	488.88	8	1130907:1709216;1162513:1398356;1162534:1400164;1176172:1360252;1884819:962704;2074901:932880;2074920:481768;2465421:528384	0.002344	0.000000	0.0022
batch_running	2026-09-09T02:24:36+00:00	133513972	120	0.0	0.0	3049501	8851695	1112752592	288624931768	550.71	490.57	489.34	8	1130907:1709216;1162513:1398356;1162534:1400164;1176172:1360252;1884819:962704;2074901:932880;2074920:481768;2465421:528384	0.000000	0.000000	0.0026
independent_live_monitor	2026-09-09T02:24:38+00:00	133613796	124	0.0	0.0	3049502	8851695	1112752599	288625021097	550.71	490.57	489.34	8	1130907:1709216;1162513:1398356;1162534:1400164;1176172:1360252;1884819:962704;2074901:932880;2074920:481768;2465421:528384	0.001953	0.000000	0.0078
batch_running	2026-09-09T02:24:40+00:00	133346860	128	0.0	0.0	3049502	8851695	1112752602	288625132511	551.38	491.70	489.71	8	1130907:1709216;1162513:1398356;1162534:1400164;1176172:1360252;1884819:962704;2074901:932880;2074920:481768;2465421:528384	0.000000	0.000000	0.0027
batch_running	2026-09-09T02:24:40+00:00	133440524	128	0.0	0.0	3049502	8851695	1112752602	288625136631	551.38	491.70	489.71	8	1130907:1709216;1162513:1398356;1162534:1400164;1176172:1360252;1884819:962704;2074901:932880;2074920:481768;2465421:528384	0.000000	0.000000	0.0000
batch_running	2026-09-09T02:24:48+00:00	132910672	128	0.0	0.0	3049502	8851695	1112752607	288625503187	552.71	492.97	490.13	8	1130907:1709216;1162513:1398356;1162534:1400164;1176172:1360252;1884819:962704;2074901:932880;2074920:481768;2465421:528384	0.000000	0.000000	0.0014
batch_running	2026-09-09T02:24:49+00:00	132925692	128	0.0	0.0	3049502	8851695	1112752608	288625600441	553.53	494.13	490.52	8	1130907:1709216;1162513:1398356;1162534:1400164;1176172:1360252;1884819:962704;2074901:932880;2074920:481768;2465421:528384	0.000000	0.000000	0.0010
batch_running	2026-09-09T02:24:59+00:00	133260848	132	0.0	0.0	3049502	8851695	1112752614	288626093632	556.27	496.68	491.39	8	1130907:1709216;1162513:1398356;1162534:1400164;1176172:1360252;1884819:962704;2074901:932880;2074920:481768;2465421:528384	0.000000	0.000000	0.0012
batch_running	2026-09-09T02:25:07+00:00	133628612	136	0.0	0.0	3049504	8851695	1112752624	288626476450	557.13	497.85	491.80	8	1130907:1709216;1162513:1398356;1162534:1400164;1176172:1360252;1884819:962704;2074901:932880;2074920:481768;2465421:528384	0.000977	0.000000	0.0026
batch_running	2026-09-09T02:25:10+00:00	133717248	140	0.0	0.0	3049504	8851695	1112752624	288626677336	558.48	499.11	492.24	8	1130907:1709216;1162513:1398356;1162534:1400164;1176172:1360252;1884819:962704;2074901:932880;2074920:481768;2465421:528384	0.000000	0.000000	0.0000
batch_running	2026-09-09T02:25:11+00:00	133719016	140	0.0	0.0	3049504	8851695	1112752624	288626680944	558.48	499.11	492.24	8	1130907:1709216;1162513:1398356;1162534:1400164;1176172:1360252;1884819:962704;2074901:932880;2074920:481768;2465421:528384	0.000000	0.000000	0.0000
batch_running	2026-09-09T02:25:13+00:00	133756688	140	0.0	0.0	3049504	8851695	1112752629	288626789956	558.48	499.11	492.24	8	1130907:1709216;1162513:1398356;1162534:1400164;1176172:1360252;1884819:962704;2074901:932880;2074920:481768;2465421:528384	0.000000	0.000000	0.0046
independent_live_monitor	2026-09-09T02:25:18+00:00	133828604	140	0.0	0.0	3049504	8851695	1112752641	288627049974	559.33	500.27	492.65	8	1130907:1709216;1162513:1398356;1162534:1400164;1176172:1360252;1884819:962704;2074901:932880;2074920:481768;2465421:528384	0.000000	0.000000	0.0046
batch_running	2026-09-09T02:25:20+00:00	133451212	140	0.0	0.0	3049504	8851695	1112752641	288627144934	560.26	501.45	493.07	8	1130907:1709216;1162513:1398356;1162534:1400164;1176172:1360252;1884819:962704;2074901:932880;2074920:481768;2465421:528384	0.000000	0.000000	0.0000
batch_running	2026-09-09T02:25:29+00:00	131735032	144	0.0	0.0	3049504	8851695	1112752659	288627636726	560.27	503.39	493.79	8	1130907:1709216;1162513:1398356;1162534:1400164;1176172:1360252;1884819:962704;2074901:932880;2074920:481768;2465421:528384	0.000000	0.000000	0.0037
batch_running	2026-09-09T02:25:37+00:00	132984748	148	0.0	0.0	3049504	8851695	1112752661	288628020887	560.41	504.36	494.16	8	1130907:1709216;1162513:1398356;1162534:1400164;1176172:1360252;1884819:962704;2074901:932880;2074920:481768;2465421:528384	0.000000	0.000000	0.0005
batch_running	2026-09-09T02:25:41+00:00	133203760	148	0.0	0.0	3049504	8851695	1112752672	288628221640	560.94	505.40	494.55	8	1130907:1709216;1162513:1402452;1162534:1400164;1176172:1360252;1884819:962704;2074901:932880;2074920:481768;2465421:528384	0.000000	0.000000	0.0055
batch_running	2026-09-09T02:25:41+00:00	133175232	148	0.0	0.0	3049504	8851695	1112752673	288628225452	560.94	505.40	494.55	8	1130907:1709216;1162513:1402452;1162534:1400164;1176172:1360252;1884819:962704;2074901:932880;2074920:481768;2465421:528384	0.000000	0.000000	0.0262
batch_running	2026-09-09T02:25:43+00:00	133069960	148	0.0	0.0	3049504	8851695	1112752674	288628334011	560.94	505.40	494.55	8	1130907:1709216;1162513:1402452;1162534:1400164;1176172:1360252;1884819:962704;2074901:932880;2074920:481768;2465421:528384	0.000000	0.000000	0.0009
batch_running	2026-09-09T02:25:50+00:00	133586424	176	0.0	0.0	3049513	8851695	1112752680	288628688886	561.57	507.37	495.31	8	1130907:1709216;1162513:1402452;1162534:1400164;1176172:1360252;1884819:962704;2074901:932880;2074920:481768;2465421:528384	0.005022	0.000000	0.0017
independent_live_monitor	2026-09-09T02:25:58+00:00	132810808	180	0.0	0.0	3049514	8851695	1112752682	288629095952	561.68	508.29	495.67	8	1130907:1709216;1162513:1402452;1162534:1400164;1176172:1360252;1884819:962704;2074901:932880;2074920:481768;2465421:528384	0.000488	0.000000	0.0005
batch_running	2026-09-09T02:25:59+00:00	132684800	188	0.0	0.0	3049517	8851695	1112752682	288629180659	563.47	509.55	496.15	8	1130907:1709216;1162513:1402452;1162534:1400164;1176172:1360252;1884819:962704;2074901:932880;2074920:481768;2465421:528384	0.011719	0.000000	0.0000
batch_running	2026-09-09T02:26:07+00:00	132216512	288	0.0	0.0	3049538	8851695	1112752685	288629565573	565.27	510.82	496.63	8	1130907:1709216;1162513:1402452;1162534:1400164;1176172:1360252;1884819:962704;2074901:932880;2074920:481768;2465421:528384	0.010254	0.000000	0.0008
batch_running	2026-09-09T02:26:11+00:00	132473644	320	0.0	0.0	3049548	8851695	1112752686	288629766203	567.90	512.27	497.17	8	1130907:1709216;1162513:1402452;1162534:1400164;1176172:1360252;1884819:962704;2074901:932880;2074920:481768;2465421:528384	0.009766	0.000000	0.0005
batch_running	2026-09-09T02:26:11+00:00	132480020	324	0.0	0.0	3049549	8851695	1112752686	288629769560	567.90	512.27	497.17	8	1130907:1709216;1162513:1402452;1162534:1400164;1176172:1360252;1884819:962704;2074901:932880;2074920:481768;2465421:528384	3.906250	0.000000	0.0000
batch_running	2026-09-09T02:26:13+00:00	132557108	360	0.0	0.0	3049558	8851695	1112752687	288629879217	567.90	512.27	497.17	8	1130907:1709216;1162513:1402452;1162534:1400164;1176172:1360252;1884819:962704;2074901:932880;2074920:481768;2465421:528384	0.017578	0.000000	0.0009
batch_running	2026-09-09T02:26:15+00:00	132591420	372	0.0	0.0	3049561	8851695	1112752687	288629976289	568.70	513.36	497.61	8	1130907:1709216;1162513:1402452;1162534:1400164;1176172:1360252;1884819:962704;2074901:932880;2074920:481768;2465421:528384	0.005859	0.000000	0.0000
batch_running	2026-09-09T02:26:29+00:00	131073500	68	0.0	0.0	3049598	8851802	1112752706	288630723525	570.91	516.54	498.90	8	1130907:1709216;1162513:1402452;1162534:1400164;1176172:1360252;1884819:962704;2074901:932880;2074920:481768;2465421:528384	0.010324	0.029855	0.0025
batch_running	2026-09-09T02:26:37+00:00	132362696	96	0.0	0.0	3049603	8851802	1112752707	288631109980	571.24	517.52	499.31	8	1130907:1709216;1162513:1402452;1162534:1400164;1176172:1360252;1884819:962704;2074901:932880;2074920:481768;2465421:528384	0.002441	0.000000	0.0003
independent_live_monitor	2026-09-09T02:26:38+00:00	132149924	100	0.0	0.0	3049606	8851802	1112752707	288631154856	571.24	517.52	499.31	8	1130907:1709216;1162513:1402452;1162534:1400164;1176172:1360252;1884819:962704;2074901:932880;2074920:481768;2465421:528384	0.011719	0.000000	0.0000
batch_running	2026-09-09T02:26:41+00:00	131966900	108	0.0	0.0	3049608	8851802	1112752707	288631310280	572.10	518.59	499.76	8	1130907:1709216;1162513:1402452;1162534:1400164;1176172:1360252;1884819:962704;2074901:932880;2074920:481768;2465421:528384	0.002604	0.000000	0.0000
batch_running	2026-09-09T02:26:41+00:00	131939228	108	0.0	0.0	3049608	8851802	1112752707	288631313616	572.10	518.59	499.76	8	1130907:1709216;1162513:1402452;1162534:1400164;1176172:1360252;1884819:962704;2074901:932880;2074920:481768;2465421:528384	0.000000	0.000000	0.0000
batch_running	2026-09-09T02:26:43+00:00	132072404	112	0.0	0.0	3049610	8851802	1112752707	288631422774	572.10	518.59	499.76	8	1130907:1709216;1162513:1402452;1162534:1400164;1176172:1360252;1884819:962704;2074901:932880;2074920:481768;2465421:528384	0.003906	0.000000	0.0000
batch_running	2026-09-09T02:26:45+00:00	132133228	112	0.0	0.0	3049610	8851802	1112752707	288631520461	574.49	519.97	500.31	8	1130907:1709216;1162513:1402452;1162534:1400164;1176172:1360252;1884819:962704;2074901:932880;2074920:481768;2465421:528384	0.000000	0.000000	0.0000
batch_running	2026-09-09T02:27:00+00:00	132779780	172	0.0	0.0	3049626	8851802	1112752725	288632268458	577.61	523.34	501.72	8	1130907:1709216;1162513:1402452;1162534:1400164;1176172:1360252;1884819:962704;2074901:932880;2074920:481768;2465421:528384	0.004167	0.000000	0.0024
