phase	utc	mem_available_kb	swap_free_kb	memory_psi_full_avg10	io_psi_full_avg10	pswpin	pswpout	cpu_iowait_ticks	cpu_total_ticks	loadavg_1	loadavg_5	loadavg_15	c12_simulator_count	c12_worker_rss_kb	swap_in_mib_s	swap_out_mib_s	cpu_iowait_pct
batch_running	2026-09-09T10:27:50+00:00	140971972	188	0.0	0.0	3061767	8879678	1113381706	290102450879	590.10	519.93	524.65	8	1884819:1579764;2074901:1512156;2682100:999424;2755632:499528;2917671:901028;2925096:532392;2928618:892480;2959421:466616	0.000000	0.000000	0.0044
batch_running	2026-09-09T10:28:01+00:00	141021116	212	0.0	0.12	3061767	8879678	1113381754	290103019763	591.88	522.63	525.48	8	1884819:1579764;2074901:1512156;2682100:999424;2755632:499528;2917671:901028;2925096:532392;2928618:892480;2959421:466616	0.000000	0.000000	0.0084
batch_running	2026-09-09T10:28:01+00:00	141016468	212	0.0	0.12	3061767	8879678	1113381754	290103025842	591.88	522.63	525.48	8	1884819:1579764;2074901:1512156;2682100:999424;2755632:499528;2917671:901028;2925096:532392;2928618:892480;2959421:466616	0.000000	0.000000	0.0000
independent_live_monitor	2026-09-09T10:28:05+00:00	141022300	216	0.0	0.08	3061767	8879678	1113381755	290103215712	592.69	523.95	525.89	8	1884819:1579764;2074901:1512156;2682100:999424;2755632:499528;2917671:901028;2925096:532392;2928618:892480;2959421:466616	0.000000	0.000000	0.0005
batch_running	2026-09-09T10:28:08+00:00	141024924	232	0.0	0.05	3061767	8879678	1113381799	290103378599	592.69	523.95	525.89	8	1884819:1579764;2074901:1512156;2682100:999424;2755632:499528;2917671:901028;2925096:532392;2928618:892480;2959421:466616	0.000000	0.000000	0.0270
batch_running	2026-09-09T10:28:08+00:00	141018968	232	0.0	0.05	3061767	8879678	1113381799	290103384514	592.69	523.95	525.89	8	1884819:1579764;2074901:1512156;2682100:999424;2755632:499528;2917671:901028;2925096:532392;2928618:892480;2959421:466616	0.000000	0.000000	0.0000
batch_running	2026-09-09T10:28:09+00:00	141003988	232	0.0	0.04	3061767	8879678	1113381800	290103451518	593.91	525.34	526.34	8	1884819:1579764;2074901:1512156;2682100:999424;2755632:499528;2917671:901028;2925096:532392;2928618:892480;2959421:466616	0.000000	0.000000	0.0015
batch_running	2026-09-09T10:28:14+00:00	140838736	248	0.0	0.02	3061768	8879678	1113381805	290103699973	595.04	526.71	526.77	8	1884819:1579764;2074901:1512156;2682100:999424;2755632:499528;2917671:901028;2925096:532392;2928618:892480;2959421:466616	0.000781	0.000000	0.0020
batch_running	2026-09-09T10:28:17+00:00	140840964	256	0.0	0.01	3061776	8879678	1113381806	290103858286	595.04	526.71	526.77	8	1884819:1579764;2074901:1512156;2682100:999424;2755632:499528;2917671:901028;2925096:532392;2928618:892480;2959421:466616	0.010417	0.000000	0.0006
batch_running	2026-09-09T10:28:20+00:00	140863408	260	0.0	0.01	3061776	8879678	1113381846	290103993011	597.04	528.26	527.28	8	1884819:1579764;2074901:1512156;2682100:999424;2755632:499528;2917671:901028;2925096:532392;2928618:892480;2959421:466616	0.000000	0.000000	0.0297
batch_running	2026-09-09T10:28:31+00:00	141092468	300	0.0	0.0	3061797	8879678	1113381864	290104563568	599.49	531.04	528.19	8	1884819:1579764;2074901:1512156;2682100:999424;2755632:499528;2917671:901028;2925096:532392;2928618:892480;2959421:466616	0.007457	0.000000	0.0032
batch_running	2026-09-09T10:28:31+00:00	141085144	300	0.0	0.0	3061797	8879678	1113381864	290104569364	599.49	531.04	528.19	8	1884819:1579764;2074901:1512156;2682100:999424;2755632:499528;2917671:901028;2925096:532392;2928618:892480;2959421:466616	0.000000	0.000000	0.0000
batch_running	2026-09-09T10:28:38+00:00	140742900	24	0.0	0.0	3061797	8879753	1113381917	290104922131	599.21	532.12	528.55	8	1884819:1579764;2074901:1512156;2682100:999424;2755632:499528;2917671:901028;2925096:532392;2928618:892480;2959421:466616	0.000000	0.041853	0.0150
batch_running	2026-09-09T10:28:38+00:00	140745896	24	0.0	0.0	3061797	8879753	1113381917	290104929288	599.21	532.12	528.55	8	1884819:1579764;2074901:1512156;2682100:999424;2755632:499528;2917671:901028;2925096:532392;2928618:892480;2959421:466616	0.000000	0.000000	0.0000
batch_running	2026-09-09T10:28:40+00:00	140773640	32	0.0	0.0	3061797	8879753	1113381917	290104995090	600.40	533.48	529.01	8	1884819:1579764;2074901:1512156;2682100:999424;2755632:499528;2917671:901028;2925096:532392;2928618:892480;2959421:466616	0.000000	0.000000	0.0000
independent_live_monitor	2026-09-09T10:28:41+00:00	140820308	36	0.0	0.0	3061797	8879753	1113381918	290105048700	600.40	533.48	529.01	8	1884819:1579764;2074901:1512156;2682100:999424;2755632:499528;2917671:901028;2925096:532392;2928618:892480;2959421:466616	0.000000	0.000000	0.0019
batch_running	2026-09-09T10:28:44+00:00	140951028	48	0.0	0.0	3061802	8879753	1113381926	290105243230	602.93	535.11	529.57	8	1884819:1579764;2074901:1512156;2682100:999424;2755632:499528;2917671:901028;2925096:532392;2928618:892480;2959421:466616	0.006510	0.000000	0.0041
batch_running	2026-09-09T10:28:48+00:00	141023112	56	0.0	0.0	3061802	8879753	1113381927	290105402006	602.93	535.11	529.57	8	1884819:1579764;2074901:1512156;2682100:999424;2755632:499528;2917671:901028;2925096:532392;2928618:892480;2959421:466616	0.000000	0.000000	0.0006
batch_running	2026-09-09T10:28:50+00:00	141054948	76	0.0	0.0	3061810	8879753	1113381928	290105535208	602.69	536.19	529.94	8	1884819:1579764;2074901:1512156;2682100:999424;2755632:499528;2917671:901028;2925096:532392;2928618:892480;2959421:466616	0.015625	0.000000	0.0008
batch_running	2026-09-09T10:29:01+00:00	141100660	116	0.0	0.0	3061812	8879753	1113381937	290106107237	603.80	538.62	530.80	8	1884819:1579764;2074901:1512156;2682100:999424;2755632:499528;2917671:901028;2925096:532392;2928618:892480;2959421:466616	0.000710	0.000000	0.0016
batch_running	2026-09-09T10:29:01+00:00	141100156	116	0.0	0.0	3061812	8879753	1113381937	290106112574	603.80	538.62	530.80	8	1884819:1579764;2074901:1512156;2682100:999424;2755632:499528;2917671:901028;2925096:532392;2928618:892480;2959421:466616	0.000000	0.000000	0.0000
batch_running	2026-09-09T10:29:08+00:00	141101188	128	0.0	0.0	3061812	8879753	1113381956	290106465557	605.18	539.99	531.29	8	1884819:1579764;2074901:1512156;2682100:999424;2755632:499528;2917671:901028;2925096:532392;2928618:892480;2959421:466616	0.000000	0.000000	0.0054
batch_running	2026-09-09T10:29:09+00:00	141097084	128	0.0	0.0	3061812	8879753	1113381956	290106471577	605.18	539.99	531.29	8	1884819:1579764;2074901:1512156;2682100:999424;2755632:499528;2917671:901028;2925096:532392;2928618:892480;2959421:466616	0.000000	0.000000	0.0000
batch_running	2026-09-09T10:29:10+00:00	140992832	132	0.0	0.0	3061812	8879753	1113381960	290106537508	604.84	541.00	531.66	8	1884819:1579764;2074901:1512156;2682100:999424;2755632:499528;2917671:901028;2925096:532392;2928618:892480;2959421:466616	0.000000	0.000000	0.0061
batch_running	2026-09-09T10:29:15+00:00	141060588	140	0.0	0.0	3061820	8879753	1113381962	290106786618	606.38	542.38	532.16	8	1884819:1579764;2074901:1512156;2682100:999424;2755632:499528;2917671:901028;2925096:532392;2928618:892480;2959421:466616	0.006250	0.000000	0.0008
independent_live_monitor	2026-09-09T10:29:17+00:00	141047804	144	0.0	0.0	3061820	8879753	1113381963	290106884929	606.38	542.38	532.16	8	1884819:1579764;2074901:1512156;2682100:999424;2755632:499528;2917671:901028;2925096:532392;2928618:892480;2959421:466616	0.000000	0.000000	0.0010
batch_running	2026-09-09T10:29:18+00:00	141039288	144	0.0	0.0	3061820	8879753	1113381963	290106945021	606.38	542.38	532.16	8	1884819:1579764;2074901:1512156;2682100:999424;2755632:499528;2917671:901028;2925096:532392;2928618:892480;2959421:466616	0.000000	0.000000	0.0000
batch_running	2026-09-09T10:29:20+00:00	141053296	144	0.0	0.0	3061820	8879753	1113381964	290107077491	608.99	543.98	532.73	8	1884819:1579764;2074901:1512156;2682100:999424;2755632:499528;2917671:901028;2925096:532392;2928618:892480;2959421:466616	0.000000	0.000000	0.0008
batch_running	2026-09-09T10:29:32+00:00	141140296	160	0.0	0.0	3061828	8879753	1113381968	290107649912	609.49	546.24	533.59	8	1884819:1579764;2074901:1512156;2682100:999424;2755632:499528;2917671:901028;2925096:532392;2928618:892480;2959421:466616	0.002604	0.000000	0.0007
batch_running	2026-09-09T10:29:32+00:00	141137560	160	0.0	0.0	3061828	8879753	1113381968	290107655987	609.49	546.24	533.59	8	1884819:1579764;2074901:1512156;2682100:999424;2755632:499528;2917671:901028;2925096:532392;2928618:892480;2959421:466616	0.000000	0.000000	0.0000
batch_running	2026-09-09T10:29:39+00:00	140355328	176	0.0	0.0	3061832	8879753	1113381971	290108008030	609.93	547.38	534.02	8	1884819:1579764;2074901:1512156;2682100:999424;2755632:499528;2917671:901028;2925096:532392;2928618:892480;2959421:466616	0.002232	0.000000	0.0009
batch_running	2026-09-09T10:29:39+00:00	140359632	176	0.0	0.0	3061832	8879753	1113381972	290108013827	609.93	547.38	534.02	8	1884819:1579764;2074901:1512156;2682100:999424;2755632:499528;2917671:901028;2925096:532392;2928618:892480;2959421:466616	0.000000	0.000000	0.0173
batch_running	2026-09-09T10:29:40+00:00	140491712	176	0.0	0.0	3061832	8879753	1113381972	290108079947	609.69	548.37	534.42	8	1884819:1579764;2074901:1512156;2682100:999424;2755632:499528;2917671:901028;2925096:532392;2928618:892480;2959421:466616	0.000000	0.000000	0.0000
batch_running	2026-09-09T10:29:45+00:00	140739624	188	0.0	0.0	3061832	8879753	1113381974	290108329423	608.84	549.21	534.76	8	1884819:1579764;2074901:1512156;2682100:999424;2755632:499528;2917671:901028;2925096:532392;2928618:892480;2959421:466616	0.000000	0.000000	0.0008
batch_running	2026-09-09T10:29:48+00:00	140745960	192	0.0	0.0	3061834	8879753	1113381975	290108488228	608.84	549.21	534.76	8	1884819:1579764;2074901:1512156;2682100:999424;2755632:499528;2917671:901028;2925096:532392;2928618:892480;2959421:466616	0.002604	0.000000	0.0006
batch_running	2026-09-09T10:29:51+00:00	140778156	196	0.0	0.0	3061834	8879753	1113381976	290108619866	607.49	549.92	535.07	8	1884819:1579764;2074901:1512156;2682100:999424;2755632:499528;2917671:901028;2925096:532392;2928618:892480;2959421:466616	0.000000	0.000000	0.0008
independent_live_monitor	2026-09-09T10:29:52+00:00	140794164	200	0.0	0.0	3061842	8879753	1113381977	290108714336	607.49	549.92	535.07	8	1884819:1579764;2074901:1512156;2682100:999424;2755632:499528;2917671:901028;2925096:532392;2928618:892480;2959421:466616	0.031250	0.000000	0.0011
batch_running	2026-09-09T10:30:02+00:00	140811956	220	0.0	0.0	3061843	8879753	1113381979	290109192479	610.70	552.51	536.07	8	1884819:1579764;2074901:1512156;2682100:999424;2755632:499528;2917671:901028;2925096:532392;2928618:892480;2959421:466616	0.000391	0.000000	0.0004
batch_running	2026-09-09T10:30:02+00:00	140812416	220	0.0	0.0	3061843	8879753	1113381979	290109198757	610.70	552.51	536.07	8	1884819:1579764;2074901:1512156;2682100:999424;2755632:499528;2917671:901028;2925096:532392;2928618:892480;2959421:466616	0.000000	0.000000	0.0000
batch_running	2026-09-09T10:30:09+00:00	140834716	240	0.0	0.0	3061847	8879753	1113381982	290109551128	610.49	553.43	536.46	8	1884819:1579764;2074901:1512156;2682100:999424;2755632:499528;2917671:901028;2925096:532392;2928618:892480;2959421:466616	0.002232	0.000000	0.0009
batch_running	2026-09-09T10:30:09+00:00	140833212	240	0.0	0.0	3061847	8879753	1113381982	290109556998	610.49	553.43	536.46	8	1884819:1579764;2074901:1512156;2682100:999424;2755632:499528;2917671:901028;2925096:532392;2928618:892480;2959421:466616	0.000000	0.000000	0.0000
batch_running	2026-09-09T10:30:10+00:00	140834096	240	0.0	0.0	3061847	8879753	1113381983	290109622552	610.29	554.34	536.84	8	1884819:1579764;2074901:1512156;2682100:999424;2755632:499528;2917671:901028;2925096:532392;2928618:892480;2959421:466616	0.000000	0.000000	0.0015
batch_running	2026-09-09T10:30:15+00:00	140806952	256	0.0	0.0	3061847	8879753	1113381985	290109872317	610.98	555.41	537.28	8	1884819:1583860;2074901:1512156;2682100:999424;2755632:499528;2917671:901028;2925096:532392;2928618:892480;2959421:466616	0.000000	0.000000	0.0008
batch_running	2026-09-09T10:30:18+00:00	140786012	272	0.0	0.0	3061855	8879753	1113381985	290110031055	610.98	555.41	537.28	8	1884819:1583860;2074901:1512156;2682100:999424;2755632:499528;2917671:901028;2925096:532392;2928618:892480;2959421:466616	0.010417	0.000000	0.0000
batch_running	2026-09-09T10:30:21+00:00	140795332	272	0.0	0.0	3061855	8879753	1113381986	290110162045	611.71	556.48	537.73	8	1884819:1583860;2074901:1512156;2682100:999424;2755632:499528;2917671:901028;2925096:532392;2928618:892480;2959421:466616	0.000000	0.000000	0.0008
independent_live_monitor	2026-09-09T10:30:28+00:00	140811440	300	0.0	0.0	3061857	8879753	1113381989	290110544726	611.17	557.29	538.09	8	1884819:1583860;2074901:1512156;2682100:999424;2755632:499528;2917671:901028;2925096:532392;2928618:892480;2959421:466616	0.001116	0.000000	0.0008
batch_running	2026-09-09T10:30:32+00:00	140792840	316	0.0	0.0	3061867	8879753	1113381990	290110735736	610.92	558.13	538.47	8	1884819:1583860;2074901:1512156;2682100:999424;2755632:499528;2917671:901028;2925096:532392;2928618:892480;2959421:466616	0.009766	0.000000	0.0005
batch_running	2026-09-09T10:30:32+00:00	140786348	316	0.0	0.0	3061867	8879753	1113381990	290110741859	610.92	558.13	538.47	8	1884819:1583860;2074901:1512156;2682100:999424;2755632:499528;2917671:901028;2925096:532392;2928618:892480;2959421:466616	0.000000	0.000000	0.0000
batch_running	2026-09-09T10:30:39+00:00	140492152	12	0.0	0.0	3061875	8879833	1113381994	290111093912	611.96	559.23	538.93	8	1884819:1583860;2074901:1512156;2682100:999424;2755632:499528;2917671:901028;2925096:532392;2928618:892480;2959421:466616	0.004464	0.044643	0.0011
batch_running	2026-09-09T10:30:39+00:00	140495432	12	0.0	0.0	3061875	8879833	1113381994	290111099796	611.96	559.23	538.93	8	1884819:1583860;2074901:1512156;2682100:999424;2755632:499528;2917671:901028;2925096:532392;2928618:892480;2959421:466616	0.000000	0.000000	0.0000
batch_running	2026-09-09T10:30:40+00:00	140577028	16	0.0	0.0	3061875	8879833	1113381994	290111166274	610.44	559.79	539.22	8	1884819:1583860;2074901:1512156;2682100:999424;2755632:499528;2917671:901028;2925096:532392;2928618:892480;2959421:466616	0.000000	0.000000	0.0000
batch_running	2026-09-09T10:30:45+00:00	140830656	28	0.0	0.0	3061875	8879833	1113381996	290111415384	609.53	560.44	539.54	8	1884819:1583860;2074901:1512156;2682100:999424;2755632:499528;2917671:901028;2925096:532392;2928618:892480;2959421:466616	0.000000	0.000000	0.0008
batch_running	2026-09-09T10:30:48+00:00	140911136	36	0.0	0.0	3061875	8879833	1113381999	290111574301	609.53	560.44	539.54	8	1884819:1583860;2074901:1512156;2682100:999424;2755632:499528;2917671:901028;2925096:532392;2928618:892480;2959421:466616	0.000000	0.000000	0.0019
batch_running	2026-09-09T10:30:51+00:00	140863184	44	0.0	0.0	3061877	8879833	1113382001	290111703411	610.37	561.43	539.97	8	1884819:1583860;2074901:1512156;2682100:999424;2755632:499528;2917671:901028;2925096:532392;2928618:892480;2959421:466616	0.002604	0.000000	0.0015
batch_running	2026-09-09T10:31:02+00:00	140907600	72	0.0	0.0	3061881	8879833	1113382004	290112278615	611.04	563.19	540.77	8	1884819:1583860;2074901:1512156;2682100:999424;2755632:499528;2917671:901028;2925096:532392;2928618:892480;2959421:466616	0.001420	0.000000	0.0005
batch_running	2026-09-09T10:31:02+00:00	140906628	72	0.0	0.0	3061881	8879833	1113382004	290112284734	611.04	563.19	540.77	8	1884819:1583860;2074901:1512156;2682100:999424;2755632:499528;2917671:901028;2925096:532392;2928618:892480;2959421:466616	0.000000	0.000000	0.0000
independent_live_monitor	2026-09-09T10:31:04+00:00	140896736	76	0.0	0.0	3061882	8879833	1113382005	290112376563	611.04	563.19	540.77	8	1884819:1583860;2074901:1512156;2682100:999424;2755632:499528;2917671:901028;2925096:532392;2928618:892480;2959421:466616	0.001953	0.000000	0.0011
batch_running	2026-09-09T10:31:09+00:00	143940552	3080	0.0	0.0	3061889	8879833	1113382008	290112637472	611.60	564.10	541.19	8	1884819:1583860;2074901:1512156;2682100:999424;2755632:499528;2917671:901028;2925096:532392;2928618:892480;2959421:466616	0.005469	0.000000	0.0011
batch_running	2026-09-09T10:31:09+00:00	143939772	3080	0.0	0.0	3061889	8879833	1113382008	290112642891	611.47	564.86	541.56	8	1884819:1583860;2074901:1512156;2682100:999424;2755632:499528;2917671:901028;2925096:532392;2928618:892480;2959421:466616	0.000000	0.000000	0.0000
batch_running	2026-09-09T10:31:11+00:00	143947240	3084	0.0	0.0	3061889	8879833	1113382008	290112709832	611.47	564.86	541.56	8	1884819:1583860;2074901:1512156;2682100:999424;2755632:499528;2917671:901028;2925096:532392;2928618:892480;2959421:466616	0.000000	0.000000	0.0000
batch_running	2026-09-09T10:31:15+00:00	143940816	3100	0.0	0.0	3061891	8879833	1113382010	290112958025	612.39	565.83	542.00	8	1884819:1583860;2074901:1512156;2682100:999424;2755632:499528;2917671:901028;2925096:532392;2928618:892480;2959421:466616	0.001953	0.000000	0.0008
batch_running	2026-09-09T10:31:19+00:00	143972816	3108	0.0	0.0	3061899	8879833	1113382011	290113117052	612.39	565.83	542.00	8	1884819:1583860;2074901:1512156;2682100:999424;2755632:499528;2917671:901028;2925096:532392;2928618:892480;2959421:466616	0.007812	0.000000	0.0006
batch_running	2026-09-09T10:31:21+00:00	143937088	3112	0.0	0.0	3061899	8879833	1113382015	290113245527	611.88	566.49	542.34	8	1884819:1583860;2074901:1512156;2682100:999424;2755632:499528;2917671:901028;2925096:532392;2928618:892480;2959421:466616	0.000000	0.000000	0.0031
batch_running	2026-09-09T10:31:32+00:00	143949048	3128	0.0	0.0	3061919	8879833	1113382024	290113821900	611.15	567.84	543.04	8	1884819:1583860;2074901:1512156;2682100:999424;2755632:499528;2917671:901028;2925096:532392;2928618:892480;2959421:466616	0.007102	0.000000	0.0016
batch_running	2026-09-09T10:31:32+00:00	143949000	3128	0.0	0.0	3061919	8879833	1113382024	290113827628	611.15	567.84	543.04	8	1884819:1583860;2074901:1512156;2682100:999424;2755632:499528;2917671:901028;2925096:532392;2928618:892480;2959421:466616	0.000000	0.000000	0.0000
batch_running	2026-09-09T10:31:39+00:00	143371408	3152	0.0	0.0	3061921	8879833	1113382026	290114180139	611.84	569.41	543.82	8	1884819:1583860;2074901:1512156;2682100:999424;2755632:499528;2917671:901028;2925096:532392;2928618:892480;2959421:466616	0.001116	0.000000	0.0006
batch_running	2026-09-09T10:31:39+00:00	143374792	3152	0.0	0.0	3061921	8879833	1113382026	290114185953	611.84	569.41	543.82	8	1884819:1583860;2074901:1512156;2682100:999424;2755632:499528;2917671:901028;2925096:532392;2928618:892480;2959421:466616	0.000000	0.000000	0.0000
independent_live_monitor	2026-09-09T10:31:40+00:00	143394752	3160	0.0	0.0	3061921	8879833	1113382026	290114213064	611.84	569.41	543.82	8	1884819:1583860;2074901:1512156;2682100:999424;2755632:499528;2917671:901028;2925096:532392;2928618:892480;2959421:466616	0.000000	0.000000	0.0000
batch_running	2026-09-09T10:31:41+00:00	143369216	3160	0.0	0.0	3061921	8879833	1113382027	290114252463	611.84	569.41	543.82	8	1884819:1583860;2074901:1512156;2682100:999424;2755632:499528;2917671:901028;2925096:532392;2928618:892480;2959421:466616	0.000000	0.000000	0.0025
batch_running	2026-09-09T10:31:46+00:00	143572412	3172	0.0	0.0	3061921	8879833	1113382028	290114501257	610.73	569.89	544.11	8	1884819:1583860;2074901:1512156;2682100:999424;2755632:499528;2917671:901028;2925096:532392;2928618:892480;2959421:466616	0.000000	0.000000	0.0004
batch_running	2026-09-09T10:31:49+00:00	143667692	3180	0.0	0.0	3061922	8879833	1113382029	290114660012	610.73	569.89	544.11	8	1884819:1583860;2074901:1512156;2682100:999424;2755632:499528;2917671:901028;2925096:532392;2928618:892480;2959421:466616	0.001302	0.000000	0.0006
batch_running	2026-09-09T10:31:51+00:00	143749136	3180	0.0	0.0	3061922	8879833	1113382030	290114788927	604.83	569.34	544.07	8	1884819:1583860;2074901:1512156;2682100:999424;2755632:499528;2917671:901028;2925096:532392;2928618:892480;2959421:466616	0.000000	0.000000	0.0008
batch_running	2026-09-09T10:32:03+00:00	143907620	0	0.0	0.0	3061929	8880634	1113382036	290115365333	570.22	563.13	542.32	8	1884819:1583860;2074901:1512156;2682100:999424;2755632:499528;2917671:901028;2925096:532392;2928618:892480;2959421:466616	0.002279	0.260742	0.0010
batch_running	2026-09-09T10:32:03+00:00	143906124	0	0.0	0.0	3061929	8880634	1113382036	290115370998	570.22	563.13	542.32	8	1884819:1583860;2074901:1512156;2682100:999424;2755632:499528;2917671:901028;2925096:532392;2928618:892480;2959421:466616	0.000000	0.000000	0.0000
batch_running	2026-09-09T10:32:05+00:00	143943372	12	0.0	0.0	3061929	8880634	1113382037	290115467419	536.73	556.31	540.22	8	1884819:1583860;2074901:1512156;2682100:999424;2755632:499528;2917671:901028;2925096:532392;2928618:892480;2959421:466616	0.000000	0.000000	0.0010
batch_running	2026-09-09T10:32:10+00:00	143927292	24	0.0	0.0	3061929	8880634	1113382039	290115730220	500.72	548.51	537.79	8	1884819:1583860;2074901:1512156;2682100:999424;2755632:499528;2917671:901028;2925096:532392;2928618:892480;2959421:466616	0.000000	0.000000	0.0008
batch_running	2026-09-09T10:32:11+00:00	143921884	28	0.0	0.0	3061929	8880634	1113382040	290115795110	500.72	548.51	537.79	8	1884819:1583860;2074901:1512156;2682100:999424;2755632:499528;2917671:901028;2925096:532392;2928618:892480;2959421:466616	0.000000	0.000000	0.0015
batch_running	2026-09-09T10:32:16+00:00	142505056	44	0.0	0.0	3061932	8880634	1113382044	290116044550	463.42	539.99	535.09	8	1884819:1583860;2074901:1512156;2682100:999424;2755632:499528;2917671:901028;2925096:532392;2928618:892480;2959421:466616	0.002344	0.000000	0.0016
independent_live_monitor	2026-09-09T10:32:16+00:00	142505056	44	0.0	0.0	3061932	8880634	1113382044	290116046135	463.42	539.99	535.09	8	1884819:1583860;2074901:1512156;2682100:999424;2755632:499528;2917671:901028;2925096:532392;2928618:892480;2959421:466616	0.000000	0.000000	0.0000
batch_running	2026-09-09T10:32:19+00:00	142488188	56	0.0	0.0	3061940	8880634	1113382046	290116203336	463.42	539.99	535.09	8	1884819:1583860;2074901:1512156;2682100:999424;2755632:499528;2917671:901028;2925096:532392;2928618:892480;2959421:466616	0.010417	0.000000	0.0013
batch_running	2026-09-09T10:32:21+00:00	142479708	64	0.0	0.0	3061940	8880634	1113382048	290116331598	429.19	531.62	532.41	8	1884819:1583860;2074901:1512156;2682100:999424;2755632:499528;2917671:901028;2925096:532392;2928618:892480;2959421:466616	0.000000	0.000000	0.0016
batch_running	2026-09-09T10:32:28+00:00	142499512	80	0.0	0.0	3061940	8880634	1113382050	290116658841	397.63	523.38	529.74	8	1884819:1583860;2074901:1512156;2682100:999424;2755632:499528;2917671:901028;2925096:532392;2928618:892480;2959421:466616	0.000000	0.000000	0.0006
batch_running	2026-09-09T10:32:33+00:00	142474480	96	0.0	0.0	3061963	8880634	1113382063	290116908575	368.59	515.27	527.08	8	1884819:1583860;2074901:1512156;2682100:999424;2755632:499528;2917671:901028;2925096:532392;2928618:892480;2959421:466616	0.017969	0.000000	0.0052
batch_running	2026-09-09T10:32:35+00:00	140944268	100	0.0	0.0	3061963	8880634	1113382065	290117010111	342.92	507.51	524.50	8	1884819:1583860;2074901:1512156;2682100:999424;2755632:499528;2917671:901028;2925096:532392;2928618:892480;2959421:466616	0.000000	0.000000	0.0020
batch_running	2026-09-09T10:32:40+00:00	142264096	120	0.0	0.0	3061966	8880634	1113382072	290117273273	318.26	499.67	521.88	8	1884819:1583860;2074901:1512156;2682100:999424;2755632:499528;2917671:901028;2925096:532392;2928618:892480;2959421:466616	0.002344	0.000000	0.0027
batch_running	2026-09-09T10:32:41+00:00	142287184	124	0.0	0.0	3061966	8880634	1113382073	290117338224	318.26	499.67	521.88	8	1884819:1583860;2074901:1512156;2682100:999424;2755632:499528;2917671:901028;2925096:532392;2928618:892480;2959421:466616	0.000000	0.000000	0.0015
batch_running	2026-09-09T10:32:46+00:00	142228688	136	0.0	0.0	3061966	8880634	1113382075	290117587033	295.58	491.95	519.26	8	1884819:1583860;2074901:1512156;2682100:999424;2755632:499528;2917671:901028;2925096:532392;2928618:892480;2959421:466616	0.000000	0.000000	0.0008
batch_running	2026-09-09T10:32:49+00:00	142137948	152	0.0	0.0	3061966	8880634	1113382081	290117746836	295.58	491.95	519.26	8	1884819:1583860;2074901:1512156;2682100:999424;2755632:499528;2917671:901028;2925096:532392;2928618:892480;2959421:466616	0.000000	0.000000	0.0038
batch_running	2026-09-09T10:32:52+00:00	142183284	156	0.0	0.0	3061968	8880634	1113382082	290117873974	274.71	484.37	516.66	8	1884819:1583860;2074901:1512156;2682100:999424;2755632:499528;2917671:901028;2925096:532392;2928618:892480;2959421:466616	0.002604	0.000000	0.0008
independent_live_monitor	2026-09-09T10:32:52+00:00	142188544	156	0.0	0.0	3061968	8880634	1113382086	290117881220	274.71	484.37	516.66	8	1884819:1583860;2074901:1512156;2682100:999424;2755632:499528;2917671:901028;2925096:532392;2928618:892480;2959421:466616	0.000000	0.000000	0.0552
batch_running	2026-09-09T10:32:58+00:00	142265468	180	0.0	0.0	3061981	8880634	1113382091	290118201911	255.59	476.92	514.08	8	1884819:1583860;2074901:1512156;2682100:999424;2755632:499528;2917671:901028;2925096:532392;2928618:892480;2959421:466616	0.008464	0.000000	0.0016
batch_running	2026-09-09T10:33:03+00:00	142237896	196	0.0	0.0	3061981	8880634	1113382096	290118451614	238.01	469.60	511.51	8	1884819:1583860;2074901:1512156;2682100:999424;2755632:499528;2917671:901028;2925096:532392;2928618:892480;2959421:466616	0.000000	0.000000	0.0020
batch_running	2026-09-09T10:33:05+00:00	142237868	212	0.0	0.0	3061989	8880634	1113382096	290118552615	221.75	462.39	508.95	8	1884819:1583860;2074901:1512156;2682100:999424;2755632:499528;2917671:901028;2925096:532392;2928618:892480;2959421:466616	0.015625	0.000000	0.0000
batch_running	2026-09-09T10:33:10+00:00	144968700	228	0.0	0.0	3061989	8880634	1113382109	290118817068	206.96	455.32	506.41	8	1884819:1583860;2074901:1512156;2682100:999424;2755632:499528;2917671:901028;2925096:532392;2928618:892480;2959421:466616	0.000000	0.000000	0.0049
batch_running	2026-09-09T10:33:11+00:00	145441624	232	0.0	0.0	3061989	8880634	1113382109	290118882005	206.96	455.32	506.41	8	1884819:1583860;2074901:1512156;2682100:999424;2755632:499528;2917671:901028;2925096:532392;2928618:892480;2959421:466616	0.000000	0.000000	0.0000
batch_running	2026-09-09T10:33:16+00:00	145493312	240	0.0	0.0	3061999	8880634	1113382118	290119130543	193.11	448.33	503.88	8	1884819:1583860;2074901:1512156;2682100:999424;2755632:499528;2917671:901028;2925096:532392;2928618:892480;2959421:466616	0.007812	0.000000	0.0036
batch_running	2026-09-09T10:33:19+00:00	145446816	244	0.0	0.0	3061999	8880634	1113382123	290119290516	180.37	441.45	501.35	8	1884819:1583860;2074901:1512156;2682100:999424;2755632:499528;2917671:901028;2925096:532392;2928618:892480;2959421:466616	0.000000	0.000000	0.0031
