budget_name	run_index	decode_index	direct_up_saving_ms	gate_saving_ms	down_saving_ms	total_ffn_projection_saving_ms	mlp_top_saving_ms	mlp_internal_residual_ms	self_attn_saving_ms	norm_saving_ms	final_stage_saving_ms	observed_decode_saving_ms	accounted_toplevel_saving_ms	unexplained_residual_ms	negative_offset_from_direct_up_ms	measured_non_up_offset_ms	localized_offset_fraction
B16	2	2	0.3521919324994087	-0.3002239391207695	-0.09008003026247025	-0.038112036883831024	-0.032704100012779236	0.005407936871051788	-0.08675199747085571	-0.009951998479664326	0.015359997749328613	-0.17465591430664062	-0.11404809821397066	-0.060607816092669964	0.5268478468060493	0.4662400307133794	0.8849614429287366
B16	2	3	0.3626239150762558	-0.3128959536552429	-0.09203203022480011	-0.04230406880378723	-0.028032034635543823	0.014272034168243408	-0.05443201959133148	-0.011904009617865086	0.003072023391723633	-0.0839691162109375	-0.09129604045301676	0.007326924242079258	0.4465930312871933	0.45391995552927256	1.0164062663964128
B16	3	1	0.37654392421245575	-0.2832959443330765	-0.09984003752470016	-0.006592057645320892	0.018208056688308716	0.024800114333629608	-0.10607995092868805	-0.012415994890034199	-0.0068160295486450195	-0.16486549377441406	-0.10710391867905855	-0.05776157509535551	0.5414094179868698	0.4836478428915143	0.8933125779190706
B16	3	2	0.3613439351320267	-0.3102399557828903	-0.09318403154611588	-0.04208005219697952	-0.04639999568462372	-0.0043199434876441956	-0.008831992745399475	-0.01027198787778616	-0.004032007418572903	-0.094207763671875	-0.06953598372638226	-0.024671779945492744	0.4555516988039017	0.43087991885840893	0.9458419757619804
B16	3	3	0.3684799298644066	-0.3207039535045624	-0.08057602494955063	-0.03280004858970642	-0.02998395264148712	0.0028160959482192993	-0.035712018609046936	0.007903997786343098	-0.005856016650795937	-0.059391021728515625	-0.0636479901149869	0.0042569683864712715	0.4278709515929222	0.4321279199793935	1.0099491876478714
B16	4	1	0.35615991801023483	-0.28521595150232315	-0.09939204156398773	-0.02844807505607605	-0.014976054430007935	0.013472020626068115	-0.016800016164779663	-0.015743997879326344	-0.003967958502471447	-0.08192062377929688	-0.05148802697658539	-0.030432596802711487	0.4380805417895317	0.4076479449868202	0.9305319595378598
B16	4	2	0.3634239286184311	-0.31119994074106216	-0.09228801727294922	-0.04006402939558029	-0.018207967281341553	0.02185606211423874	0.04886399209499359	0.013248001225292683	-0.01251197513192892	0.0471038818359375	0.0313920509070158	0.0157118309289217	0.3163200467824936	0.3320318777114153	1.0496706771788176
B16	4	3	0.35526391863822937	-0.2819519340991974	-0.07830400764942169	-0.0049920231103897095	3.1948089599609375e-05	0.005023971199989319	-0.10495993494987488	-0.001984001137316227	-0.004095911979675293	-0.140289306640625	-0.11100789997726679	-0.02928140666335821	0.49555322527885437	0.46627181861549616	0.9409116817938554
B16	5	1	0.3682239204645157	-0.2582719326019287	-0.08275202661752701	0.027199961245059967	0.03363202512264252	0.00643206387758255	0.0974079966545105	-0.010656001046299934	-0.002048015594482422	0.14745521545410156	0.11833600513637066	0.029119210317730904	0.22076870501041412	0.24988791532814503	1.131899176182409
B16	5	2	0.3686719387769699	-0.2811519429087639	-0.09222401678562164	-0.004704020917415619	0.003935948014259338	0.008639968931674957	0.1817280352115631	0.033471991308033466	-0.0005760006606578827	0.25804901123046875	0.21855997387319803	0.03948903735727072	0.11062292754650116	0.15011196490377188	1.356969737043627
