condition	budget_name	layer	category	decode_index	median_ms	min_ms	max_ms	cv	samples_ms	input_sha256	output_sha256
FAIR_B8	B8	9	input_layernorm	0	0.015359999611973763	0.014336000196635723	0.015359999611973763	0.02355277301203562	[0.015359999611973763, 0.015359999611973763, 0.015359999611973763, 0.015359999611973763, 0.015359999611973763, 0.015359999611973763, 0.014336000196635723]	ab0d9cf7e7aaad8d3c16618377e81ba016e45a7a0b7d79e5ad054f2dab576eda	d968e6a994bf1c74d1206488c4a42f3faae54578b34696415baa7abc9c6d7bd0
FAIR_B8	B8	9	input_layernorm	1	0.015359999611973763	0.015359999611973763	0.015744000673294067	0.008717069574320693	[0.015359999611973763, 0.015359999611973763, 0.015744000673294067, 0.015359999611973763, 0.015359999611973763, 0.015359999611973763, 0.015359999611973763]	eeaf702458bc39f5cfd12a9ea28e7ca228ca42b534cdf61913621dfc6335d673	21723ceb125c6f58ac523c8a686f62e59f1594f73d14ba2555d44032a0a44771
FAIR_B8	B8	9	input_layernorm	2	0.015359999611973763	0.015359999611973763	0.016383999958634377	0.029151932114746027	[0.015359999611973763, 0.015359999611973763, 0.015359999611973763, 0.015359999611973763, 0.01600000075995922, 0.016383999958634377, 0.016383999958634377]	09e5ef10d5eee67e113620bda1871423d1be61fa44733af35ad38c0f358329ef	8e56fbac846c5e51562ab7a9b40e045fd39873a2c2d6fea506697cd46cf27ac9
FAIR_B8	B8	9	input_layernorm	3	0.01635199971497059	0.015359999611973763	0.016383999958634377	0.03154835772122547	[0.015359999611973763, 0.01635199971497059, 0.016383999958634377, 0.016383999958634377, 0.015359999611973763, 0.016383999958634377, 0.015359999611973763]	8f4e1440b3e54eb0c55900b5f69a4b90ed77424eb37fa06cd98ee1bad78b785c	d71cafcb1870194f66f5edcba55a7a23433836b1b157fd84059764a09f647353
FAIR_B8	B8	9	self_attn	0	0.22630399465560913	0.21503999829292297	0.23347200453281403	0.02900382430681604	[0.22630399465560913, 0.23244799673557281, 0.22220799326896667, 0.2306559979915619, 0.21913599967956543, 0.21503999829292297, 0.23347200453281403]	d968e6a994bf1c74d1206488c4a42f3faae54578b34696415baa7abc9c6d7bd0	3b28c14566fe532eaf270a08673f1bab62aed64506ea543abcc4d40d9791b32c
FAIR_B8	B8	9	self_attn	1	0.22220799326896667	0.21913599967956543	0.2263679951429367	0.011920668632171293	[0.21913599967956543, 0.22566400468349457, 0.2263679951429367, 0.22220799326896667, 0.22220799326896667, 0.22118400037288666, 0.21913599967956543]	21723ceb125c6f58ac523c8a686f62e59f1594f73d14ba2555d44032a0a44771	5fc4847316e9a192d26371603cc030326e4cebdc48beef4669c74c6dc1dc1175
FAIR_B8	B8	9	self_attn	2	0.2181120067834854	0.17203199863433838	0.22630399465560913	0.10455543054540536	[0.1740799993276596, 0.2181120067834854, 0.22118400037288666, 0.2170879989862442, 0.22015999257564545, 0.17203199863433838, 0.22630399465560913]	8e56fbac846c5e51562ab7a9b40e045fd39873a2c2d6fea506697cd46cf27ac9	be5f42e7212baf42872c6170e52a050210816866488f97ee390f12c56ad150ee
FAIR_B8	B8	9	self_attn	3	0.1730560064315796	0.17203199863433838	0.1732800006866455	0.002747446487131004	[0.1732800006866455, 0.17209599912166595, 0.17203199863433838, 0.1730560064315796, 0.1730560064315796, 0.1730560064315796, 0.1730560064315796]	d71cafcb1870194f66f5edcba55a7a23433836b1b157fd84059764a09f647353	cf35cb3ca416e53b8ec06b9ce54908c174305b543c822ac70a310a384fe68d87
FAIR_B8	B8	9	post_attention_layernorm	0	0.04095999896526337	0.0360959991812706	0.046431999653577805	0.07161837314884474	[0.04198399931192398, 0.040383998304605484, 0.04095999896526337, 0.046431999653577805, 0.0360959991812706, 0.04403200000524521, 0.04095999896526337]	c7cf06ea00abca41c9e130429d15d0e9b1992431de933e02983411b42b4d4abb	7a6714f9fe0e5bea55ad4af7da06bee762032bb929d1927a9a534693da786bdf
FAIR_B8	B8	9	post_attention_layernorm	1	0.04608000069856644	0.04460800066590309	0.054048001766204834	0.06229072734076182	[0.048576001077890396, 0.054048001766204834, 0.045504000037908554, 0.04608000069856644, 0.047168001532554626, 0.04460800066590309, 0.04588799923658371]	5993e8f7d082561568a24b9b0a5024851b98194c0bbb0f00eb31b13c0b649eb0	33dfa64a407971c2dc7aa70786022a54db9eeb25bf0dda834b4f283cdf2a7c13
FAIR_B8	B8	9	post_attention_layernorm	2	0.04575999826192856	0.015359999611973763	0.04684799909591675	0.35797657230058194	[0.017343999817967415, 0.04684799909591675, 0.045504000037908554, 0.046431999653577805, 0.04575999826192856, 0.015359999611973763, 0.04608000069856644]	d1ece6f7fde8a4ff3f4962e70891cfe07cd86e563e82f099a53731bb88a2e0fd	afe444f993c5718bce09c0a28e08c8dda1d35bdd18c021dba3c754b3dc063d5d
FAIR_B8	B8	9	post_attention_layernorm	3	0.01548799965530634	0.015359999611973763	0.022624000906944275	0.14827556387879948	[0.015359999611973763, 0.015359999611973763, 0.015359999611973763, 0.018464000895619392, 0.016383999958634377, 0.01548799965530634, 0.022624000906944275]	ecb93e273d6c69bcee3eb9420a27d696c6c43ec7ad78eb73eab03c575d981b26	312a60988c3d4d3c6f7dea161fdbcae9649c80fc4585f23c28d3801f54f95745
FAIR_B8	B8	9	mlp	0	0.2773759961128235	0.2754560112953186	0.27955201268196106	0.004213005042994248	[0.27750399708747864, 0.27955201268196106, 0.2773759961128235, 0.2773120105266571, 0.2754560112953186, 0.27852800488471985, 0.27718400955200195]	7a6714f9fe0e5bea55ad4af7da06bee762032bb929d1927a9a534693da786bdf	55267eebbbdbad8b3802c4230226b4c20883c40b05b0682dbb9605bcf2445ce1
FAIR_B8	B8	9	mlp	1	0.2773759961128235	0.2754560112953186	0.27852800488471985	0.0036687845362664727	[0.27852800488471985, 0.27750399708747864, 0.2754560112953186, 0.27852800488471985, 0.2773759961128235, 0.27641600370407104, 0.2773120105266571]	33dfa64a407971c2dc7aa70786022a54db9eeb25bf0dda834b4f283cdf2a7c13	d05953807b74b58a71c72759f72cffa1b0234ae38c2cf1640988e5b2c5960834
FAIR_B8	B8	9	mlp	2	0.2780799865722656	0.2693119943141937	0.27955201268196106	0.01154543142197322	[0.27750399708747864, 0.27955201268196106, 0.2780799865722656, 0.2784000039100647, 0.27750399708747864, 0.2693119943141937, 0.27852800488471985]	afe444f993c5718bce09c0a28e08c8dda1d35bdd18c021dba3c754b3dc063d5d	49f9ae0ffb6a39de154958c1961d64c62632b43278ca0b896ab6896860ab4fb2
FAIR_B8	B8	9	mlp	3	0.24985599517822266	0.24780799448490143	0.2772800028324127	0.052962669218001364	[0.24985599517822266, 0.24883200228214264, 0.2764799892902374, 0.27638399600982666, 0.24883200228214264, 0.24780799448490143, 0.2772800028324127]	312a60988c3d4d3c6f7dea161fdbcae9649c80fc4585f23c28d3801f54f95745	31af3eff0eeefda8a726354816ee69455cd5e19692f8d7db25739e2f8d1fd6ca
FAIR_B8	B8	10	input_layernorm	0	0.015359999611973763	0.014944000169634819	0.016383999958634377	0.026453626758591513	[0.015359999611973763, 0.015359999611973763, 0.014944000169634819, 0.015359999611973763, 0.015359999611973763, 0.015359999611973763, 0.016383999958634377]	2a739e035dd1a2822fb57e0270bb607f67e38f9334ada28a9b4f755e21b3decd	cc0e79b218b6d294b58c3b3a0541936961238316866838bfb761ff97bd650ddf
FAIR_B8	B8	10	input_layernorm	1	0.015359999611973763	0.014336000196635723	0.015936000272631645	0.028728305499066742	[0.015359999611973763, 0.015359999611973763, 0.014336000196635723, 0.015359999611973763, 0.015359999611973763, 0.015359999611973763, 0.015936000272631645]	5b818fb0cdfcfe0986ce8e7c4fc9aa6a8b43f3e96765c4a2a09e47ae885358b6	d7ac183ff5eef2954ca778622c389c65d61cf10499f6dddfe2edd222ab12e296
FAIR_B8	B8	10	input_layernorm	2	0.015359999611973763	0.015359999611973763	0.016383999958634377	0.030117415891124925	[0.01616000011563301, 0.015359999611973763, 0.016383999958634377, 0.015359999611973763, 0.015359999611973763, 0.015359999611973763, 0.016383999958634377]	7f00ada981f68063bb8584a9397b0b1e05c23736f716abc5bc9855528fddc723	5dd01a31440ed72e5881ba66621fe46b62d50c1806fc0bd8a10a307c51395876
FAIR_B8	B8	10	input_layernorm	3	0.015359999611973763	0.015263999812304974	0.016383999958634377	0.02358734130316655	[0.015359999611973763, 0.015263999812304974, 0.015359999611973763, 0.015359999611973763, 0.016383999958634377, 0.015359999611973763, 0.015359999611973763]	a612d6622be892f550a842f607965a774c4076612c8faf2220cf9e42e7174d0c	989dcf2d06b92d86e4b7a152c7b8d476f5c3c1c00e39606ca39a28e34867c669
FAIR_B8	B8	10	self_attn	0	0.25804799795150757	0.25088000297546387	0.2611840069293976	0.015089064222227942	[0.25088000297546387, 0.2611840069293976, 0.25804799795150757, 0.25804799795150757, 0.2519040107727051, 0.2519040107727051, 0.2590720057487488]	cc0e79b218b6d294b58c3b3a0541936961238316866838bfb761ff97bd650ddf	fa6b3d75e9ade8926328d7bc57c5faafcc18e64b649a4a8357370081eb838680
FAIR_B8	B8	10	self_attn	1	0.21619200706481934	0.21299199759960175	0.22672000527381897	0.020637209205093196	[0.21401600539684296, 0.22118400037288666, 0.21299199759960175, 0.22015999257564545, 0.22672000527381897, 0.21539199352264404, 0.21619200706481934]	d7ac183ff5eef2954ca778622c389c65d61cf10499f6dddfe2edd222ab12e296	93c0b5ae42395ae4ab6366735c967668d232d72f6f4e4fa81c2cbc9017b93643
FAIR_B8	B8	10	self_attn	2	0.2170879989862442	0.21199999749660492	0.22015999257564545	0.013759137064336605	[0.2170879989862442, 0.22015999257564545, 0.22015999257564545, 0.2170879989862442, 0.21299199759960175, 0.21199999749660492, 0.21503999829292297]	5dd01a31440ed72e5881ba66621fe46b62d50c1806fc0bd8a10a307c51395876	c13b95b823cb10da15ddb4956f330c7e06aca1dfc90e74b0065ac3fd4af1645e
FAIR_B8	B8	10	self_attn	3	0.19891199469566345	0.1730560064315796	0.23363199830055237	0.1007709798416608	[0.17612800002098083, 0.19865599274635315, 0.23363199830055237, 0.2099200040102005, 0.19891199469566345, 0.1730560064315796, 0.21913599967956543]	989dcf2d06b92d86e4b7a152c7b8d476f5c3c1c00e39606ca39a28e34867c669	bf9f055c1d2f511f8ecbbf8b3093a2890f432044556a88b379c01fcbdca9983d
FAIR_B8	B8	10	post_attention_layernorm	0	0.04931199923157692	0.03891199827194214	0.050175998359918594	0.07735288609334467	[0.04851200059056282, 0.04710400104522705, 0.050175998359918594, 0.04934399947524071, 0.04931199923157692, 0.03891199827194214, 0.050016000866889954]	cf684ae0bd32c9497b526aa0311d995bf1be32c27e9106a80f26b4053ae8db1d	40584d41d65b3d6a6983295b2539778143d9f71cdbcaa004ec8fd1d95e73413f
FAIR_B8	B8	10	post_attention_layernorm	1	0.04531199857592583	0.045024000108242035	0.04710400104522705	0.018815624765795798	[0.04710400104522705, 0.04531199857592583, 0.04694399982690811, 0.045024000108242035, 0.04630399867892265, 0.04505600035190582, 0.04505600035190582]	f4d9cc6b64140cd605636bfb1aa0fe917475ed1f647094b4f870a62f9b15f0bf	b61b5fc136c0428eac4b2226f8d09a0d461a18df62e630b34ce975a297f4cb35
FAIR_B8	B8	10	post_attention_layernorm	2	0.04608000069856644	0.04428799822926521	0.048928000032901764	0.030703850141201684	[0.04499199986457825, 0.04608000069856644, 0.04428799822926521, 0.045791998505592346, 0.04608000069856644, 0.048928000032901764, 0.047359999269247055]	30e9f5f1a009a61abed4924b6357caf0c2d5e449d456712e3f120452ca369fbd	cfd221b9b26725fa62a55c7f4b4a907b9df17da8b89ba866af6905ce693360da
FAIR_B8	B8	10	post_attention_layernorm	3	0.04636799916625023	0.027936000376939774	0.052352000027894974	0.15972874494836517	[0.04633599892258644, 0.04700800031423569, 0.045951999723911285, 0.04636799916625023, 0.052352000027894974, 0.027936000376939774, 0.046879999339580536]	906af404558a32aaaae3b2275540ba2c16fce74aa26c260ed6c0ead212b0c784	2f1fedad5da1a3ffa3649d0162716a082faf7853b72f87af4abc858eafe8b47b
FAIR_B8	B8	10	mlp	0	0.2805759906768799	0.27852800488471985	0.2815999984741211	0.004050266696442107	[0.2794879972934723, 0.27852800488471985, 0.2815999984741211, 0.2815999984741211, 0.2805759906768799, 0.27935999631881714, 0.2812480032444]	40584d41d65b3d6a6983295b2539778143d9f71cdbcaa004ec8fd1d95e73413f	05a6cd33e417e3f5837e5d752b5b83ddd5818888f00751c5e7e57478b2bfe781
FAIR_B8	B8	10	mlp	1	0.27955201268196106	0.27852800488471985	0.28121599555015564	0.0035630196321460856	[0.27955201268196106, 0.27955201268196106, 0.2805759906768799, 0.28121599555015564, 0.27852800488471985, 0.27852800488471985, 0.27852800488471985]	b61b5fc136c0428eac4b2226f8d09a0d461a18df62e630b34ce975a297f4cb35	377911f23e5e4b30af1446079ff43194d5e298275debd94dff96594c2bf0ebfe
FAIR_B8	B8	10	mlp	2	0.2773439884185791	0.2754560112953186	0.27929601073265076	0.004367353139839603	[0.2784639894962311, 0.27929601073265076, 0.27638399600982666, 0.2773439884185791, 0.2754560112953186, 0.27744001150131226, 0.2764799892902374]	cfd221b9b26725fa62a55c7f4b4a907b9df17da8b89ba866af6905ce693360da	e15b80a55b37cd016f6c8d93143e9a27792984c7cda83e06c1407374c6e4291e
FAIR_B8	B8	10	mlp	3	0.27750399708747864	0.2761920094490051	0.2805759906768799	0.0045143017959265504	[0.2784320116043091, 0.27750399708747864, 0.2805759906768799, 0.2761920094490051, 0.27744001150131226, 0.2781760096549988, 0.27740800380706787]	2f1fedad5da1a3ffa3649d0162716a082faf7853b72f87af4abc858eafe8b47b	a257530ed6deb66c596fa06efec6f9e24e5303467f59694db45f58b01a1ad18a
FAIR_B8	B8	11	input_layernorm	0	0.015359999611973763	0.015231999568641186	0.015359999611973763	0.0029195359177169237	[0.015359999611973763, 0.015359999611973763, 0.015231999568641186, 0.015359999611973763, 0.015359999611973763, 0.015359999611973763, 0.015359999611973763]	a0daeb7207a9518c06a5d1d5e1d59282a485de51f0a20b61fa28798497fe548b	6cded7e8b502cbd555fbe404c1512978ae3ef08e3ceec162a056228b4d55effc
FAIR_B8	B8	11	input_layernorm	1	0.016383999958634377	0.015359999611973763	0.016383999958634377	0.031780759900215776	[0.016383999958634377, 0.015359999611973763, 0.015359999611973763, 0.016383999958634377, 0.016383999958634377, 0.016383999958634377, 0.015359999611973763]	4e7254845b2c2e96ff948c65a323170e2861b42511ead144b8492de169723976	afa5831f92336bc93296b18d43d55b20517697e5d2998a74699b943e289f1de1
FAIR_B8	B8	11	input_layernorm	2	0.015359999611973763	0.015359999611973763	0.015359999611973763	0.0	[0.015359999611973763, 0.015359999611973763, 0.015359999611973763, 0.015359999611973763, 0.015359999611973763, 0.015359999611973763, 0.015359999611973763]	88a50645d78bd6327cbd9e7f52408a0a111fdbf9fc7e9e2c2f2d886f14035d7d	078a67d2cc3ef6403b77bf3d6a2bc3fd6e630473025ccf1f5115fea99684c14a
FAIR_B8	B8	11	input_layernorm	3	0.015359999611973763	0.015359999611973763	0.016383999958634377	0.023108402127316886	[0.015359999611973763, 0.015359999611973763, 0.015359999611973763, 0.015359999611973763, 0.015359999611973763, 0.016383999958634377, 0.015359999611973763]	1394a5ce08c7609337f222cfabdadfc0ddd0321990fa9499c0f5cca5e9a49eef	08c6018140f8ca2864a9cf685607a6253dd6a87125073ca6afca51cc8d2aabd9
FAIR_B8	B8	11	self_attn	0	0.23078399896621704	0.2192319929599762	0.23552000522613525	0.023717399265281925	[0.22220799326896667, 0.22732800245285034, 0.2314240038394928, 0.23552000522613525, 0.23244799673557281, 0.2192319929599762, 0.23078399896621704]	6cded7e8b502cbd555fbe404c1512978ae3ef08e3ceec162a056228b4d55effc	4773f4f7dc39228ab5df05fa7722764b7261078588080748a448b84a4078725b
FAIR_B8	B8	11	self_attn	1	0.22038400173187256	0.2170879989862442	0.2303999960422516	0.018562524326368932	[0.2242559939622879, 0.22038400173187256, 0.2303999960422516, 0.2170879989862442, 0.21913599967956543, 0.22233599424362183, 0.21913599967956543]	afa5831f92336bc93296b18d43d55b20517697e5d2998a74699b943e289f1de1	68842c4c1fc97e595f9de44d5c412b1267500b2872f197d10443c999ff4511c7
FAIR_B8	B8	11	self_attn	2	0.2181120067834854	0.2088959962129593	0.22220799326896667	0.028095447091754953	[0.2181120067834854, 0.2099200040102005, 0.22220799326896667, 0.22220799326896667, 0.22220799326896667, 0.2088959962129593, 0.2088959962129593]	078a67d2cc3ef6403b77bf3d6a2bc3fd6e630473025ccf1f5115fea99684c14a	cccd406c0be4745325c246e1e3665a83b1547179663554f10849d862bc52c14a
FAIR_B8	B8	11	self_attn	3	0.21606400609016418	0.21094399690628052	0.22220799326896667	0.01819336777667202	[0.21606400609016418, 0.2181120067834854, 0.21094399690628052, 0.22118400037288666, 0.22220799326896667, 0.21196800470352173, 0.21606400609016418]	08c6018140f8ca2864a9cf685607a6253dd6a87125073ca6afca51cc8d2aabd9	862509168ad273e2cd4c67ecd7370eabd7716fb75bec8d52e38fd5a016669532
FAIR_B8	B8	11	post_attention_layernorm	0	0.041120000183582306	0.038943998515605927	0.046911999583244324	0.06173130336934933	[0.038943998515605927, 0.04137599840760231, 0.041120000183582306, 0.046911999583244324, 0.04025600105524063, 0.03993599861860275, 0.044224001467227936]	b354eda64d7bd822a129967e3c453953c21499b6d0b11b2868ade17628f80b37	e7903b84b5530eec0bdc7908f976839848a066b54ad64eaf392bc3ad74be18e6
FAIR_B8	B8	11	post_attention_layernorm	1	0.045823998749256134	0.04505600035190582	0.04886399954557419	0.030006340121191837	[0.04505600035190582, 0.04809600114822388, 0.045504000037908554, 0.04886399954557419, 0.0469760000705719, 0.045184001326560974, 0.045823998749256134]	f22d0f5d87dc1c46e46d5fd6c7322d51ee848fcbd0f48fb24b03f4756cb69271	a3c4b880648c82bea4090211ab89ba3bc93baaf4c42abf6ada20e1f38b76abbd
FAIR_B8	B8	11	post_attention_layernorm	2	0.0453759990632534	0.043327998369932175	0.04710400104522705	0.02762994620951658	[0.04572800174355507, 0.04608000069856644, 0.0453759990632534, 0.04710400104522705, 0.04403200000524521, 0.04403200000524521, 0.043327998369932175]	bf8e231a946388d5f42d6df38d4c8a4d7dfd802c6f399973c48eb660a4f4f47b	7ec7671d5f271218b20aa9e38e4cf0110a720f9641ea65bea281db921ed585e9
FAIR_B8	B8	11	post_attention_layernorm	3	0.04508800059556961	0.04505600035190582	0.04608000069856644	0.00894213415396027	[0.04505600035190582, 0.0451200008392334, 0.04508800059556961, 0.04585599899291992, 0.04508800059556961, 0.04505600035190582, 0.04608000069856644]	ddd938668c8b572bdea4996af2b40122e1a9697dedd423a9465f4746c2b0a51a	12be229216a75c2286423c68d775aff99894e16a2d7f4f8c05c7759dd7b354ba
FAIR_B8	B8	11	mlp	0	0.27823999524116516	0.2764799892902374	0.2824000120162964	0.007192983959936841	[0.2802560031414032, 0.27715200185775757, 0.27823999524116516, 0.2764799892902374, 0.2805759906768799, 0.27750399708747864, 0.2824000120162964]	e7903b84b5530eec0bdc7908f976839848a066b54ad64eaf392bc3ad74be18e6	30787bffe0a246bb936b50f37da738dd93b9b74e4a25b6cb379b7b0fd925e411
FAIR_B8	B8	11	mlp	1	0.2772800028324127	0.2744320034980774	0.2805120050907135	0.006236836917320325	[0.2764799892902374, 0.2772800028324127, 0.2781440019607544, 0.2770879864692688, 0.2784000039100647, 0.2744320034980774, 0.2805120050907135]	a3c4b880648c82bea4090211ab89ba3bc93baaf4c42abf6ada20e1f38b76abbd	1b618952c14d3dea6bf338827afd00cdd87eb1f4a566d4f6bbb34f38867864cc
FAIR_B8	B8	11	mlp	2	0.27852800488471985	0.27638399600982666	0.27955201268196106	0.00468245776849834	[0.2764799892902374, 0.27935999631881714, 0.27935999631881714, 0.27852800488471985, 0.27955201268196106, 0.27638399600982666, 0.27718400955200195]	7ec7671d5f271218b20aa9e38e4cf0110a720f9641ea65bea281db921ed585e9	81eb89c023327f57d0c0e472aa6baadd77f11f76afd90db8a820f231ab45729f
FAIR_B8	B8	11	mlp	3	0.3317759931087494	0.32630398869514465	0.3409920036792755	0.014990908544812592	[0.33350399136543274, 0.3409920036792755, 0.3317759931087494, 0.33689600229263306, 0.32630398869514465, 0.3266560137271881, 0.3295679986476898]	12be229216a75c2286423c68d775aff99894e16a2d7f4f8c05c7759dd7b354ba	9b860a43252944d7ad159562ee7dae194417eb66920f941153ad7b6f961da87c
FAIR_B8	B8	12	input_layernorm	0	0.01600000075995922	0.015359999611973763	0.016383999958634377	0.02582828080967176	[0.016287999227643013, 0.015359999611973763, 0.016383999958634377, 0.015359999611973763, 0.015936000272631645, 0.01600000075995922, 0.016383999958634377]	daab2f2f72f1952abf9fcf86a6b40bd0ef61c14ed47b4082593a295e082f1b93	ae55cee50773b728485ac03bf9f13785ecb03c1ddc2ce4b0926254399e9f2eff
FAIR_B8	B8	12	input_layernorm	1	0.015359999611973763	0.015359999611973763	0.015359999611973763	0.0	[0.015359999611973763, 0.015359999611973763, 0.015359999611973763, 0.015359999611973763, 0.015359999611973763, 0.015359999611973763, 0.015359999611973763]	1daeeb15dcbea542ddde4f25324832261c5b829665a6d0e81f8a3cec75553f6a	e65c42b8f81b572979757af01c73caf41deaa3d8c53f11e8e3c22bd66c2db4fc
FAIR_B8	B8	12	input_layernorm	2	0.015359999611973763	0.015359999611973763	0.016383999958634377	0.02955400737471914	[0.015359999611973763, 0.015359999611973763, 0.015359999611973763, 0.015359999611973763, 0.015359999611973763, 0.016383999958634377, 0.016383999958634377]	aaa831d8b448b8302e589297a314cc0c2f525df8145bbdc2ef066a1efe5e2c84	60d484da8216b67265be290688467fc7bfd8ed74c7bef6a8ccab4c36e7d379f5
FAIR_B8	B8	12	input_layernorm	3	0.015359999611973763	0.015359999611973763	0.015968000516295433	0.013773416725495327	[0.015359999611973763, 0.015968000516295433, 0.015359999611973763, 0.015359999611973763, 0.015359999611973763, 0.015359999611973763, 0.015359999611973763]	a363427314c9ce37039e1ac9c8eb5b4dd3ab5bb787767ce461422d2f4f318195	a1731ab51c646baa53f70696bf45afc03f06d575e64aa512b1c4ba9e6c0c745c
FAIR_B8	B8	12	self_attn	0	0.2303999960422516	0.2252800017595291	0.23756800591945648	0.01637116206585315	[0.22630399465560913, 0.23244799673557281, 0.2303999960422516, 0.2252800017595291, 0.23756800591945648, 0.2303999960422516, 0.22937600314617157]	ae55cee50773b728485ac03bf9f13785ecb03c1ddc2ce4b0926254399e9f2eff	f3d093f136298b2ebcaff0441b1520976d01e47bac33f41769ec4b951f24f6b4
FAIR_B8	B8	12	self_attn	1	0.22015999257564545	0.21503999829292297	0.22835199534893036	0.019779047271602224	[0.2170879989862442, 0.22835199534893036, 0.21503999829292297, 0.2181120067834854, 0.2252800017595291, 0.22220799326896667, 0.22015999257564545]	e65c42b8f81b572979757af01c73caf41deaa3d8c53f11e8e3c22bd66c2db4fc	9b2c218885d74fb12a17cff966c42e7f875c98787f26d72fe913043eb632c1d0
FAIR_B8	B8	12	self_attn	2	0.21104000508785248	0.20582400262355804	0.22015999257564545	0.024334736553076653	[0.20582400262355804, 0.22015999257564545, 0.2088959962129593, 0.21942399442195892, 0.20796799659729004, 0.21299199759960175, 0.21104000508785248]	60d484da8216b67265be290688467fc7bfd8ed74c7bef6a8ccab4c36e7d379f5	00fb2e549e622c80d3f80a9f180f3ab7d4bf46e08000602ff457f2773bfa435b
FAIR_B8	B8	12	self_attn	3	0.24883200228214264	0.2385919988155365	0.2672640085220337	0.04123753602748149	[0.2549760043621063, 0.2672640085220337, 0.24371199309825897, 0.2664639949798584, 0.24512000381946564, 0.2385919988155365, 0.24883200228214264]	a1731ab51c646baa53f70696bf45afc03f06d575e64aa512b1c4ba9e6c0c745c	b48e7f6f05852429e7df06f23bcdbc37e0c92ac53c3d463d1208390e794f008a
FAIR_B8	B8	12	post_attention_layernorm	0	0.04198399931192398	0.03830400109291077	0.04848000034689903	0.09329933885233765	[0.04713600128889084, 0.04819199815392494, 0.04198399931192398, 0.04848000034689903, 0.03830400109291077, 0.03891199827194214, 0.04131200164556503]	bd9203b4802496b2f65375183f908a3c86e51e9db9aec90f5b12bca5c401e5ac	7a49cf97ce2c7b28252e6cce5107e5b7749a5b4c47ab1c87bc0b384f14608a24
FAIR_B8	B8	12	post_attention_layernorm	1	0.04531199857592583	0.04438399896025658	0.04713600128889084	0.019843084902112368	[0.04438399896025658, 0.045024000108242035, 0.04608000069856644, 0.04566400125622749, 0.04531199857592583, 0.04713600128889084, 0.044415999203920364]	5cc42d7625eaf83bb409c9e1ea4712a8abdea51115d73cbdf802ef96ef24f20e	91a6cd09356f18887bcf8e9a552a33d7e118bbd4b4b23636cda2495936f36c05
FAIR_B8	B8	12	post_attention_layernorm	2	0.04505600035190582	0.04303999990224838	0.050175998359918594	0.0492599074209482	[0.050175998359918594, 0.04499199986457825, 0.04303999990224838, 0.04639999940991402, 0.04310400038957596, 0.04505600035190582, 0.04608000069856644]	a8726bfcfcc5c74fd40001b834d64cd956aa78e42a8922b25805e2537b07bd04	15d49e204a977ce7428b5e18f978bea02fedfaab0a742501445b36a217e2d2ae
FAIR_B8	B8	12	post_attention_layernorm	3	0.047520000487565994	0.04569600149989128	0.05503999814391136	0.0581032008909751	[0.047520000487565994, 0.0488319993019104, 0.04569600149989128, 0.04915200173854828, 0.04710400104522705, 0.04710400104522705, 0.05503999814391136]	515f05d1e51dd31bbc7c27692d30e34595ac58322f6940911dcc669d2a9471b4	5630e69267091171dce99012e255beb35b71ddae1ac6e0b1f55847f756176a9e
FAIR_B8	B8	12	mlp	0	0.27750399708747864	0.2762559950351715	0.2793920040130615	0.004227075364997722	[0.2793920040130615, 0.27852800488471985, 0.2763200104236603, 0.27852800488471985, 0.2762559950351715, 0.2764799892902374, 0.27750399708747864]	7a49cf97ce2c7b28252e6cce5107e5b7749a5b4c47ab1c87bc0b384f14608a24	0219fbb28c487ca8bd0f08ee08e645ddf5f8cb87c00f8d5ad694a017941a4085
FAIR_B8	B8	12	mlp	1	0.27750399708747864	0.2773439884185791	0.2821759879589081	0.005728745099660799	[0.27852800488471985, 0.27750399708747864, 0.27750399708747864, 0.2773439884185791, 0.27830401062965393, 0.27750399708747864, 0.2821759879589081]	91a6cd09356f18887bcf8e9a552a33d7e118bbd4b4b23636cda2495936f36c05	10c85d9b6dd7dd066cf612686f2a305928c7cb14170462ceeb73007b0a0e43a7
FAIR_B8	B8	12	mlp	2	0.29868799448013306	0.2969599962234497	0.30003198981285095	0.0033429845650186597	[0.2979840040206909, 0.2969599962234497, 0.30003198981285095, 0.2979840040206909, 0.29868799448013306, 0.29974400997161865, 0.29900801181793213]	15d49e204a977ce7428b5e18f978bea02fedfaab0a742501445b36a217e2d2ae	c9f6d5e7d5ceb04ee500979adbc057431238e16e254b296f5979643309197c11
FAIR_B8	B8	12	mlp	3	0.2784320116043091	0.27744001150131226	0.2813119888305664	0.004598322504843491	[0.27852800488471985, 0.2784320116043091, 0.27750399708747864, 0.2791999876499176, 0.27750399708747864, 0.27744001150131226, 0.2813119888305664]	5630e69267091171dce99012e255beb35b71ddae1ac6e0b1f55847f756176a9e	181368c40f78210c8e372d69e8f57cd4043f2d184049f984227843f7f74d8a37
FAIR_B8	B8	13	input_layernorm	0	0.015359999611973763	0.01500799972563982	0.015615999698638916	0.01072516575286673	[0.015359999611973763, 0.015359999611973763, 0.015296000055968761, 0.01532800029963255, 0.015359999611973763, 0.01500799972563982, 0.015615999698638916]	f713dc9628fd055efdd8d2539e4cc7cce6108035b7a0d61917952a24c1485e14	100fbad22a8dd2258a1828701df77ea72fd5696f7ca063cb850ef09ebcc1da85
