profile_id	kernel_index	nvtx_range_evidence	kernel_name	grid_size	block_size	profiler_replayer_passes	metric_name	unit	value
TEXT_up_proj_M1_RAW_DOSE64	0	"1234045  ""<default domain>:C16_E1_RES_TEXT_UP_PROJ_M1_RAW_DOSE64:none:none:none:none:none:none"""	enable_if<!T7, void>::type kernel<int, int, __half, __half, __half, float, 0, 1, 1, 0, 7, 0, cublasGemvParamsEx<int, cublasGemvTensorStridedBatched<const __half>, cublasGemvTensorStridedBatched<const __half>, cublasGemvTensorStridedBatched<__half>, float>>(T13)	(4736, 1, 1)	(32, 4, 1)	1	l1tex__t_bytes.sum	byte	272187392.0
TEXT_up_proj_M1_RAW_DOSE64	0	"1234045  ""<default domain>:C16_E1_RES_TEXT_UP_PROJ_M1_RAW_DOSE64:none:none:none:none:none:none"""	enable_if<!T7, void>::type kernel<int, int, __half, __half, __half, float, 0, 1, 1, 0, 7, 0, cublasGemvParamsEx<int, cublasGemvTensorStridedBatched<const __half>, cublasGemvTensorStridedBatched<const __half>, cublasGemvTensorStridedBatched<__half>, float>>(T13)	(4736, 1, 1)	(32, 4, 1)	1	lts__t_bytes.sum	byte	137171008.0
TEXT_up_proj_M1_RAW_DOSE64	0	"1234045  ""<default domain>:C16_E1_RES_TEXT_UP_PROJ_M1_RAW_DOSE64:none:none:none:none:none:none"""	enable_if<!T7, void>::type kernel<int, int, __half, __half, __half, float, 0, 1, 1, 0, 7, 0, cublasGemvParamsEx<int, cublasGemvTensorStridedBatched<const __half>, cublasGemvTensorStridedBatched<const __half>, cublasGemvTensorStridedBatched<__half>, float>>(T13)	(4736, 1, 1)	(32, 4, 1)	1	dram__bytes.sum	byte	141033216.0
TEXT_up_proj_M1_RAW_SPARSE_PAGE_PRESSURE	0	"1233200  ""<default domain>:C16_E1_RES_TEXT_UP_PROJ_M1_RAW_SPARSE_PAGE_PRESSURE:none:none:none:none:none:none"""	enable_if<!T7, void>::type kernel<int, int, __half, __half, __half, float, 0, 1, 1, 0, 7, 0, cublasGemvParamsEx<int, cublasGemvTensorStridedBatched<const __half>, cublasGemvTensorStridedBatched<const __half>, cublasGemvTensorStridedBatched<__half>, float>>(T13)	(4736, 1, 1)	(32, 4, 1)	1	l1tex__t_bytes.sum	byte	272187392.0
TEXT_up_proj_M1_RAW_SPARSE_PAGE_PRESSURE	0	"1233200  ""<default domain>:C16_E1_RES_TEXT_UP_PROJ_M1_RAW_SPARSE_PAGE_PRESSURE:none:none:none:none:none:none"""	enable_if<!T7, void>::type kernel<int, int, __half, __half, __half, float, 0, 1, 1, 0, 7, 0, cublasGemvParamsEx<int, cublasGemvTensorStridedBatched<const __half>, cublasGemvTensorStridedBatched<const __half>, cublasGemvTensorStridedBatched<__half>, float>>(T13)	(4736, 1, 1)	(32, 4, 1)	1	lts__t_bytes.sum	byte	137193184.0
TEXT_up_proj_M1_RAW_SPARSE_PAGE_PRESSURE	0	"1233200  ""<default domain>:C16_E1_RES_TEXT_UP_PROJ_M1_RAW_SPARSE_PAGE_PRESSURE:none:none:none:none:none:none"""	enable_if<!T7, void>::type kernel<int, int, __half, __half, __half, float, 0, 1, 1, 0, 7, 0, cublasGemvParamsEx<int, cublasGemvTensorStridedBatched<const __half>, cublasGemvTensorStridedBatched<const __half>, cublasGemvTensorStridedBatched<__half>, float>>(T13)	(4736, 1, 1)	(32, 4, 1)	1	dram__bytes.sum	byte	135839104.0
TEXT_up_proj_M1_RAW_WARM	0	"1233115  ""<default domain>:C16_E1_RES_TEXT_UP_PROJ_M1_RAW_WARM:none:none:none:none:none:none"""	enable_if<!T7, void>::type kernel<int, int, __half, __half, __half, float, 0, 1, 1, 0, 7, 0, cublasGemvParamsEx<int, cublasGemvTensorStridedBatched<const __half>, cublasGemvTensorStridedBatched<const __half>, cublasGemvTensorStridedBatched<__half>, float>>(T13)	(4736, 1, 1)	(32, 4, 1)	1	l1tex__t_bytes.sum	byte	272187392.0
TEXT_up_proj_M1_RAW_WARM	0	"1233115  ""<default domain>:C16_E1_RES_TEXT_UP_PROJ_M1_RAW_WARM:none:none:none:none:none:none"""	enable_if<!T7, void>::type kernel<int, int, __half, __half, __half, float, 0, 1, 1, 0, 7, 0, cublasGemvParamsEx<int, cublasGemvTensorStridedBatched<const __half>, cublasGemvTensorStridedBatched<const __half>, cublasGemvTensorStridedBatched<__half>, float>>(T13)	(4736, 1, 1)	(32, 4, 1)	1	lts__t_bytes.sum	byte	137163552.0
TEXT_up_proj_M1_RAW_WARM	0	"1233115  ""<default domain>:C16_E1_RES_TEXT_UP_PROJ_M1_RAW_WARM:none:none:none:none:none:none"""	enable_if<!T7, void>::type kernel<int, int, __half, __half, __half, float, 0, 1, 1, 0, 7, 0, cublasGemvParamsEx<int, cublasGemvTensorStridedBatched<const __half>, cublasGemvTensorStridedBatched<const __half>, cublasGemvTensorStridedBatched<__half>, float>>(T13)	(4736, 1, 1)	(32, 4, 1)	1	dram__bytes.sum	byte	135870720.0
TEXT_up_proj_M256_AWQ_DENSE_MEMORY_PRESSURE	0	"1233958  ""<default domain>:C16_E1_RES_TEXT_UP_PROJ_M256_AWQ_DENSE_MEMORY_PRESSURE:none:none:none:none:none:none"""	gemm_forward_4bit_cuda_m16n128k32(int, int, __half *, int *, __half *, int *, int, int, int, __half *)	(18944, 1, 1)	(32, 2, 1)	1	l1tex__t_bytes.sum	byte	1294860288.0
TEXT_up_proj_M256_AWQ_DENSE_MEMORY_PRESSURE	0	"1233958  ""<default domain>:C16_E1_RES_TEXT_UP_PROJ_M256_AWQ_DENSE_MEMORY_PRESSURE:none:none:none:none:none:none"""	gemm_forward_4bit_cuda_m16n128k32(int, int, __half *, int *, __half *, int *, int, int, int, __half *)	(18944, 1, 1)	(32, 2, 1)	1	lts__t_bytes.sum	byte	1159340032.0
TEXT_up_proj_M256_AWQ_DENSE_MEMORY_PRESSURE	0	"1233958  ""<default domain>:C16_E1_RES_TEXT_UP_PROJ_M256_AWQ_DENSE_MEMORY_PRESSURE:none:none:none:none:none:none"""	gemm_forward_4bit_cuda_m16n128k32(int, int, __half *, int *, __half *, int *, int, int, int, __half *)	(18944, 1, 1)	(32, 2, 1)	1	dram__bytes.sum	byte	88339456.0
TEXT_up_proj_M256_AWQ_DENSE_MEMORY_PRESSURE	1	"1233958  ""<default domain>:C16_E1_RES_TEXT_UP_PROJ_M256_AWQ_DENSE_MEMORY_PRESSURE:none:none:none:none:none:none"""	void at::reduce_kernel<128, 4, at::ReduceOp<c10::Half, at::func_wrapper_t<c10::Half, at::sum_functor<c10::Half, float, c10::Half>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, c10::Half, 4>>(T3)	(9472, 1, 1)	(32, 4, 1)	1	l1tex__t_bytes.sum	byte	116391936.0
TEXT_up_proj_M256_AWQ_DENSE_MEMORY_PRESSURE	1	"1233958  ""<default domain>:C16_E1_RES_TEXT_UP_PROJ_M256_AWQ_DENSE_MEMORY_PRESSURE:none:none:none:none:none:none"""	void at::reduce_kernel<128, 4, at::ReduceOp<c10::Half, at::func_wrapper_t<c10::Half, at::sum_functor<c10::Half, float, c10::Half>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, c10::Half, 4>>(T3)	(9472, 1, 1)	(32, 4, 1)	1	lts__t_bytes.sum	byte	107147392.0
TEXT_up_proj_M256_AWQ_DENSE_MEMORY_PRESSURE	1	"1233958  ""<default domain>:C16_E1_RES_TEXT_UP_PROJ_M256_AWQ_DENSE_MEMORY_PRESSURE:none:none:none:none:none:none"""	void at::reduce_kernel<128, 4, at::ReduceOp<c10::Half, at::func_wrapper_t<c10::Half, at::sum_functor<c10::Half, float, c10::Half>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, c10::Half, 4>>(T3)	(9472, 1, 1)	(32, 4, 1)	1	dram__bytes.sum	byte	74186112.0
TEXT_up_proj_M256_AWQ_WARM	0	"1233814  ""<default domain>:C16_E1_RES_TEXT_UP_PROJ_M256_AWQ_WARM:none:none:none:none:none:none"""	gemm_forward_4bit_cuda_m16n128k32(int, int, __half *, int *, __half *, int *, int, int, int, __half *)	(18944, 1, 1)	(32, 2, 1)	1	l1tex__t_bytes.sum	byte	1294860288.0
TEXT_up_proj_M256_AWQ_WARM	0	"1233814  ""<default domain>:C16_E1_RES_TEXT_UP_PROJ_M256_AWQ_WARM:none:none:none:none:none:none"""	gemm_forward_4bit_cuda_m16n128k32(int, int, __half *, int *, __half *, int *, int, int, int, __half *)	(18944, 1, 1)	(32, 2, 1)	1	lts__t_bytes.sum	byte	1158690880.0
TEXT_up_proj_M256_AWQ_WARM	0	"1233814  ""<default domain>:C16_E1_RES_TEXT_UP_PROJ_M256_AWQ_WARM:none:none:none:none:none:none"""	gemm_forward_4bit_cuda_m16n128k32(int, int, __half *, int *, __half *, int *, int, int, int, __half *)	(18944, 1, 1)	(32, 2, 1)	1	dram__bytes.sum	byte	103169664.0
TEXT_up_proj_M256_AWQ_WARM	1	"1233814  ""<default domain>:C16_E1_RES_TEXT_UP_PROJ_M256_AWQ_WARM:none:none:none:none:none:none"""	void at::reduce_kernel<128, 4, at::ReduceOp<c10::Half, at::func_wrapper_t<c10::Half, at::sum_functor<c10::Half, float, c10::Half>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, c10::Half, 4>>(T3)	(9472, 1, 1)	(32, 4, 1)	1	l1tex__t_bytes.sum	byte	116391936.0
TEXT_up_proj_M256_AWQ_WARM	1	"1233814  ""<default domain>:C16_E1_RES_TEXT_UP_PROJ_M256_AWQ_WARM:none:none:none:none:none:none"""	void at::reduce_kernel<128, 4, at::ReduceOp<c10::Half, at::func_wrapper_t<c10::Half, at::sum_functor<c10::Half, float, c10::Half>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, c10::Half, 4>>(T3)	(9472, 1, 1)	(32, 4, 1)	1	lts__t_bytes.sum	byte	107334144.0
TEXT_up_proj_M256_AWQ_WARM	1	"1233814  ""<default domain>:C16_E1_RES_TEXT_UP_PROJ_M256_AWQ_WARM:none:none:none:none:none:none"""	void at::reduce_kernel<128, 4, at::ReduceOp<c10::Half, at::func_wrapper_t<c10::Half, at::sum_functor<c10::Half, float, c10::Half>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, c10::Half, 4>>(T3)	(9472, 1, 1)	(32, 4, 1)	1	dram__bytes.sum	byte	74322944.0
TEXT_up_proj_M256_RAW_DENSE_MEMORY_PRESSURE	0	"1233729  ""<default domain>:C16_E1_RES_TEXT_UP_PROJ_M256_RAW_DENSE_MEMORY_PRESSURE:none:none:none:none:none:none"""	void Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x3_tn_align8>(Params)	(16, 10, 1)	(256, 1, 1)	1	l1tex__t_bytes.sum	byte	417071104.0
TEXT_up_proj_M256_RAW_DENSE_MEMORY_PRESSURE	0	"1233729  ""<default domain>:C16_E1_RES_TEXT_UP_PROJ_M256_RAW_DENSE_MEMORY_PRESSURE:none:none:none:none:none:none"""	void Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x3_tn_align8>(Params)	(16, 10, 1)	(256, 1, 1)	1	lts__t_bytes.sum	byte	417822816.0
TEXT_up_proj_M256_RAW_DENSE_MEMORY_PRESSURE	0	"1233729  ""<default domain>:C16_E1_RES_TEXT_UP_PROJ_M256_RAW_DENSE_MEMORY_PRESSURE:none:none:none:none:none:none"""	void Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x3_tn_align8>(Params)	(16, 10, 1)	(256, 1, 1)	1	dram__bytes.sum	byte	152756096.0
TEXT_up_proj_M256_RAW_WARM	0	"1233644  ""<default domain>:C16_E1_RES_TEXT_UP_PROJ_M256_RAW_WARM:none:none:none:none:none:none"""	void Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x3_tn_align8>(Params)	(16, 10, 1)	(256, 1, 1)	1	l1tex__t_bytes.sum	byte	417071104.0
TEXT_up_proj_M256_RAW_WARM	0	"1233644  ""<default domain>:C16_E1_RES_TEXT_UP_PROJ_M256_RAW_WARM:none:none:none:none:none:none"""	void Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x3_tn_align8>(Params)	(16, 10, 1)	(256, 1, 1)	1	lts__t_bytes.sum	byte	417723392.0
TEXT_up_proj_M256_RAW_WARM	0	"1233644  ""<default domain>:C16_E1_RES_TEXT_UP_PROJ_M256_RAW_WARM:none:none:none:none:none:none"""	void Kernel2<cutlass_80_tensorop_f16_s16816gemm_relu_f16_256x128_32x3_tn_align8>(Params)	(16, 10, 1)	(256, 1, 1)	1	dram__bytes.sum	byte	156568960.0
