profile_id	kernel_index	nvtx_range_evidence	kernel_name	grid_size	block_size	profiler_replayer_passes	metric_name	unit	value
TEXT_q_proj_M1_AWQ_DENSE_MEMORY_PRESSURE	1	"1232511  ""<default domain>:C16_E1_RES_TEXT_Q_PROJ_M1_AWQ_DENSE_MEMORY_PRESSURE:none:none:none:none:none:none"""	void at::reduce_kernel<128, 4, at::ReduceOp<c10::Half, at::func_wrapper_t<c10::Half, at::sum_functor<c10::Half, float, c10::Half>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, c10::Half, 4>>(T3)	(7, 1, 1)	(32, 4, 1)	1	dram__bytes.sum	byte	70528.0
TEXT_q_proj_M1_AWQ_DENSE_MEMORY_PRESSURE	2	"1232511  ""<default domain>:C16_E1_RES_TEXT_Q_PROJ_M1_AWQ_DENSE_MEMORY_PRESSURE:none:none:none:none:none:none"""	void at::vectorized_elementwise_kernel<4, at::CUDAFunctor_add<c10::Half>, detail::Array<char *, 3>>(int, T2, T3)	(7, 1, 1)	(128, 1, 1)	1	l1tex__t_bytes.sum	byte	21504.0
TEXT_q_proj_M1_AWQ_DENSE_MEMORY_PRESSURE	2	"1232511  ""<default domain>:C16_E1_RES_TEXT_Q_PROJ_M1_AWQ_DENSE_MEMORY_PRESSURE:none:none:none:none:none:none"""	void at::vectorized_elementwise_kernel<4, at::CUDAFunctor_add<c10::Half>, detail::Array<char *, 3>>(int, T2, T3)	(7, 1, 1)	(128, 1, 1)	1	lts__t_bytes.sum	byte	65856.0
TEXT_q_proj_M1_AWQ_DENSE_MEMORY_PRESSURE	2	"1232511  ""<default domain>:C16_E1_RES_TEXT_Q_PROJ_M1_AWQ_DENSE_MEMORY_PRESSURE:none:none:none:none:none:none"""	void at::vectorized_elementwise_kernel<4, at::CUDAFunctor_add<c10::Half>, detail::Array<char *, 3>>(int, T2, T3)	(7, 1, 1)	(128, 1, 1)	1	dram__bytes.sum	byte	11264.0
TEXT_q_proj_M1_AWQ_SPARSE_PAGE_PRESSURE	0	"1232438  ""<default domain>:C16_E1_RES_TEXT_Q_PROJ_M1_AWQ_SPARSE_PAGE_PRESSURE:none:none:none:none:none:none"""	gemm_forward_4bit_cuda_m16n128k32(int, int, __half *, int *, __half *, int *, int, int, int, __half *)	(224, 1, 1)	(32, 2, 1)	1	l1tex__t_bytes.sum	byte	8859648.0
TEXT_q_proj_M1_AWQ_SPARSE_PAGE_PRESSURE	0	"1232438  ""<default domain>:C16_E1_RES_TEXT_Q_PROJ_M1_AWQ_SPARSE_PAGE_PRESSURE:none:none:none:none:none:none"""	gemm_forward_4bit_cuda_m16n128k32(int, int, __half *, int *, __half *, int *, int, int, int, __half *)	(224, 1, 1)	(32, 2, 1)	1	lts__t_bytes.sum	byte	7882400.0
TEXT_q_proj_M1_AWQ_SPARSE_PAGE_PRESSURE	0	"1232438  ""<default domain>:C16_E1_RES_TEXT_Q_PROJ_M1_AWQ_SPARSE_PAGE_PRESSURE:none:none:none:none:none:none"""	gemm_forward_4bit_cuda_m16n128k32(int, int, __half *, int *, __half *, int *, int, int, int, __half *)	(224, 1, 1)	(32, 2, 1)	1	dram__bytes.sum	byte	53376.0
TEXT_q_proj_M1_AWQ_SPARSE_PAGE_PRESSURE	1	"1232438  ""<default domain>:C16_E1_RES_TEXT_Q_PROJ_M1_AWQ_SPARSE_PAGE_PRESSURE:none:none:none:none:none:none"""	void at::reduce_kernel<128, 4, at::ReduceOp<c10::Half, at::func_wrapper_t<c10::Half, at::sum_functor<c10::Half, float, c10::Half>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, c10::Half, 4>>(T3)	(7, 1, 1)	(32, 4, 1)	1	l1tex__t_bytes.sum	byte	86016.0
TEXT_q_proj_M1_AWQ_SPARSE_PAGE_PRESSURE	1	"1232438  ""<default domain>:C16_E1_RES_TEXT_Q_PROJ_M1_AWQ_SPARSE_PAGE_PRESSURE:none:none:none:none:none:none"""	void at::reduce_kernel<128, 4, at::ReduceOp<c10::Half, at::func_wrapper_t<c10::Half, at::sum_functor<c10::Half, float, c10::Half>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, c10::Half, 4>>(T3)	(7, 1, 1)	(32, 4, 1)	1	lts__t_bytes.sum	byte	599264.0
TEXT_q_proj_M1_AWQ_SPARSE_PAGE_PRESSURE	1	"1232438  ""<default domain>:C16_E1_RES_TEXT_Q_PROJ_M1_AWQ_SPARSE_PAGE_PRESSURE:none:none:none:none:none:none"""	void at::reduce_kernel<128, 4, at::ReduceOp<c10::Half, at::func_wrapper_t<c10::Half, at::sum_functor<c10::Half, float, c10::Half>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, c10::Half, 4>>(T3)	(7, 1, 1)	(32, 4, 1)	1	dram__bytes.sum	byte	128.0
TEXT_q_proj_M1_AWQ_SPARSE_PAGE_PRESSURE	2	"1232438  ""<default domain>:C16_E1_RES_TEXT_Q_PROJ_M1_AWQ_SPARSE_PAGE_PRESSURE:none:none:none:none:none:none"""	void at::vectorized_elementwise_kernel<4, at::CUDAFunctor_add<c10::Half>, detail::Array<char *, 3>>(int, T2, T3)	(7, 1, 1)	(128, 1, 1)	1	l1tex__t_bytes.sum	byte	21504.0
TEXT_q_proj_M1_AWQ_SPARSE_PAGE_PRESSURE	2	"1232438  ""<default domain>:C16_E1_RES_TEXT_Q_PROJ_M1_AWQ_SPARSE_PAGE_PRESSURE:none:none:none:none:none:none"""	void at::vectorized_elementwise_kernel<4, at::CUDAFunctor_add<c10::Half>, detail::Array<char *, 3>>(int, T2, T3)	(7, 1, 1)	(128, 1, 1)	1	lts__t_bytes.sum	byte	65248.0
TEXT_q_proj_M1_AWQ_SPARSE_PAGE_PRESSURE	2	"1232438  ""<default domain>:C16_E1_RES_TEXT_Q_PROJ_M1_AWQ_SPARSE_PAGE_PRESSURE:none:none:none:none:none:none"""	void at::vectorized_elementwise_kernel<4, at::CUDAFunctor_add<c10::Half>, detail::Array<char *, 3>>(int, T2, T3)	(7, 1, 1)	(128, 1, 1)	1	dram__bytes.sum	byte	0.0
TEXT_q_proj_M1_AWQ_WARM	0	"1232365  ""<default domain>:C16_E1_RES_TEXT_Q_PROJ_M1_AWQ_WARM:none:none:none:none:none:none"""	gemm_forward_4bit_cuda_m16n128k32(int, int, __half *, int *, __half *, int *, int, int, int, __half *)	(224, 1, 1)	(32, 2, 1)	1	l1tex__t_bytes.sum	byte	8859648.0
TEXT_q_proj_M1_AWQ_WARM	0	"1232365  ""<default domain>:C16_E1_RES_TEXT_Q_PROJ_M1_AWQ_WARM:none:none:none:none:none:none"""	gemm_forward_4bit_cuda_m16n128k32(int, int, __half *, int *, __half *, int *, int, int, int, __half *)	(224, 1, 1)	(32, 2, 1)	1	lts__t_bytes.sum	byte	7882496.0
TEXT_q_proj_M1_AWQ_WARM	0	"1232365  ""<default domain>:C16_E1_RES_TEXT_Q_PROJ_M1_AWQ_WARM:none:none:none:none:none:none"""	gemm_forward_4bit_cuda_m16n128k32(int, int, __half *, int *, __half *, int *, int, int, int, __half *)	(224, 1, 1)	(32, 2, 1)	1	dram__bytes.sum	byte	66048.0
TEXT_q_proj_M1_AWQ_WARM	1	"1232365  ""<default domain>:C16_E1_RES_TEXT_Q_PROJ_M1_AWQ_WARM:none:none:none:none:none:none"""	void at::reduce_kernel<128, 4, at::ReduceOp<c10::Half, at::func_wrapper_t<c10::Half, at::sum_functor<c10::Half, float, c10::Half>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, c10::Half, 4>>(T3)	(7, 1, 1)	(32, 4, 1)	1	l1tex__t_bytes.sum	byte	86016.0
TEXT_q_proj_M1_AWQ_WARM	1	"1232365  ""<default domain>:C16_E1_RES_TEXT_Q_PROJ_M1_AWQ_WARM:none:none:none:none:none:none"""	void at::reduce_kernel<128, 4, at::ReduceOp<c10::Half, at::func_wrapper_t<c10::Half, at::sum_functor<c10::Half, float, c10::Half>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, c10::Half, 4>>(T3)	(7, 1, 1)	(32, 4, 1)	1	lts__t_bytes.sum	byte	599776.0
TEXT_q_proj_M1_AWQ_WARM	1	"1232365  ""<default domain>:C16_E1_RES_TEXT_Q_PROJ_M1_AWQ_WARM:none:none:none:none:none:none"""	void at::reduce_kernel<128, 4, at::ReduceOp<c10::Half, at::func_wrapper_t<c10::Half, at::sum_functor<c10::Half, float, c10::Half>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, c10::Half, 4>>(T3)	(7, 1, 1)	(32, 4, 1)	1	dram__bytes.sum	byte	0.0
TEXT_q_proj_M1_AWQ_WARM	2	"1232365  ""<default domain>:C16_E1_RES_TEXT_Q_PROJ_M1_AWQ_WARM:none:none:none:none:none:none"""	void at::vectorized_elementwise_kernel<4, at::CUDAFunctor_add<c10::Half>, detail::Array<char *, 3>>(int, T2, T3)	(7, 1, 1)	(128, 1, 1)	1	l1tex__t_bytes.sum	byte	21504.0
TEXT_q_proj_M1_AWQ_WARM	2	"1232365  ""<default domain>:C16_E1_RES_TEXT_Q_PROJ_M1_AWQ_WARM:none:none:none:none:none:none"""	void at::vectorized_elementwise_kernel<4, at::CUDAFunctor_add<c10::Half>, detail::Array<char *, 3>>(int, T2, T3)	(7, 1, 1)	(128, 1, 1)	1	lts__t_bytes.sum	byte	65184.0
TEXT_q_proj_M1_AWQ_WARM	2	"1232365  ""<default domain>:C16_E1_RES_TEXT_Q_PROJ_M1_AWQ_WARM:none:none:none:none:none:none"""	void at::vectorized_elementwise_kernel<4, at::CUDAFunctor_add<c10::Half>, detail::Array<char *, 3>>(int, T2, T3)	(7, 1, 1)	(128, 1, 1)	1	dram__bytes.sum	byte	0.0
TEXT_q_proj_M1_RAW_DENSE_MEMORY_PRESSURE	0	"1232280  ""<default domain>:C16_E1_RES_TEXT_Q_PROJ_M1_RAW_DENSE_MEMORY_PRESSURE:none:none:none:none:none:none"""	enable_if<!T7, void>::type kernel<int, int, __half, __half, __half, float, 0, 1, 1, 0, 6, 0, cublasGemvParamsEx<int, cublasGemvTensorStridedBatched<const __half>, cublasGemvTensorStridedBatched<const __half>, cublasGemvTensorStridedBatched<__half>, float>>(T13)	(896, 1, 1)	(16, 4, 1)	1	l1tex__t_bytes.sum	byte	38649856.0
TEXT_q_proj_M1_RAW_DENSE_MEMORY_PRESSURE	0	"1232280  ""<default domain>:C16_E1_RES_TEXT_Q_PROJ_M1_RAW_DENSE_MEMORY_PRESSURE:none:none:none:none:none:none"""	enable_if<!T7, void>::type kernel<int, int, __half, __half, __half, float, 0, 1, 1, 0, 6, 0, cublasGemvParamsEx<int, cublasGemvTensorStridedBatched<const __half>, cublasGemvTensorStridedBatched<const __half>, cublasGemvTensorStridedBatched<__half>, float>>(T13)	(896, 1, 1)	(16, 4, 1)	1	lts__t_bytes.sum	byte	26545248.0
TEXT_q_proj_M1_RAW_DENSE_MEMORY_PRESSURE	0	"1232280  ""<default domain>:C16_E1_RES_TEXT_Q_PROJ_M1_RAW_DENSE_MEMORY_PRESSURE:none:none:none:none:none:none"""	enable_if<!T7, void>::type kernel<int, int, __half, __half, __half, float, 0, 1, 1, 0, 6, 0, cublasGemvParamsEx<int, cublasGemvTensorStridedBatched<const __half>, cublasGemvTensorStridedBatched<const __half>, cublasGemvTensorStridedBatched<__half>, float>>(T13)	(896, 1, 1)	(16, 4, 1)	1	dram__bytes.sum	byte	25726976.0
TEXT_q_proj_M1_RAW_SPARSE_PAGE_PRESSURE	0	"1232195  ""<default domain>:C16_E1_RES_TEXT_Q_PROJ_M1_RAW_SPARSE_PAGE_PRESSURE:none:none:none:none:none:none"""	enable_if<!T7, void>::type kernel<int, int, __half, __half, __half, float, 0, 1, 1, 0, 6, 0, cublasGemvParamsEx<int, cublasGemvTensorStridedBatched<const __half>, cublasGemvTensorStridedBatched<const __half>, cublasGemvTensorStridedBatched<__half>, float>>(T13)	(896, 1, 1)	(16, 4, 1)	1	l1tex__t_bytes.sum	byte	38649856.0
TEXT_q_proj_M1_RAW_SPARSE_PAGE_PRESSURE	0	"1232195  ""<default domain>:C16_E1_RES_TEXT_Q_PROJ_M1_RAW_SPARSE_PAGE_PRESSURE:none:none:none:none:none:none"""	enable_if<!T7, void>::type kernel<int, int, __half, __half, __half, float, 0, 1, 1, 0, 6, 0, cublasGemvParamsEx<int, cublasGemvTensorStridedBatched<const __half>, cublasGemvTensorStridedBatched<const __half>, cublasGemvTensorStridedBatched<__half>, float>>(T13)	(896, 1, 1)	(16, 4, 1)	1	lts__t_bytes.sum	byte	26545280.0
TEXT_q_proj_M1_RAW_SPARSE_PAGE_PRESSURE	0	"1232195  ""<default domain>:C16_E1_RES_TEXT_Q_PROJ_M1_RAW_SPARSE_PAGE_PRESSURE:none:none:none:none:none:none"""	enable_if<!T7, void>::type kernel<int, int, __half, __half, __half, float, 0, 1, 1, 0, 6, 0, cublasGemvParamsEx<int, cublasGemvTensorStridedBatched<const __half>, cublasGemvTensorStridedBatched<const __half>, cublasGemvTensorStridedBatched<__half>, float>>(T13)	(896, 1, 1)	(16, 4, 1)	1	dram__bytes.sum	byte	25736064.0
TEXT_q_proj_M1_RAW_WARM	0	"1232110  ""<default domain>:C16_E1_RES_TEXT_Q_PROJ_M1_RAW_WARM:none:none:none:none:none:none"""	enable_if<!T7, void>::type kernel<int, int, __half, __half, __half, float, 0, 1, 1, 0, 6, 0, cublasGemvParamsEx<int, cublasGemvTensorStridedBatched<const __half>, cublasGemvTensorStridedBatched<const __half>, cublasGemvTensorStridedBatched<__half>, float>>(T13)	(896, 1, 1)	(16, 4, 1)	1	l1tex__t_bytes.sum	byte	38649856.0
TEXT_q_proj_M1_RAW_WARM	0	"1232110  ""<default domain>:C16_E1_RES_TEXT_Q_PROJ_M1_RAW_WARM:none:none:none:none:none:none"""	enable_if<!T7, void>::type kernel<int, int, __half, __half, __half, float, 0, 1, 1, 0, 6, 0, cublasGemvParamsEx<int, cublasGemvTensorStridedBatched<const __half>, cublasGemvTensorStridedBatched<const __half>, cublasGemvTensorStridedBatched<__half>, float>>(T13)	(896, 1, 1)	(16, 4, 1)	1	lts__t_bytes.sum	byte	26547904.0
TEXT_q_proj_M1_RAW_WARM	0	"1232110  ""<default domain>:C16_E1_RES_TEXT_Q_PROJ_M1_RAW_WARM:none:none:none:none:none:none"""	enable_if<!T7, void>::type kernel<int, int, __half, __half, __half, float, 0, 1, 1, 0, 6, 0, cublasGemvParamsEx<int, cublasGemvTensorStridedBatched<const __half>, cublasGemvTensorStridedBatched<const __half>, cublasGemvTensorStridedBatched<__half>, float>>(T13)	(896, 1, 1)	(16, 4, 1)	1	dram__bytes.sum	byte	25736064.0
TEXT_up_proj_M1_AWQ_DENSE_MEMORY_PRESSURE	0	"1233572  ""<default domain>:C16_E1_RES_TEXT_UP_PROJ_M1_AWQ_DENSE_MEMORY_PRESSURE:none:none:none:none:none:none"""	gemm_forward_4bit_cuda_m16n128k32(int, int, __half *, int *, __half *, int *, int, int, int, __half *)	(1184, 1, 1)	(32, 2, 1)	1	l1tex__t_bytes.sum	byte	46829568.0
TEXT_up_proj_M1_AWQ_DENSE_MEMORY_PRESSURE	0	"1233572  ""<default domain>:C16_E1_RES_TEXT_UP_PROJ_M1_AWQ_DENSE_MEMORY_PRESSURE:none:none:none:none:none:none"""	gemm_forward_4bit_cuda_m16n128k32(int, int, __half *, int *, __half *, int *, int, int, int, __half *)	(1184, 1, 1)	(32, 2, 1)	1	lts__t_bytes.sum	byte	40648608.0
TEXT_up_proj_M1_AWQ_DENSE_MEMORY_PRESSURE	0	"1233572  ""<default domain>:C16_E1_RES_TEXT_UP_PROJ_M1_AWQ_DENSE_MEMORY_PRESSURE:none:none:none:none:none:none"""	gemm_forward_4bit_cuda_m16n128k32(int, int, __half *, int *, __half *, int *, int, int, int, __half *)	(1184, 1, 1)	(32, 2, 1)	1	dram__bytes.sum	byte	35298176.0
TEXT_up_proj_M1_AWQ_DENSE_MEMORY_PRESSURE	1	"1233572  ""<default domain>:C16_E1_RES_TEXT_UP_PROJ_M1_AWQ_DENSE_MEMORY_PRESSURE:none:none:none:none:none:none"""	void at::reduce_kernel<128, 4, at::ReduceOp<c10::Half, at::func_wrapper_t<c10::Half, at::sum_functor<c10::Half, float, c10::Half>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, c10::Half, 4>>(T3)	(37, 1, 1)	(32, 4, 1)	1	l1tex__t_bytes.sum	byte	454656.0
TEXT_up_proj_M1_AWQ_DENSE_MEMORY_PRESSURE	1	"1233572  ""<default domain>:C16_E1_RES_TEXT_UP_PROJ_M1_AWQ_DENSE_MEMORY_PRESSURE:none:none:none:none:none:none"""	void at::reduce_kernel<128, 4, at::ReduceOp<c10::Half, at::func_wrapper_t<c10::Half, at::sum_functor<c10::Half, float, c10::Half>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, c10::Half, 4>>(T3)	(37, 1, 1)	(32, 4, 1)	1	lts__t_bytes.sum	byte	984576.0
TEXT_up_proj_M1_AWQ_DENSE_MEMORY_PRESSURE	1	"1233572  ""<default domain>:C16_E1_RES_TEXT_UP_PROJ_M1_AWQ_DENSE_MEMORY_PRESSURE:none:none:none:none:none:none"""	void at::reduce_kernel<128, 4, at::ReduceOp<c10::Half, at::func_wrapper_t<c10::Half, at::sum_functor<c10::Half, float, c10::Half>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, c10::Half, 4>>(T3)	(37, 1, 1)	(32, 4, 1)	1	dram__bytes.sum	byte	70016.0
TEXT_up_proj_M1_AWQ_DOSE64	0	"1234130  ""<default domain>:C16_E1_RES_TEXT_UP_PROJ_M1_AWQ_DOSE64:none:none:none:none:none:none"""	gemm_forward_4bit_cuda_m16n128k32(int, int, __half *, int *, __half *, int *, int, int, int, __half *)	(1184, 1, 1)	(32, 2, 1)	1	l1tex__t_bytes.sum	byte	46829568.0
TEXT_up_proj_M1_AWQ_DOSE64	0	"1234130  ""<default domain>:C16_E1_RES_TEXT_UP_PROJ_M1_AWQ_DOSE64:none:none:none:none:none:none"""	gemm_forward_4bit_cuda_m16n128k32(int, int, __half *, int *, __half *, int *, int, int, int, __half *)	(1184, 1, 1)	(32, 2, 1)	1	lts__t_bytes.sum	byte	40658592.0
TEXT_up_proj_M1_AWQ_DOSE64	0	"1234130  ""<default domain>:C16_E1_RES_TEXT_UP_PROJ_M1_AWQ_DOSE64:none:none:none:none:none:none"""	gemm_forward_4bit_cuda_m16n128k32(int, int, __half *, int *, __half *, int *, int, int, int, __half *)	(1184, 1, 1)	(32, 2, 1)	1	dram__bytes.sum	byte	35505920.0
TEXT_up_proj_M1_AWQ_DOSE64	1	"1234130  ""<default domain>:C16_E1_RES_TEXT_UP_PROJ_M1_AWQ_DOSE64:none:none:none:none:none:none"""	void at::reduce_kernel<128, 4, at::ReduceOp<c10::Half, at::func_wrapper_t<c10::Half, at::sum_functor<c10::Half, float, c10::Half>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, c10::Half, 4>>(T3)	(37, 1, 1)	(32, 4, 1)	1	l1tex__t_bytes.sum	byte	454656.0
TEXT_up_proj_M1_AWQ_DOSE64	1	"1234130  ""<default domain>:C16_E1_RES_TEXT_UP_PROJ_M1_AWQ_DOSE64:none:none:none:none:none:none"""	void at::reduce_kernel<128, 4, at::ReduceOp<c10::Half, at::func_wrapper_t<c10::Half, at::sum_functor<c10::Half, float, c10::Half>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, c10::Half, 4>>(T3)	(37, 1, 1)	(32, 4, 1)	1	lts__t_bytes.sum	byte	984768.0
TEXT_up_proj_M1_AWQ_DOSE64	1	"1234130  ""<default domain>:C16_E1_RES_TEXT_UP_PROJ_M1_AWQ_DOSE64:none:none:none:none:none:none"""	void at::reduce_kernel<128, 4, at::ReduceOp<c10::Half, at::func_wrapper_t<c10::Half, at::sum_functor<c10::Half, float, c10::Half>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, c10::Half, 4>>(T3)	(37, 1, 1)	(32, 4, 1)	1	dram__bytes.sum	byte	70016.0
TEXT_up_proj_M1_AWQ_SPARSE_PAGE_PRESSURE	0	"1233500  ""<default domain>:C16_E1_RES_TEXT_UP_PROJ_M1_AWQ_SPARSE_PAGE_PRESSURE:none:none:none:none:none:none"""	gemm_forward_4bit_cuda_m16n128k32(int, int, __half *, int *, __half *, int *, int, int, int, __half *)	(1184, 1, 1)	(32, 2, 1)	1	l1tex__t_bytes.sum	byte	46829568.0
TEXT_up_proj_M1_AWQ_SPARSE_PAGE_PRESSURE	0	"1233500  ""<default domain>:C16_E1_RES_TEXT_UP_PROJ_M1_AWQ_SPARSE_PAGE_PRESSURE:none:none:none:none:none:none"""	gemm_forward_4bit_cuda_m16n128k32(int, int, __half *, int *, __half *, int *, int, int, int, __half *)	(1184, 1, 1)	(32, 2, 1)	1	lts__t_bytes.sum	byte	40877920.0
TEXT_up_proj_M1_AWQ_SPARSE_PAGE_PRESSURE	0	"1233500  ""<default domain>:C16_E1_RES_TEXT_UP_PROJ_M1_AWQ_SPARSE_PAGE_PRESSURE:none:none:none:none:none:none"""	gemm_forward_4bit_cuda_m16n128k32(int, int, __half *, int *, __half *, int *, int, int, int, __half *)	(1184, 1, 1)	(32, 2, 1)	1	dram__bytes.sum	byte	2257408.0
TEXT_up_proj_M1_AWQ_SPARSE_PAGE_PRESSURE	1	"1233500  ""<default domain>:C16_E1_RES_TEXT_UP_PROJ_M1_AWQ_SPARSE_PAGE_PRESSURE:none:none:none:none:none:none"""	void at::reduce_kernel<128, 4, at::ReduceOp<c10::Half, at::func_wrapper_t<c10::Half, at::sum_functor<c10::Half, float, c10::Half>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, c10::Half, 4>>(T3)	(37, 1, 1)	(32, 4, 1)	1	l1tex__t_bytes.sum	byte	454656.0
TEXT_up_proj_M1_AWQ_SPARSE_PAGE_PRESSURE	1	"1233500  ""<default domain>:C16_E1_RES_TEXT_UP_PROJ_M1_AWQ_SPARSE_PAGE_PRESSURE:none:none:none:none:none:none"""	void at::reduce_kernel<128, 4, at::ReduceOp<c10::Half, at::func_wrapper_t<c10::Half, at::sum_functor<c10::Half, float, c10::Half>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, c10::Half, 4>>(T3)	(37, 1, 1)	(32, 4, 1)	1	lts__t_bytes.sum	byte	984704.0
TEXT_up_proj_M1_AWQ_SPARSE_PAGE_PRESSURE	1	"1233500  ""<default domain>:C16_E1_RES_TEXT_UP_PROJ_M1_AWQ_SPARSE_PAGE_PRESSURE:none:none:none:none:none:none"""	void at::reduce_kernel<128, 4, at::ReduceOp<c10::Half, at::func_wrapper_t<c10::Half, at::sum_functor<c10::Half, float, c10::Half>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, c10::Half, 4>>(T3)	(37, 1, 1)	(32, 4, 1)	1	dram__bytes.sum	byte	107904.0
TEXT_up_proj_M1_AWQ_WARM	0	"1233427  ""<default domain>:C16_E1_RES_TEXT_UP_PROJ_M1_AWQ_WARM:none:none:none:none:none:none"""	gemm_forward_4bit_cuda_m16n128k32(int, int, __half *, int *, __half *, int *, int, int, int, __half *)	(1184, 1, 1)	(32, 2, 1)	1	l1tex__t_bytes.sum	byte	46829568.0
TEXT_up_proj_M1_AWQ_WARM	0	"1233427  ""<default domain>:C16_E1_RES_TEXT_UP_PROJ_M1_AWQ_WARM:none:none:none:none:none:none"""	gemm_forward_4bit_cuda_m16n128k32(int, int, __half *, int *, __half *, int *, int, int, int, __half *)	(1184, 1, 1)	(32, 2, 1)	1	lts__t_bytes.sum	byte	40902880.0
TEXT_up_proj_M1_AWQ_WARM	0	"1233427  ""<default domain>:C16_E1_RES_TEXT_UP_PROJ_M1_AWQ_WARM:none:none:none:none:none:none"""	gemm_forward_4bit_cuda_m16n128k32(int, int, __half *, int *, __half *, int *, int, int, int, __half *)	(1184, 1, 1)	(32, 2, 1)	1	dram__bytes.sum	byte	77184.0
TEXT_up_proj_M1_AWQ_WARM	1	"1233427  ""<default domain>:C16_E1_RES_TEXT_UP_PROJ_M1_AWQ_WARM:none:none:none:none:none:none"""	void at::reduce_kernel<128, 4, at::ReduceOp<c10::Half, at::func_wrapper_t<c10::Half, at::sum_functor<c10::Half, float, c10::Half>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, c10::Half, 4>>(T3)	(37, 1, 1)	(32, 4, 1)	1	l1tex__t_bytes.sum	byte	454656.0
TEXT_up_proj_M1_AWQ_WARM	1	"1233427  ""<default domain>:C16_E1_RES_TEXT_UP_PROJ_M1_AWQ_WARM:none:none:none:none:none:none"""	void at::reduce_kernel<128, 4, at::ReduceOp<c10::Half, at::func_wrapper_t<c10::Half, at::sum_functor<c10::Half, float, c10::Half>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, c10::Half, 4>>(T3)	(37, 1, 1)	(32, 4, 1)	1	lts__t_bytes.sum	byte	984480.0
TEXT_up_proj_M1_AWQ_WARM	1	"1233427  ""<default domain>:C16_E1_RES_TEXT_UP_PROJ_M1_AWQ_WARM:none:none:none:none:none:none"""	void at::reduce_kernel<128, 4, at::ReduceOp<c10::Half, at::func_wrapper_t<c10::Half, at::sum_functor<c10::Half, float, c10::Half>::operator ()(at::TensorIterator &)::[lambda(float, float) (instance 1)]>, unsigned int, c10::Half, 4>>(T3)	(37, 1, 1)	(32, 4, 1)	1	dram__bytes.sum	byte	2816.0
TEXT_up_proj_M1_RAW_DENSE_MEMORY_PRESSURE	0	"1233342  ""<default domain>:C16_E1_RES_TEXT_UP_PROJ_M1_RAW_DENSE_MEMORY_PRESSURE:none:none:none:none:none:none"""	enable_if<!T7, void>::type kernel<int, int, __half, __half, __half, float, 0, 1, 1, 0, 7, 0, cublasGemvParamsEx<int, cublasGemvTensorStridedBatched<const __half>, cublasGemvTensorStridedBatched<const __half>, cublasGemvTensorStridedBatched<__half>, float>>(T13)	(4736, 1, 1)	(32, 4, 1)	1	l1tex__t_bytes.sum	byte	272187392.0
TEXT_up_proj_M1_RAW_DENSE_MEMORY_PRESSURE	0	"1233342  ""<default domain>:C16_E1_RES_TEXT_UP_PROJ_M1_RAW_DENSE_MEMORY_PRESSURE:none:none:none:none:none:none"""	enable_if<!T7, void>::type kernel<int, int, __half, __half, __half, float, 0, 1, 1, 0, 7, 0, cublasGemvParamsEx<int, cublasGemvTensorStridedBatched<const __half>, cublasGemvTensorStridedBatched<const __half>, cublasGemvTensorStridedBatched<__half>, float>>(T13)	(4736, 1, 1)	(32, 4, 1)	1	lts__t_bytes.sum	byte	137171936.0
TEXT_up_proj_M1_RAW_DENSE_MEMORY_PRESSURE	0	"1233342  ""<default domain>:C16_E1_RES_TEXT_UP_PROJ_M1_RAW_DENSE_MEMORY_PRESSURE:none:none:none:none:none:none"""	enable_if<!T7, void>::type kernel<int, int, __half, __half, __half, float, 0, 1, 1, 0, 7, 0, cublasGemvParamsEx<int, cublasGemvTensorStridedBatched<const __half>, cublasGemvTensorStridedBatched<const __half>, cublasGemvTensorStridedBatched<__half>, float>>(T13)	(4736, 1, 1)	(32, 4, 1)	1	dram__bytes.sum	byte	135826304.0
